idx,formula,regime,a_site,is_train,is_holdout,er_measured,er_predicted,ensemble_std,er_cm,delta_lst,delta_tilt,delta_res,sigma_conf,has_cm,cm_approx,gii,gii_norm,tolerance_factor,chi_A,chi_B,d0_per_field,d0_B_fraction,alpha_total,a_off_centering_frac,phase_transition,ordering_proxy,soft_mode_tolerance_weighted,RE_x_chi_A,f_lst
278,Ba3LaNb3O12,Ib,Ba,True,False,43.5,44.09649,0.6645457,0.0,42.59008,-0.00046913032,0.45342898,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.6248168273542315,0.44797761230925087,0.0,
279,Ca0.61Nd0.26TiO3,III,Ca,False,True,98.0,106.65071,1.7610463,24.842567,81.2115,-0.00042439415,0.5970741,0.26078862,True,False,0.5585434,0.47906315,0.958942758950266,1.0418390804597701,1.54,0.09150625,1.0,11.766399999999999,0.0,0.0,-0.0,0.9589427589502661,0.0,3.2690462302064036
280,Ca0.28Sm0.28Li0.15Nd0.15TiO3,III,Other,True,False,98.0,101.80992,2.5766306,23.731665,77.29852,-0.00036931955,0.7801009,0.33385754,True,False,0.7632094,0.6546054,0.9333087764904386,1.0762790697674418,1.54,0.09150625,1.0,11.2495,0.17441860465116277,0.0,-0.0,0.9333087764904386,1.0762790697674418,3.2571890762826796
281,Ca0.85Nd0.10TiO3,III,Ca,False,True,141.0,121.04042,1.8481611,27.435171,92.85953,-0.00037094147,0.74609226,0.24732271,True,False,0.51711345,0.44352865,0.9637218553407416,1.0147368421052632,1.54,0.09150625,1.0,11.984,0.0,0.0,-0.0,0.9637218553407415,0.0,3.3846893099372335
282,Ca0.73Nd0.18TiO3,III,Ca,False,True,117.0,114.46061,1.7578192,26.047281,87.75348,-0.00040081385,0.6602489,0.25375867,True,False,0.53709555,0.4606673,0.961437342231009,1.0276923076923077,1.54,0.09150625,1.0,11.8752,0.0,0.0,-0.0,0.961437342231009,0.0,3.369007306367217
283,Ca0.61Nd0.26TiO3,III,Ca,False,True,108.0,106.65071,1.7610463,24.842567,81.2115,-0.00042439415,0.5970741,0.26078862,True,False,0.5585434,0.47906315,0.958942758950266,1.0418390804597701,1.54,0.09150625,1.0,11.766399999999999,0.0,0.0,-0.0,0.9589427589502661,0.0,3.2690462302064036
284,Ca0.50Nd0.3333TiO3,III,Ca,False,True,100.0,100.45786,1.3489182,23.878206,76.01524,-0.00043680193,0.56484634,0.26782474,True,False,0.5796385,0.49715644,0.9564462735984184,1.0559966398655947,1.54,0.09150625,1.0,11.666554,0.0,0.0,-0.0,0.9564462735984183,0.0,3.183456914644258
285,Ca0.40Nd0.40TiO3,III,Ca,False,True,99.0,95.919556,1.8774513,23.11236,72.26193,-0.00043688863,0.54569983,0.27478477,True,False,0.6001624,0.51475984,0.953976979107038,1.0699999999999998,1.54,0.09150625,1.0,11.576,0.0,0.0,-0.0,0.9539769791070379,1.0699999999999998,3.1265491710928703
286,Ca0.31Nd0.46TiO3,III,Ca,False,True,98.0,92.21831,1.2771603,22.502321,69.18292,-0.00043769804,0.53349507,0.28156397,True,False,0.61984485,0.5316415,0.9515723992571632,1.0836363636363635,1.54,0.09150625,1.0,11.494399999999999,0.0,0.0,-0.0,0.9515723992571631,1.0836363636363635,3.0744792948247426
287,Ca0.22Nd0.52TiO3,III,Other,False,True,102.0,86.62566,3.4849353,21.965588,64.16219,-0.00042467698,0.49830088,0.28889722,True,False,0.6408143,0.549627,0.9489728534735145,1.0983783783783783,1.54,0.09150625,1.0,11.412799999999999,0.0,0.0,-0.0,0.9489728534735145,1.0983783783783783,2.9210322072871437
288,Ca0.15Nd0.5667TiO3,III,Other,False,True,94.0,83.04742,3.8672237,21.599232,60.965668,-0.00042307848,0.48294425,0.29503262,True,False,0.6581167,0.56446725,0.9468002795484032,1.110699037254081,1.54,0.09150625,1.0,11.349446,0.0,0.0,-0.0,0.9468002795484033,1.110699037254081,2.822584988206988
289,Ca0.07Nd0.62TiO3,III,Other,False,True,82.0,78.2658,4.6426163,21.229612,56.578407,-0.00041902476,0.45820445,0.30256504,True,False,0.67907536,0.58244354,0.944137949479772,1.1257971014492754,1.54,0.09150625,1.0,11.2768,0.0,0.0,-0.0,0.9441379494797719,1.1257971014492754,2.665070233031108
290,Ca0.58Nd0.28TiO3,III,Ca,False,True,93.0,104.82051,1.7144676,24.567299,79.66753,-0.00042863344,0.586118,0.26264843,True,False,0.5641545,0.4838758,0.9582828546521628,1.045581395348837,1.54,0.09150625,1.0,11.7392,0.0,0.0,-0.0,0.9582828546521628,0.0,3.2428282002022284
291,SrLaPr3Ti5O17,II,Other,True,False,50.0,55.146202,1.6944493,0.0,49.857807,-0.0004103655,0.70845073,0.99157256,False,True,0.44759226,0.38390028,0.9663204890030626,1.088,1.54,0.09150625,1.0,67.91999999999999,0.0,0.0,-0.0,0.9663204890030626,1.088,
292,Ba3LaNb3O12,Ib,Ba,True,False,43.6,44.171482,0.6352064,0.0,42.684475,-0.00046781995,0.45926,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.6039895997757572,0.44797761230925087,0.0,
293,Ba3LaNb3O12,Ib,Ba,True,False,43.8,44.250687,0.60404116,0.0,42.77663,-0.00046650955,0.46508184,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.5831623721972826,0.44797761230925087,0.0,
294,Ca0.8Sm0.1333TiO3,III,Ca,True,False,119.0,122.89586,2.1273463,26.876205,93.25174,-0.00034047075,2.7682645,0.7180244,True,False,0.544877,0.46734148,0.9612834013444008,1.0242805100182149,1.54,0.09150625,1.0,11.913227,0.0,1.0,-0.0,0.9612834013444009,0.0,3.4696766154298944
295,Ca0.6Sm0.2667TiO3,III,Ca,True,False,101.0,102.456314,1.0155199,24.893936,76.96528,-0.00042281783,0.5975182,0.27563968,True,False,0.6026609,0.5169028,0.9554681127012618,1.0523122187608167,1.54,0.09150625,1.0,11.706773,0.0,0.0,-0.0,0.9554681127012618,0.0,3.0917280417206827
296,Ca0.4Sm0.4TiO3,III,Ca,True,False,94.5,95.3983,1.9779228,23.400555,71.376366,-0.00043275004,0.6218172,0.29882905,True,False,0.668718,0.57356,0.9486869034373132,1.085,1.54,0.09150625,1.0,11.5,0.0,0.0,-0.0,0.9486869034373131,1.085,3.050199706801826
297,Ca0.70Nd0.20TiO3,III,Ca,False,True,112.96,112.60176,1.7501107,25.7299,86.229095,-0.0004066731,0.64317226,0.25545743,True,False,0.54231364,0.46514288,0.9608344846048292,1.031111111111111,1.54,0.09150625,1.0,11.847999999999999,0.0,0.0,-0.0,0.9608344846048293,0.0,3.351318699256507
298,Ca0.61Nd0.26TiO3,III,Ca,False,True,103.35,106.733505,1.7589707,24.842567,81.29292,-0.00042394135,0.598447,0.26078862,True,False,0.5585434,0.47906315,0.958942758950266,1.0418390804597701,1.54,0.09150625,1.0,11.766399999999999,0.0,0.0,-0.0,0.9589427589502661,0.0,3.2723236692890874
299,Ca0.52Nd0.32TiO3,III,Ca,False,True,100.08,101.52028,1.4677733,24.045795,76.904785,-0.00043527776,0.5701335,0.26650104,True,False,0.57569724,0.49377602,0.9569159100346628,1.0533333333333332,1.54,0.09150625,1.0,11.6848,0.0,0.0,-0.0,0.9569159100346628,0.0,3.1982633554016413
300,Ca0.3Li0.35Sm0.35TiO3,III,Other,True,False,114.0,114.08335,1.6450905,24.201586,88.851006,-0.00036141678,1.0311205,0.37928683,True,False,0.8787583,0.75371176,0.9194151513981692,1.0525,1.54,0.09150625,1.0,11.035,0.35,0.0,-0.0,0.9194151513981693,0.0,3.671288567617015
301,Ca0.5Li0.25Sm0.25TiO3,III,Ca,True,False,130.5,127.93034,2.3948174,25.673141,100.568954,-0.00024285392,1.6884972,0.33195886,True,False,0.75822544,0.6503306,0.9328166764281388,1.0375,1.54,0.09150625,1.0,11.344999999999999,0.25,0.0,-0.0,0.9328166764281388,0.0,3.917282813193758
302,Sr0.4Ce0.4TiO3,II,Sr,True,False,113.0,113.87594,1.4181747,26.581734,86.92116,-0.0004530075,0.37349528,0.17921053,True,False,0.2788237,0.23914734,0.9839540745688118,1.0350000000000001,1.54,0.09150625,1.0,12.315999999999999,0.0,0.0,-0.0,0.9839540745688118,1.0350000000000001,3.2699582352302525
303,Ba3LaNb3O12,Ib,Ba,True,False,43.5,44.21055,0.61983633,0.0,42.730835,-0.00046715286,0.46217173,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.5935759859865198,0.44797761230925087,0.0,
304,Sr0.5Ce0.3333TiO3,Ib,Sr,True,False,123.0,127.71926,2.4229362,28.280195,99.00453,-0.00040989538,0.4349435,0.17053096,True,False,0.24375115,0.20906559,0.9874816381279268,1.0179959198367936,1.54,0.09150625,1.0,12.463194999999999,0.0,0.0,-0.0,0.9874816381279267,0.0,3.500843257976121
305,Sr0.625Ce0.25TiO3,Ib,Sr,True,False,143.0,135.69829,3.0214438,30.864079,104.38186,-0.00039777346,0.45274058,0.16206288,True,False,0.2081386,0.17852066,0.9915113255255614,0.9985714285714287,1.54,0.09150625,1.0,12.6475,0.0,0.0,-0.0,0.9915113255255614,0.0,3.3819852521761624
306,La0.48Ca0.52Co0.24Ti0.76O3,III,Ca,True,False,45.0,45.779697,0.61262923,26.801079,18.912615,-0.0024991978,0.0685036,0.23870763,True,False,0.4898107,0.4201111,0.9537235384825524,1.048,1.6216,0.0828765171892378,0.76,12.3744,0.0,0.0,0.6327213989146725,0.7248298892467397,1.048,0.7056661785893023
307,Nd0.52Ca0.48Co0.26Ti0.74O3,III,Ca,True,False,43.0,41.61156,0.5643704,25.374802,16.156715,-0.0018476609,0.081892096,0.28787512,True,False,0.6379109,0.5471367,0.9364817740844272,1.0728,1.6284,0.08200559945630799,0.74,12.026399999999999,0.0,0.0,0.6579542381879271,0.6929965128224761,1.0728,0.6367228008321011
308,Ba3LaNb3O12,Ib,Ba,True,False,43.9,44.29194,0.5878521,0.0,42.821854,-0.00046586627,0.46798897,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.5727487584080455,0.44797761230925087,0.0,
309,Sr0.5714Ce0.2857TiO3,Ib,Sr,True,False,136.0,132.86832,1.4203478,29.684729,102.73743,-0.00040215524,0.44656903,0.16537564,True,False,0.22224402,0.1906189,0.9898319364240616,1.0066666666666668,1.54,0.09150625,1.0,12.568391,0.0,0.0,-0.0,0.9898319364240615,0.0,3.460952262693724
310,CaTi0.40Mg0.20Nb0.40O3,III,Ca,True,False,47.25,47.617012,1.6376541,19.349237,28.181194,-0.00058341236,0.08716144,0.24825418,True,False,0.5200268,0.44602746,0.9488112538938004,1.0,1.5180000000000002,0.07979489876218117,0.8,11.842,0.0,0.0,1.1330624026517846,0.6072392024920322,0.0,1.4564498848197478
311,SrLa2Pr2Ti5O17,II,Other,True,False,53.5,57.256878,2.124833,0.0,52.8202,-0.00040881793,0.7428024,0.9910027,False,True,0.40911275,0.35089636,0.9705525495388422,1.082,1.54,0.09150625,1.0,68.41999999999999,0.0,0.0,-0.0,0.9705525495388422,1.082,
312,SrLa4Ti5O17,II,Other,True,False,60.8,51.853546,2.2710555,0.0,53.880695,-0.00042602158,0.67513627,0.98978215,False,True,0.33423007,0.28666943,0.979016670610402,1.07,1.54,0.09150625,1.0,69.41999999999999,0.0,0.0,-0.0,0.9790166706104019,1.07,
313,Ca3Ba2Nb2TiO12,Ib,Ca,True,False,66.0,56.34081,1.825764,0.0,62.251965,-0.00038495922,0.85002625,0.9854175,False,True,0.12430781,0.10661892,0.9928546160160824,0.956,1.58,0.08488417238353166,1.0,53.089999999999996,0.0,0.0,0.6954506653591472,0.7280933850784606,0.0,
314,Ca2Ba3Nb2TiO12,Ib,Ba,True,False,75.0,65.89467,2.4528053,0.0,74.77989,-0.00037894835,1.0099014,0.9873637,False,True,0.20897152,0.17923506,1.011679808875938,0.934,1.58,0.08488417238353166,1.0,55.169999999999995,0.0,0.0,0.7072379647720143,0.7247681401576456,0.0,
315,CaBa4Nb2TiO12,Ib,Ba,True,False,83.0,66.66744,2.0763493,0.0,80.75019,-0.00037508365,1.1575274,0.99058914,False,True,0.38267523,0.32822087,1.0305050017357935,0.9120000000000001,1.58,0.08488417238353166,1.0,57.25,0.0,0.0,0.6930932054765738,0.7109629987270848,0.0,
316,Ca3Ba2Ta2TiO12,Ib,Ca,True,False,48.0,57.95283,1.3657368,0.0,50.00428,-0.0003784536,0.72314215,0.9867247,False,True,0.179829,0.15423949,0.9928546160160824,0.956,1.5133333333333332,0.08488417238353166,1.0,54.25,0.0,0.0,0.7260976438326013,0.529522461875244,0.0,
317,Ca2Ba3Ta2TiO12,Ib,Ba,True,False,61.0,68.092125,1.7685446,0.0,60.401703,-0.00037146598,0.80448496,0.98719084,False,True,0.20094916,0.17235428,1.011679808875938,0.934,1.5133333333333332,0.08488417238353166,1.0,56.33,0.0,0.0,0.7185537722083664,0.5271041019328331,0.0,
318,CaBa4Ta2TiO12,Ib,Ba,True,False,64.0,68.65112,1.5220319,0.0,64.383705,-0.00036169455,0.874708,0.990131,False,True,0.35469112,0.3042189,1.0305050017357935,0.9120000000000001,1.5133333333333332,0.08488417238353166,1.0,58.41,0.0,0.0,0.7072379647720143,0.5170639990742435,0.0,
319,Ba3LaNb3O12,Ib,Ba,True,False,48.3,46.329285,1.0458828,0.0,43.65004,-0.0004579068,0.5790216,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.5623351446188083,0.44797761230925087,0.0,
320,Ba3LaNb3O12,Ib,Ba,True,False,44.2,46.329285,1.0458828,0.0,43.65004,-0.0004579068,0.5790216,0.98882025,False,True,0.28122267,0.24120493,0.9955058051316688,0.89,1.475,0.07606889794096311,0.75,53.05,0.0,0.0,0.5623351446188083,0.44797761230925087,0.0,
321,Ba3La2Ti2Nb2O12,Ib,Ba,True,False,42.8,45.04763,1.4350854,0.0,42.748695,-0.0005696039,0.57816976,0.98707974,False,True,0.19584507,0.16797648,1.017394676515626,0.9740000000000001,1.57,0.08644818186404883,1.0,59.959999999999994,0.0,0.0,0.6931471805599453,0.7860842587874993,0.0,
322,BaLa4Ti4O15,Ib,Other,True,False,45.0,46.15086,0.7709444,32.38309,13.5075,-0.016068144,0.27634317,0.7968837,True,True,0.21390313,0.1834649,0.9910075087951116,1.058,1.54,0.09150625,1.0,63.47,0.0,0.0,-0.0,0.9910075087951115,1.058,0.41711584657301076
323,BaLa3.96Al0.44Ti4O15,Ib,Other,True,False,44.0,43.60317,0.21633776,39.327515,5.165462,-1.0468394,0.15702935,0.7930204,True,True,0.20008643,0.1716143,0.994590819265632,1.0576612903225806,1.5469369369369368,0.08277354682324024,0.9009009009009008,63.653999999999996,0.0,0.0,0.32309897068538634,0.8960277651041728,1.0576612903225806,0.13134473408757202
324,BaPr0.3Bi0.2Nb0.5O3,II,Ba,True,False,60.7,55.76114,2.0946133,20.554424,35.021034,-0.00037922582,0.18606023,0.25506416,True,False,0.5411077,0.46410856,0.971576387122564,1.0783333333333334,1.4237499999999998,0.0712069218735034,0.625,14.869,0.16666666666666669,0.0,0.6615632381579821,0.36434114517096144,0.0,1.7038197713543322
325,BaSm0.3Bi0.2Nb0.5O3,II,Ba,True,False,50.8,50.13566,0.95751345,20.602486,29.410564,-0.00042168572,0.12302615,0.18915397,True,False,0.31740853,0.2722416,0.9769759085515188,1.0783333333333334,1.43875,0.07057999932408329,0.625,14.749,0.16666666666666669,0.0,0.6615632381579821,0.36636596570681945,0.0,1.4275250083897644
326,BaGd0.3Bi0.2Nb0.5O3,II,Ba,True,False,47.9,47.898643,0.5805987,20.659765,27.127499,-0.000446776,0.111826405,0.1807734,True,False,0.28499663,0.24444187,0.9803811923038768,1.0783333333333334,1.45,0.07016141388104741,0.625,14.677,0.16666666666666669,0.0,0.6615632381579821,0.3676429471139538,0.0,1.3130594176652057
327,BaDy0.3Bi0.2Nb0.5O3,II,Ba,True,False,48.6,46.244843,0.6518074,21.049492,25.101933,-0.00047932286,0.093894325,0.15887266,True,False,0.19433348,0.16668,0.9848437117366324,1.0783333333333334,1.4575,0.06958381176470589,0.625,14.613999999999999,0.16666666666666669,0.0,0.6615632381579821,0.3693163919012371,0.0,1.1925196579565909
328,BaY0.3Bi0.2Nb0.5O3,Ib,Ba,True,False,44.6,44.93818,1.4322501,21.00094,23.84113,-0.00048651415,0.09659682,0.15589428,True,False,0.18124051,0.15545015,0.986917066919236,1.0783333333333334,1.4575,0.06930365468491502,0.625,14.563,0.16666666666666669,0.0,0.6615632381579821,0.3700939000947134,0.0,1.1352410892083877
329,BaEr0.3Bi0.2Nb0.5O3,Ib,Ba,True,False,46.1,44.149563,1.5362926,21.415588,22.64704,-0.00050657557,0.087440565,0.14430001,True,False,0.12823516,0.10998741,0.9886515433110096,1.0783333333333334,1.4649999999999999,0.0690632937259727,0.625,14.563,0.16666666666666669,0.0,0.6615632381579821,0.37074432874162855,0.0,1.0575026004422574
330,Ca0.5Nd0.5Zn0.25Ti0.75O3,III,Ca,False,True,45.0,41.38031,1.1387266,25.306007,15.9773655,-0.0013785994,0.09831637,0.29185387,True,False,0.64917904,0.55680144,0.9381845950261736,1.0699999999999998,1.5675,0.08233401157019135,0.75,12.0075,0.0,0.0,0.5415079170403339,0.7036384462696301,1.0699999999999998,0.6313665170486991
331,Ba4NdTiNb3O15,Ib,Ba,True,False,38.15,42.36871,1.694067,13.330146,28.795353,-0.00089854497,0.24411206,0.78739816,True,True,0.18031529,0.15465657,1.0127481020991187,0.89,1.496,0.0789671565451076,0.8,66.54,0.0,0.0,1.006582867484093,0.5528610628244934,0.0,2.160167863127681
332,Ba3Nd2Ti2Nb2O15,Ib,Ba,True,False,46.83,48.23939,1.0914903,0.0,44.213448,-0.00050670153,0.3786344,0.9896971,False,True,0.3293495,0.28248334,0.9933376219842134,0.89,1.4266666666666665,0.07621978009507015,0.6666666666666666,64.57,0.0,0.0,1.1799909767175993,0.5297800650582472,0.0,
333,BaSrLa3Ti3NbO15,III,Ba,True,False,43.03,47.305405,2.3988712,0.0,44.697945,-0.0003048828,0.5594186,0.9972385,False,True,1.101342,0.944622,0.9431314796947794,0.9199999999999999,1.3599999999999999,0.07484723086254812,0.5714285714285714,63.73,0.0,0.0,1.1307026363275527,0.48503904670017234,0.0,
334,Ba.25Sr0.75La3Ti3NbO15,III,Ba,True,False,46.86,47.31301,2.0666738,0.0,44.53778,-0.00031265133,0.5464109,0.9970223,False,True,1.0572536,0.90680736,0.9470467996349043,0.9157142857142857,1.3599999999999999,0.07484723086254812,0.5714285714285714,62.669999999999995,0.0,0.0,1.1232638031938187,0.48705263981223657,0.0,
335,Ba.5Sr0.5La3Ti3NbO15,Ib,Other,True,False,46.32,47.642277,1.9408019,0.0,45.548042,-0.00056537625,0.59562105,0.9867457,False,True,0.18077318,0.15504932,0.9917734672880634,1.0366666666666666,1.5550000000000002,0.08890533221156875,1.0,61.61,0.0,0.0,0.6248168273542315,0.8925961205592571,1.0366666666666666,
336,Ba.75Sr0.25La3Ti3NbO15,Ib,Other,True,False,47.01,46.802166,1.7852709,0.0,45.22529,-0.00055498874,0.59155303,0.9868151,False,True,0.18386891,0.15770453,0.991452163346238,1.0417647058823531,1.5550000000000002,0.08890533221156875,1.0,60.55,0.0,0.0,0.6206513818385365,0.8923069470116143,1.0417647058823531,
337,CaTi0.30Mg0.2333Nb0.4667O3,III,Ca,True,False,41.56,43.473484,1.2021554,18.291035,25.100195,-0.0006040927,0.082858935,0.24976401,True,False,0.5247334,0.45006433,0.9459557830579682,1.0,1.514343,0.07763607827680072,0.7666999999999999,11.795724,0.0,0.0,1.1346530455603028,0.5486732732892827,0.0,1.3722676163486647
338,CaLa4Ti4O15,II,Other,True,False,44.7,42.994606,1.4290749,30.835848,11.868406,-0.009716675,0.30006617,0.8469585,True,True,0.41444704,0.35547158,0.9719632363841024,1.08,1.54,0.09150625,1.0,61.39,0.0,0.0,-0.0,0.9719632363841023,1.08,0.38488988530492174
339,SrLa4Ti4O15,II,Other,True,False,45.1,43.635826,1.6357713,33.20294,10.2640705,-0.023269227,0.19208427,0.8282591,True,True,0.33423007,0.28666943,0.979016670610402,1.07,1.54,0.09150625,1.0,62.47,0.0,0.0,-0.0,0.9790166706104019,1.07,0.30913137511316774
340,BaLa4Ti4O15,Ib,Other,True,False,49.1,46.571938,0.9718425,32.38309,14.014462,-0.016114667,0.1905005,0.7968837,True,True,0.21390313,0.1834649,0.9910075087951116,1.058,1.54,0.09150625,1.0,63.47,0.0,0.0,-0.0,0.9910075087951115,1.058,0.43277099251492057
341,Ca2La4Ti5O18,II,Other,True,False,49.3,44.94877,1.9801282,30.603329,14.084379,-0.004567161,0.2656292,0.8496126,True,True,0.42646915,0.36578298,0.9710227784872624,1.0666666666666667,1.54,0.09150625,1.0,73.50999999999999,0.0,0.0,-0.0,0.9710227784872623,1.0666666666666667,0.46022375539602245
342,CaLa4Ti5O17,II,Other,True,False,55.2,56.17732,2.6377957,0.0,50.366978,-0.0004289918,0.75350493,0.991084,False,True,0.41444704,0.35547158,0.9719632363841024,1.08,1.54,0.09150625,1.0,68.34,0.0,0.0,-0.0,0.9719632363841023,1.08,
343,CaLa8Ti9O31,II,Other,True,False,54.9,52.48408,1.1979413,0.0,47.690502,-0.0004297549,0.7443725,0.99096537,False,True,0.4066779,0.348808,0.9725902083153288,1.088888888888889,1.54,0.09150625,1.0,124.56,0.0,0.0,-0.0,0.9725902083153288,1.088888888888889,
344,BaZn0.3167Nb0.6333Zr0.05O3,Ib,Ba,True,False,42.0,39.47358,1.4260979,19.760029,19.651325,-0.0015179546,0.0637401,0.19826674,True,False,0.35142636,0.3014187,1.0253997077432868,0.89,1.602335,0.0736854665585501,0.6833,14.003799999999998,0.0,0.0,0.8627250873893516,0.39956662781940727,0.0,0.9944987934987343
345,Ca0.10Nd0.90Mg0.45Ti0.55O3,III,Other,False,True,42.0,27.370243,0.33322823,19.520027,7.7863436,-0.0015252614,0.06539528,0.29342955,True,False,0.6536164,0.5606074,0.9203475644761822,1.1260000000000001,1.4365,0.0709986192961778,0.55,11.593499999999999,0.0,0.0,0.7136254364437213,0.5061911604619003,1.1260000000000001,0.39889000153534626
346,CaLa4Ti4O15,II,Other,True,False,43.61,41.05238,1.2937613,30.835848,10.028732,-0.019819146,0.20761757,0.8469585,True,True,0.41444704,0.35547158,0.9719632363841024,1.08,1.54,0.09150625,1.0,61.39,0.0,0.0,-0.0,0.9719632363841023,1.08,0.32522964829765666
347,CaLa3.5Nd0.5Ti4O15,II,Other,True,False,43.36,41.82937,1.3881123,30.521778,11.045125,-0.010226866,0.27269495,0.8533169,True,True,0.44354433,0.38042837,0.9687891909822672,1.084,1.54,0.09150625,1.0,61.035000000000004,0.0,0.0,-0.0,0.9687891909822673,1.084,0.3618768539630948
348,CaMg0.300Ta0.600Ti0.100O3,III,Ca,True,False,25.4,23.800045,1.0900276,19.82641,3.9872181,-0.0010302785,-0.012550932,0.26680022,True,False,0.5765891,0.494541,0.940292443800602,1.0,1.447,0.07311126688009142,0.7,12.050999999999998,0.0,0.0,0.8979457248567798,0.2632818842641686,0.0,0.20110640806883345
349,CaLa3NdTi4O15,II,Other,True,False,43.1,41.22718,1.4992679,30.205786,10.60934,-0.021894403,0.433954,0.9783643,True,True,0.47308755,0.40576762,0.9656151455804324,1.088,1.54,0.09150625,1.0,60.68,0.0,1.0,-0.0,0.9656151455804325,1.088,0.3512353560341055
350,Ba4LaTiTa3O15,Ib,Ba,True,False,41.1,41.233757,1.8868359,15.456768,25.504246,-0.00074162876,0.27349094,0.81315506,True,True,0.274363,0.2353214,1.0080474620495916,0.89,1.428,0.07941842370193727,0.8,68.99000000000001,0.0,0.0,1.0417780726408796,0.3769419644211552,0.0,1.6500374463794758
351,Ba4LaTiTa3O15,Ib,Ba,True,False,41.4,41.162167,1.8855181,15.456768,25.435728,-0.00074560556,0.27041736,0.81315506,True,True,0.274363,0.2353214,1.0080474620495916,0.89,1.428,0.07941842370193727,0.8,68.99000000000001,0.0,0.0,1.055856154703594,0.3769419644211552,0.0,1.6456045662327339
352,Ba4LaTiTa3O15,Ib,Ba,True,False,42.3,41.090584,1.884322,15.456768,25.367218,-0.0007495824,0.26734754,0.81315506,True,True,0.274363,0.2353214,1.0080474620495916,0.89,1.428,0.07941842370193727,0.8,68.99000000000001,0.0,0.0,1.0699342367663087,0.3769419644211552,0.0,1.6411722036586174
353,Ba4LaTiTa3O15,Ib,Ba,True,False,42.1,41.01901,1.8832486,15.456768,25.298717,-0.0007537021,0.2642817,0.81315506,True,True,0.274363,0.2353214,1.0080474620495916,0.89,1.428,0.07941842370193727,0.8,68.99000000000001,0.0,0.0,1.0840123188290234,0.3769419644211552,0.0,1.636740423353705
354,Ba2La3Ti3NbO15,II,Ba,True,False,42.83,47.386127,1.4184088,0.0,42.21337,-0.00037265607,0.4003563,0.9954364,False,True,0.8074203,0.6925251,0.9705387192756534,0.89,1.3599999999999999,0.07484723086254812,0.5714285714285714,64.72999999999999,0.0,0.0,1.0860696375251493,0.4991341984846218,0.0,
355,Ba3La2Ti2Nb2O15,Ib,Ba,True,False,49.37,47.969776,1.0257148,0.0,47.55327,-0.00045212015,0.4161198,0.99299556,False,True,0.55624527,0.47709206,0.9858227935949552,0.89,1.4133333333333333,0.07706510059338939,0.6666666666666666,65.99000000000001,0.0,0.0,1.1759220423151246,0.525772156583976,0.0,
356,Sr4LaTiNb3O15,III,Sr,True,False,41.1,41.040253,0.92103213,15.401169,25.428186,-0.0005502816,0.21144971,0.9108688,True,True,0.77199966,0.6621448,0.9511145489105782,0.95,1.488,0.07941842370193727,0.8,63.25,0.0,0.0,0.9995438264527357,0.5326241473899238,0.0,1.6510555789628698
357,Sr4LaTiNb3O15,III,Sr,True,False,42.2,40.980534,0.9368965,15.401169,25.371468,-0.00055194914,0.20844784,0.9108688,True,True,0.77199966,0.6621448,0.9511145489105782,0.95,1.488,0.07941842370193727,0.8,63.25,0.0,0.0,1.0136219085154503,0.5326241473899238,0.0,1.6473728715008582
358,Sr4LaTiNb3O15,III,Sr,True,False,43.3,40.92129,0.95348924,15.401169,25.315216,-0.0005536404,0.2054596,0.9108688,True,True,0.77199966,0.6621448,0.9511145489105782,0.95,1.488,0.07941842370193727,0.8,63.25,0.0,0.0,1.027699990578165,0.5326241473899238,0.0,1.6437204214822914
359,Sr4LaTiNb3O15,III,Sr,True,False,43.1,40.862526,0.9707881,15.401169,25.259428,-0.00055540324,0.20248528,0.9108688,True,True,0.77199966,0.6621448,0.9511145489105782,0.95,1.488,0.07941842370193727,0.8,63.25,0.0,0.0,1.0417780726408796,0.5326241473899238,0.0,1.640098099046897
360,Ba2La3Ti3NbO15,II,Ba,True,False,48.34,46.99154,0.62000734,0.0,44.631134,-0.0003608143,0.41096506,0.9954364,False,True,0.8074203,0.6925251,0.9705387192756534,0.89,1.3599999999999999,0.07484723086254812,0.5714285714285714,64.72999999999999,0.0,0.0,1.1009473037926172,0.4991341984846218,0.0,
361,CaLa2Nd2Ti4O15,III,Other,True,False,42.3,41.810047,0.9990674,29.568813,11.779161,-0.020007517,0.48208284,0.9804533,True,True,0.53352165,0.457602,0.9592670547767628,1.096,1.54,0.09150625,1.0,59.97,0.0,1.0,-0.0,0.9592670547767627,1.096,0.3983643509802034
