idx,formula,regime,a_site,is_train,is_holdout,er_measured,er_predicted,ensemble_std,er_cm,delta_lst,delta_tilt,delta_res,sigma_conf,has_cm,cm_approx,gii,gii_norm,tolerance_factor,chi_A,chi_B,d0_per_field,d0_B_fraction,alpha_total,a_off_centering_frac,phase_transition,ordering_proxy,soft_mode_tolerance_weighted,RE_x_chi_A,f_lst
735,BaMn0.333Ta0.667O3,Ib,Ba,True,False,27.0,26.564672,0.9018933,34.91628,1.8245151,-10.048409,-0.1277118,0.22239086,True,False,0.4361733,0.37410623,1.0424782769805565,0.89,1.5166500000000003,0.0632623981924196,0.667,14.56366,0.0,0.0,0.7541130301545815,0.19160009677619064,0.0,0.05225399441177582
736,BaMn0.3333Ta0.6667O3,Ib,Ba,True,False,27.0,26.557384,0.9023431,34.907406,1.8245862,-10.046928,-0.12767681,0.22237618,True,False,0.43612385,0.37406382,1.0424775110780864,0.89,1.516665,0.06324293453482073,0.6667,14.563366,0.0,0.0,0.754359775868151,0.19151407300927192,0.0,0.05226931499865673
737,BaMg0.2333Ta0.4667Co0.1Nb0.2O3,Ib,Ba,True,False,27.0,26.29675,0.35025108,21.325367,5.0006666,-0.011640225,-0.017645186,0.2110919,True,False,0.39736682,0.34082186,1.0286238361828777,0.89,1.513673,0.07093421740600549,0.6667000000000001,14.08841,0.0,0.0,1.4136694101217973,0.2525675163540899,0.0,0.23449381199395067
738,CaZr0.2Ti0.8O3,III,Ca,True,False,141.0,138.43138,2.5221736,26.224575,106.97212,-0.00025074554,5.2349315,0.2846057,True,False,0.6285821,0.53913546,0.955361232964073,1.0,1.4980000000000002,0.09722158118563302,1.0,12.184,0.0,0.0,0.5300559004885991,0.8789323343269473,0.0,4.079079260579056
739,CaZr0.3Ti0.7O3,III,Ca,True,False,138.0,136.86967,4.974527,24.857397,105.05827,-0.00020998418,6.9542274,0.7663367,True,False,0.69239765,0.5938701,0.9499742978431676,1.0,1.4769999999999999,0.10035560491868306,1.0,12.216,0.0,1.0,0.647063668102591,0.8359773821019874,0.0,4.22643891474236
740,CaZr0.4Ti0.6O3,III,Ca,True,False,98.0,96.99478,6.8049526,23.627247,72.05835,-0.0003331982,1.3095238,0.7846798,True,False,0.7538463,0.6465746,0.944647772038586,1.0,1.456,0.10369841512733632,1.0,12.248,0.0,1.0,0.7128938398690644,0.7935041285124123,0.0,3.0497988191345358
741,CaAl0.5Nb0.5O3,II,Ca,True,False,23.6,22.317942,1.121401,16.757555,5.5931454,-0.029272493,-0.0034862414,0.22680981,True,False,0.4509654,0.38679343,0.9748289712961712,1.0,1.605,0.04407558859742286,0.5,11.105,0.0,0.0,0.8215077695525277,0.2924486913888514,0.0,0.3337685837820613
742,CaZr0.5Ti0.5O3,III,Ca,True,False,59.0,62.165375,4.102842,22.514524,39.10784,-0.00035149645,0.543364,0.80131257,True,False,0.8129394,0.69725883,0.9393806450672196,1.0,1.435,0.10727159453882466,1.0,12.28,0.0,1.0,0.7547602632763848,0.7515045160537757,0.0,1.7370049662164744
743,CaZr0.7Ti0.3O3,III,Ca,True,False,38.0,37.295044,2.274386,20.58001,16.45966,-0.00035646305,0.2557304,0.8299591,True,False,0.9241788,0.79266894,0.929020657133129,1.0,1.3929999999999998,0.1152113664652843,1.0,12.344,0.0,1.0,0.6651633511264395,0.6688948731358528,0.0,0.7997887270219984
744,CaZr0.8Ti0.2O3,III,Ca,True,False,28.0,30.91625,2.0110347,19.733942,11.022205,-0.00039498546,0.16050056,0.84223163,True,False,0.97640544,0.8374638,0.9239258848121794,1.0,1.372,0.11963894073139973,1.0,12.376,0.0,1.0,0.5448826389638045,0.628269601672282,0.0,0.5585404578568235
745,CaZr0.9Ti0.1O3,III,Ca,True,False,42.0,38.111427,2.8534975,18.955729,19.017813,-0.00032479814,0.13821317,0.44046918,True,False,1.0264311,0.88037086,0.9188866874323643,1.0,1.351,0.12442041900265566,1.0,12.408000000000001,0.0,0.0,0.36481533680595857,0.5880874799567132,0.0,1.0032752103598863
746,CaZrO3,III,Ca,True,False,27.0,24.931477,1.4022007,18.237528,6.622925,-0.0004345424,0.071456194,0.46079668,True,False,1.0743046,0.921432,0.9139021605901604,1.0,1.33,0.1296,1.0,12.44,0.0,0.0,-0.0,0.5483412963540962,0.0,0.3631481744675046
747,LaMg0.5Ti0.5O3,III,Other,True,False,27.6,27.283009,0.6257351,20.37375,6.890094,-0.003375092,0.022539312,0.22876616,True,False,0.4574489,0.39235434,0.9462374380969072,1.1,1.425,0.06763044570776824,0.5,12.245,0.0,0.0,0.8215077695525277,0.4731187190484536,1.1,0.3381848702374379
748,La0.9Ca0.1Mg0.45Ti0.55O3,III,Other,True,False,29.8,29.181238,0.6128344,21.020452,8.12951,-0.0032974393,0.034574702,0.2258559,True,False,0.44778958,0.38406953,0.9481952121125552,1.09,1.4365,0.0709986192961778,0.55,12.2325,0.0,0.0,0.8155719273642529,0.5215073666619054,1.09,0.3867428730837948
749,La0.7Ca0.3Mg0.35Ti0.65O3,III,Other,True,False,37.2,34.763405,0.81212896,22.447186,12.272235,-0.0027532387,0.04673291,0.22271664,True,False,0.43727094,0.37504768,0.9521437845680244,1.07,1.4595,0.07688987707734915,0.65,12.2075,0.0,0.0,0.7673441647817867,0.6188934599692159,1.07,0.5467159669813402
750,La0.3Ca0.7Mg0.15Ti0.85O3,III,Ca,True,False,51.2,55.66465,1.1624746,25.982454,29.580425,-0.00086089625,0.102624156,0.22720115,True,False,0.45226547,0.3879085,0.9601756563917714,1.03,1.5055,0.08613974339973321,0.85,12.157499999999999,0.0,0.0,0.4696767642288788,0.8161493079330057,0.0,1.138476950637534
751,La0.3Ca0.7Mg0.15Ti0.85O3,III,Ca,True,False,58.8,55.66465,1.1624746,25.982454,29.580425,-0.00086089625,0.102624156,0.22720115,True,False,0.45226547,0.3879085,0.9601756563917714,1.03,1.5055,0.08613974339973321,0.85,12.157499999999999,0.0,0.0,0.4696767642288788,0.8161493079330057,0.0,1.138476950637534
752,La0.1Ca0.9Mg0.05Ti0.95O3,III,Ca,True,False,90.4,95.3149,3.4269247,28.20884,66.8323,-0.00044343388,0.2742024,0.23483077,True,False,0.477304,0.40938407,0.9642604968362618,1.01,1.5284999999999997,0.08983701503471801,0.95,12.1325,0.0,0.0,0.1985152433458726,0.9160474719944487,0.0,2.3691970318524267
753,La0.1Ca0.9Mg0.05Ti0.95O3,III,Ca,True,False,102.5,95.3149,3.4269247,28.20884,66.8323,-0.00044343388,0.2742024,0.23483077,True,False,0.477304,0.40938407,0.9642604968362618,1.01,1.5284999999999997,0.08983701503471801,0.95,12.1325,0.0,0.0,0.1985152433458726,0.9160474719944487,0.0,2.3691970318524267
754,CaZr0.6Ti0.4O3,III,Ca,True,False,50.0,46.976326,2.6949444,21.503191,25.09432,-0.0003436503,0.3791589,0.8163622,True,False,0.8697044,0.7459462,0.9341719288578304,1.0,1.4140000000000001,0.11109980678025645,1.0,12.312,0.0,1.0,0.7328349262989682,0.7099706659319512,0.0,1.1670044692436579
755,BaNi0.0542Zr0.0215Zn0.2720Ta0.6523O3,Ib,Ba,True,False,28.4,28.583567,0.7131554,24.375622,4.241494,-0.017242765,-0.016305158,0.19483557,True,False,0.33876,0.29055473,1.027399396307018,0.89,1.559367,0.07206686369353048,0.6738,14.354182999999999,0.0,0.0,0.983358411865159,0.2028747599243191,0.0,0.1740055699911986
756,La0.5Ca0.5Mg0.25Ti0.75O3,III,Ca,True,False,43.2,41.94828,0.7729294,24.084438,17.802618,-0.0017280808,0.062950045,0.22316499,True,False,0.4387796,0.37634164,0.9561370120531066,1.05,1.4825,0.08187176193934861,0.75,12.1825,0.0,0.0,0.6664712825111802,0.71710275903983,1.05,0.7391751470389303
757,BaNi0.0242Zr0.0425Zn0.2950Ta0.6383O3,Ib,Ba,True,False,30.2,29.239864,0.8997038,24.159077,5.097003,-0.0077829994,-0.008433625,0.19175205,True,False,0.32723188,0.28066707,1.0261709414503124,0.89,1.5469469999999998,0.07321399806429893,0.6808,14.364372999999999,0.0,0.0,0.98065501674062,0.2113111674146967,0.0,0.2109767272979841
758,SrPr0.5Ta0.5O3,III,Sr,True,False,32.0,29.06684,1.7448062,17.048153,11.854013,-0.00037031496,0.16504535,0.5,True,False,1.34833,1.0,0.9066290106409908,0.95,1.315,0.06549670598600167,0.5,13.875,0.0,0.0,0.8215077695525277,0.13599435159614862,0.0,0.6953253528402754
759,SrNd0.5Ta0.5O3,III,Sr,True,False,31.5,36.10797,1.6623033,16.542887,19.3027,-0.0003156513,0.2626968,0.5,True,False,1.1999558,1.0,0.9080638745511168,0.95,1.3199999999999998,0.0653095665934298,0.5,13.77,0.0,0.0,0.8215077695525277,0.1362095811826675,0.0,1.1668277731692178
760,SrEu0.5Ta0.5O3,III,Sr,True,False,30.0,32.489952,0.19934005,16.618275,15.684296,-0.00034603575,0.1877254,0.41720706,True,False,0.9710556,0.83287525,0.9155155042488238,0.95,1.35,0.06429948062655297,0.5,13.605,0.0,0.0,0.8215077695525277,0.13732732563732356,0.0,0.9437980777186561
761,SrGd0.5Ta0.5O3,III,Sr,True,False,29.5,32.59511,0.34809712,16.573397,15.826726,-0.00034877573,0.1953406,0.4245698,True,False,0.9886654,0.8479792,0.917397559876562,0.95,1.35,0.06403390577858643,0.5,13.555,0.0,0.0,0.8215077695525277,0.13760963398148432,0.0,0.9549476187651814
762,SrTb0.5Ta0.5O3,III,Sr,True,False,28.8,30.674297,0.7215348,16.7729,13.736974,-0.00036810286,0.16479349,0.39998576,True,False,0.92950565,0.7972378,0.9205515739490236,0.95,1.3599999999999999,0.0635790498766044,0.5,13.51,0.0,0.0,0.8215077695525277,0.13808273609235355,0.0,0.8189981458185526
763,SrDy0.5Ta0.5O3,III,Sr,True,False,28.2,29.386297,1.0583459,16.723042,12.51948,-0.00038235326,0.14415862,0.37174672,True,False,0.8600139,0.73763466,0.9228783357397952,0.95,1.3599999999999999,0.06323546685673558,0.5,13.45,0.0,0.0,0.8215077695525277,0.13843175036096927,0.0,0.7486365219916329
764,SrHo0.5Ta0.5O3,III,Sr,True,False,27.7,28.596848,1.2706745,16.89317,11.575022,-0.0003986769,0.12905565,0.35140687,True,False,0.8086381,0.6935696,0.9252168894585556,0.95,1.365,0.06288312250546305,0.5,13.42,0.0,0.0,0.8215077695525277,0.13878253341878333,0.0,0.6851894582248329
765,SrY0.5Ta0.5O3,III,Sr,True,False,27.5,25.953781,1.6287352,16.52606,9.341398,-0.0005428748,0.086863376,0.36617008,True,False,0.84605086,0.7256586,0.9254300730736382,0.95,1.3599999999999999,0.06285064787451694,0.5,13.365,0.0,0.0,0.8215077695525277,0.13881451096104572,0.0,0.5652525768392466
766,SrEr0.5Ta0.5O3,III,Sr,True,False,27.1,27.658718,1.4309165,16.877974,10.665384,-0.00041833645,0.115779445,0.33414638,True,False,0.7639664,0.65525466,0.9275673249745012,0.95,1.37,0.06252175823328772,0.5,13.365,0.0,0.0,0.8215077695525277,0.13913509874617516,0.0,0.631911389364624
767,SrYb0.5Ta0.5O3,III,Sr,True,False,25.9,23.03384,1.5503668,17.072128,5.9193354,-0.00052798365,0.04290738,0.29762584,True,False,0.66536653,0.57068545,0.9323042054641574,0.95,1.3,0.061770899133693095,0.5,13.285,0.0,0.0,0.8215077695525277,0.1398456308196236,0.0,0.3467251065596509
768,SrLa0.5Ta0.5O3,III,Sr,True,False,31.2,27.36756,1.2570384,17.355446,9.871519,-0.00032301532,0.14091519,0.5,True,False,1.5468031,1.0,0.8981141585732536,0.95,1.3,0.0665607499633807,0.5,14.125,0.0,0.0,0.8215077695525277,0.13471712378598805,0.0,0.5687850948918282
769,SrPr0.5Nb0.5O3,III,Sr,True,False,36.7,34.033527,1.6101559,15.132608,18.673794,-0.00031074282,0.22743332,0.5,True,False,1.3140789,1.0,0.9066290106409908,0.95,1.365,0.06549670598600167,0.5,13.584999999999999,0.0,0.0,0.6931471805599453,0.27198870319229723,0.0,1.2340102908897133
770,SrSm0.5Nb0.5O3,III,Sr,True,False,35.5,35.694496,0.80786544,14.860338,20.61239,-0.00032928304,0.22209862,0.4269773,True,False,0.99440587,0.85290277,0.9132256746565688,0.95,1.385,0.06461682516217973,0.5,13.384999999999998,0.0,0.0,0.6931471805599453,0.2739677023969706,0.0,1.3870741028905265
771,SrEu0.5Nb0.5O3,III,Sr,True,False,34.3,33.809593,0.38566077,14.758554,18.857294,-0.00034200915,0.1940844,0.40296942,True,False,0.9367441,0.80344623,0.9155155042488238,0.95,1.4,0.06429948062655297,0.5,13.315,0.0,0.0,0.6931471805599453,0.2746546512746471,0.0,1.2777196194152896
772,SrGd0.5Nb0.5O3,III,Sr,True,False,33.5,33.836357,0.4422823,14.716814,18.918644,-0.00034439177,0.20124462,0.4100811,True,False,0.953928,0.8181849,0.917397559876562,0.95,1.4,0.06403390577858643,0.5,13.264999999999999,0.0,0.0,0.6931471805599453,0.27521926796296864,0.0,1.2855122039321827
773,SrTb0.5Nb0.5O3,III,Sr,True,False,32.3,32.342663,0.3880078,14.869086,17.29886,-0.00036150252,0.1750797,0.38566867,True,False,0.8945101,0.7672221,0.9205515739490236,0.95,1.4100000000000001,0.0635790498766044,0.5,13.219999999999999,0.0,0.0,0.6931471805599453,0.2761654721847071,0.0,1.1634111202262198
774,SrDy0.5Nb0.5O3,III,Sr,True,False,31.2,31.300283,0.5960139,14.822091,16.322056,-0.00037391792,0.15651274,0.3578298,True,False,0.8249987,0.7076021,0.9228783357397952,0.95,1.4100000000000001,0.06323546685673558,0.5,13.16,0.0,0.0,0.6931471805599453,0.27686350072193855,0.0,1.1011979348932617
775,SrHo0.5Nb0.5O3,III,Sr,True,False,30.6,30.75056,0.90295005,14.952433,15.654933,-0.00038800138,0.14358649,0.33780235,True,False,0.7735196,0.66344845,0.9252168894585556,0.95,1.415,0.06288312250546305,0.5,13.129999999999999,0.0,0.0,0.6931471805599453,0.27756506683756665,0.0,1.0469823205360627
776,SrY0.5Nb0.5O3,III,Sr,True,False,30.7,31.40092,0.3387004,14.655674,16.626263,-0.00039936314,0.11938431,0.3521862,True,False,0.8106303,0.69527835,0.9254300730736382,0.95,1.4100000000000001,0.06285064787451694,0.5,13.075,0.0,0.0,0.6931471805599453,0.27762902192209143,0.0,1.1344591180180457
777,SrIn0.5Nb0.5O3,III,Sr,True,False,25.0,23.987074,1.0140743,18.227625,5.7376337,-0.0009925102,0.02280913,0.23214686,True,False,0.46856174,0.4018858,0.947256254042356,0.95,1.69,0.0591907514450867,0.5,13.1,0.0,0.0,0.6931471805599453,0.28417687621270676,0.0,0.3147768126675856
778,BaNi0.0417Zr0.0300Zn0.2817Ta0.6467O3,Ib,Ba,True,False,29.6,28.835978,0.7865572,24.290451,4.570695,-0.012258585,-0.01291085,0.1935656,True,False,0.33402902,0.286497,1.0268929292887965,0.89,1.5542465753424657,0.07253106807603568,0.6766323367663235,14.358699,0.0,0.0,0.9868389388561236,0.20628780128135418,0.0,0.18816838765159197
779,SrEr0.5Nb0.5O3,III,Sr,True,False,31.1,29.444519,1.020744,14.93331,14.4091625,-0.00043222395,0.10248041,0.3208288,True,False,0.7287123,0.6250172,0.9275673249745012,0.95,1.42,0.06252175823328772,0.5,13.075,0.0,0.0,0.6931471805599453,0.2782701974923503,0.0,0.9649007822110437
780,SrYb0.5Nb0.5O3,III,Sr,True,False,29.3,28.04566,1.4264078,15.075233,12.888232,-0.00043946417,0.08263195,0.28509852,True,False,0.6299924,0.5403451,0.9323042054641574,0.95,1.35,0.061770899133693095,0.5,12.995,0.0,0.0,0.6931471805599453,0.2796912616392472,0.0,0.8549275490468373
781,SrNd0.5Nb0.5O3,III,Sr,True,False,36.5,33.70249,1.749332,14.718671,18.752636,-0.0003170095,0.23150077,0.5,True,False,1.1659076,1.0,0.9080638745511168,0.95,1.37,0.0653095665934298,0.5,13.479999999999999,0.0,0.0,0.6931471805599453,0.272419162365335,0.0,1.2740712799409675
782,SmZn0.5Ti0.5O3,III,Other,True,False,31.0,29.06347,1.2348291,22.145512,6.814341,-0.00091117003,0.10453056,0.40251055,True,False,0.93563193,0.8024923,0.900729506553672,1.17,1.595,0.06858467723998699,0.5,11.704999999999998,0.0,0.0,0.672609486321132,0.450364753276836,1.17,0.3077075391167294
783,SrLa0.5Nb0.5O3,III,Sr,True,False,36.0,33.077484,1.4808427,15.407056,17.443045,-0.00029463455,0.22767946,0.5,True,False,1.5133551,1.0,0.8981141585732536,0.95,1.35,0.0665607499633807,0.5,13.834999999999999,0.0,0.0,0.6931471805599453,0.2694342475719761,0.0,1.1321465307843368
784,Sm0.95Ca0.04Sr0.01Mg0.475Ti0.525O3,III,Other,True,False,26.6,26.173239,0.72449595,19.151407,6.9437857,-0.0013740663,0.07942211,0.33812872,True,False,0.77436996,0.6641778,0.9084200002522814,1.161,1.4307500000000002,0.06935385552580256,0.525,11.394549999999999,0.0,0.0,0.7943998679762029,0.47692050013244774,1.161,0.36257313627139776
785,La5Mg0.5Ti3.5O15,II,Other,True,False,36.2,34.857925,1.2488686,27.614132,7.2042503,-0.045259137,0.08479913,0.8426379,True,True,0.39523566,0.33899397,0.966444922847352,1.1,1.5112500000000002,0.08711285772844284,0.875,61.515,0.0,0.0,0.44654241334096206,0.845639307491433,1.1,0.26088997836325256
786,La5Zn0.5Ti3.5O15,II,Other,True,False,37.71,35.80564,1.0118699,28.690428,7.0497103,-0.042342715,0.10784521,0.8508668,True,True,0.43221113,0.37070787,0.9652499368531048,1.1,1.5537500000000002,0.08733645381064871,0.875,61.875,0.0,0.0,0.432587962924057,0.8445936947464666,1.1,0.24571645637353337
787,La5AlTi3O15,II,Other,True,False,32.98,30.597317,1.1231111,28.22067,3.3818736,-1.0272751,0.02204839,0.82833016,True,True,0.33452103,0.28691897,0.9819445112326396,1.1,1.5575,0.06933865388751924,0.75,60.18,0.0,0.0,0.6664712825111802,0.7364583834244797,1.1,0.11983675795082116
788,BaLi0.3889Nb0.5W0.2O3,Ib,Ba,False,True,31.0,46.72455,4.0069275,0.0,32.241722,-0.00060166983,0.535908,0.99175656,False,True,0.46056786,0.39502946,0.9955255696342904,0.9152005183958528,1.8171428571428574,0.05298378751293549,0.7142857142857143,13.385667,0.2800057599539204,0.0,0.6514491075706134,0.5119845786690637,0.0,
789,BaNi0.0125Zr0.0500Zn0.3042Ta0.6333O3,Ib,Ba,True,False,30.1,29.531338,0.971528,24.078781,5.464361,-0.0058589154,-0.0059430036,0.19062702,True,False,0.32299078,0.27702948,1.025708556379022,0.89,1.542255,0.07363102686100029,0.6833,14.368238999999999,0.0,0.0,0.9636570746746792,0.21433437468217895,0.0,0.22693677890089206
790,Pb0.16La0.56Mg0.5W0.5O3,III,Other,True,False,28.7,27.616825,0.600093,12.196804,15.314581,-0.0007986765,0.10623763,0.1927966,True,False,0.33115283,0.28403008,0.9573020608296842,1.3733333333333335,1.835,0.0,0.0,11.3028,0.2222222222222222,0.0,0.6161308271643958,0.14359530912445262,1.3733333333333335,1.2556224565058192
791,Ba0.95Sr0.05Zn0.475Ga0.025Ta0.6583O3,Ib,Ba,True,False,29.0,31.95487,0.90777665,28.038115,3.923169,-0.004363575,-0.0020487686,0.17834312,True,False,0.27537942,0.23619317,1.020092648515438,0.8929999999999999,1.568203401536735,0.06605564022690098,0.5683329016662351,14.609546,0.0,0.0,0.8692179393730738,0.1670740765299889,0.0,0.1399227087840962
792,BaZr0.0125Zn0.2633Ni0.0658Ta0.6583O3,Ib,Ba,True,False,28.2,28.11506,0.44301525,24.462585,3.6821487,-0.0127300965,-0.016944822,0.19613437,True,False,0.34357423,0.2946839,1.0278990175068057,0.89,1.5643544354435444,0.07158710518957215,0.6708670867086708,14.349901000000001,0.0,0.0,0.962381558240165,0.19929090949222913,0.0,0.15052165173876758
793,BaZr0.0215Zn0.2720Ni0.0542Ta0.6523O3,Ib,Ba,True,False,28.7,28.483753,0.5077385,24.375622,4.126975,-0.008083952,-0.010760883,0.19483557,True,False,0.33876,0.29055473,1.027399396307018,0.89,1.559367,0.07206686369353048,0.6738,14.354182999999999,0.0,0.0,0.976888948629204,0.2028747599243191,0.0,0.1693074744923432
794,BaZr0.0300Zn0.2817Ni0.0417Ta0.6467O3,Ib,Ba,True,False,29.3,29.28363,0.8652908,24.290451,4.9673243,-0.003633324,0.029486561,0.6394537,True,False,0.33402902,0.286497,1.0268929292887965,0.89,1.5542465753424657,0.07253106807603568,0.6766323367663235,14.358699,0.0,1.0,0.9803465774162806,0.20628780128135418,0.0,0.20449699760617862
795,BaZr0.0500Zn0.3042Ni0.0125Ta0.6333O3,Ib,Ba,True,False,30.7,29.813839,0.9915779,24.078781,5.683464,-0.0024935629,0.05409032,0.63507676,True,False,0.32299078,0.27702948,1.025708556379022,0.89,1.542255,0.07363102686100029,0.6833,14.368238999999999,0.0,1.0,0.9573172254991879,0.21433437468217895,0.0,0.23603620133427852
796,LaMg0.35Zn0.15Ti0.5O3,III,Other,True,False,29.0,29.402658,0.5700662,21.363419,8.001074,-0.0019735415,0.040138952,0.23963015,True,False,0.49276602,0.42264587,0.9448630917815884,1.1,1.476,0.06791391543684276,0.5,12.352999999999998,0.0,0.0,1.0910403808084468,0.4724315458907942,1.1,0.3745221680106541
797,La0.2Ca0.64Sm0.1067Mg0.1Ti0.9O3,III,Ca,True,False,72.41,72.33281,2.5325933,25.218784,46.920994,-0.00044280832,0.19347748,0.24198191,True,False,0.5002651,0.42907783,0.9583390234759812,1.0402862575261436,1.5170000000000001,0.08805231599761787,0.9,11.979773,0.0,0.0,0.35397923769291023,0.862505121128383,0.0,1.8605573528049568
798,BaZr0.0425Zn0.2950Ni0.0242Ta0.6383O3,Ib,Ba,True,False,29.7,28.28682,0.8446888,24.159077,4.152168,-0.013708633,-0.010716341,0.6367612,True,False,0.32723188,0.28066707,1.0261709414503124,0.89,1.5469469999999998,0.07321399806429893,0.6808,14.364372999999999,0.0,1.0,0.9742033389989052,0.2113111674146967,0.0,0.17186782425504085
799,La0.45Ca0.44Sm0.0733Mg0.225Ti0.775O3,III,Ca,True,False,47.83,47.747986,0.5566186,23.435686,24.214607,-0.00077583257,0.098464474,0.23061505,True,False,0.46354064,0.39757922,0.9546123900969558,1.0596501609052216,1.48825,0.08299935106578872,0.775,12.062477,0.0,0.0,0.5805561821361696,0.7398246023251407,1.0596501609052216,1.0332365350858517
800,La0.6Ca0.32Sm0.0533Mg0.3Ti0.7O3,III,Other,True,False,40.05,39.044243,0.5471931,22.498682,16.475441,-0.0012728889,0.07139357,0.22707038,True,False,0.45183122,0.38753605,0.952350264835818,1.0709555121750747,1.4709999999999999,0.07948080316671004,0.7,12.112227,0.0,0.0,0.6651633511264395,0.6666451853850727,1.0709555121750747,0.7322847178336936
801,Sm0.8Ca0.16Sr0.04Mg0.4Ti0.6O3,III,Other,True,False,30.1,28.968287,0.928424,20.498482,8.391077,-0.0017630219,0.08049116,0.3158178,True,False,0.71525013,0.6134707,0.918445863033136,1.134,1.448,0.07407280250881598,0.6,11.543199999999999,0.0,0.0,0.772717099158776,0.5510675178198816,1.134,0.4093511412210914
802,La0.8Ca0.16Sm0.0267Mg0.4Ti0.6O3,III,Other,True,False,33.56,32.917175,0.697991,21.37806,11.484722,-0.0015791146,0.055971734,0.2259644,True,False,0.4481514,0.38437986,0.9493053953635802,1.0856785243741767,1.448,0.07407280250881598,0.6,12.178773,0.0,0.0,0.7328349262989682,0.5695832372181481,1.0856785243741767,0.5372200283842407
803,BaZr0.05Zn0.32Ta0.63O3,Ib,Ba,True,False,30.0,29.202871,0.6805912,23.910427,5.2970076,-0.0026581758,-0.0019037526,0.18969525,True,False,0.31946367,0.27400428,1.025236710679917,0.89,1.5395,0.07355352296817794,0.68,14.3659,0.0,0.0,0.924819468116965,0.21347316036109817,0.0,0.22153546651425338
804,Sm0.65Ca0.28Sr0.07Mg0.325Ti0.675O3,III,Other,True,False,31.4,32.508244,0.9962085,22.0176,10.412843,-0.002352522,0.08015329,0.294182,True,False,0.6557305,0.5624206,0.9285564047456126,1.107,1.4652500000000002,0.07821187182127462,0.675,11.69185,0.0,0.0,0.7240004399987576,0.6267755732032886,1.107,0.47293269929510934
805,Sm0.5Ca0.4Sr0.1Mg0.25Ti0.75O3,III,Other,True,False,38.7,38.307953,0.79549867,23.743916,14.481825,-0.0023175231,0.084529676,0.2733703,True,False,0.59601796,0.51120514,0.9387527027430502,1.08,1.4825,0.08187176193934861,0.75,11.840499999999999,0.0,0.0,0.6456440549327058,0.7040645270572876,1.08,0.6099172941818023
806,La0.4Ca0.48Sm0.0800Mg0.2Ti0.8O3,III,Ca,True,False,50.58,50.14251,0.75548255,23.77036,26.265347,-0.0007586965,0.107563,0.23233505,True,False,0.469177,0.40241355,0.955361232964073,1.0558333333333334,1.4940000000000002,0.08408504340022933,0.8,12.046,0.0,0.0,0.5448826389638045,0.7642889863712585,1.0558333333333334,1.1049621040657356
807,LaZn0.5Ti0.5O3,III,Other,True,False,30.0,31.164001,0.57535917,24.027462,7.099786,-0.003176549,0.039928664,0.26797748,True,False,0.5800925,0.49754584,0.9416717568515662,1.1,1.595,0.06858467723998699,0.5,12.604999999999999,0.0,0.0,0.6931471805599453,0.4708358784257831,1.1,0.2954863064604992
808,CaSr4Ta2TiO12,II,Sr,True,False,45.0,44.256683,2.0987718,0.0,42.338905,-0.0005086506,0.5169748,0.98845273,False,True,0.2621479,0.22484449,0.9830934049035648,0.96,1.5133333333333332,0.08488417238353166,1.0,54.41,0.0,0.0,0.730812563597748,0.5243164826152346,0.0,
809,Ba0.7La0.3Zn0.4333Nb0.5667O3,Ib,Ba,True,False,44.7,43.691395,1.3323768,19.520569,24.118757,-0.000768345,0.052838396,0.13024294,True,False,0.05898771,0.050593812,0.9961736272134116,0.9530000000000001,1.621665,0.06666849711250061,0.5667,13.531699999999999,0.0,0.0,0.6842228207349568,0.33871895672510416,0.0,1.2355560434739377
810,CaLi0.2333Nb0.4667Ti0.3O3,III,Ca,True,False,44.7,43.365044,2.448008,0.0,42.47054,-0.00034192373,0.63440025,0.99455196,False,True,0.703648,0.6035195,0.9376769163933542,0.9962166545041757,1.5765227598800053,0.08542155756352507,1.0,11.494767,0.18916727479121057,0.0,0.5701618614146864,0.7093665906436328,0.0,
811,SrFe0.5Nb0.5O3,II,Sr,True,False,44.9,42.910812,1.0803901,25.324041,17.549112,-0.0034594494,0.041119,0.1615416,True,False,0.20589794,0.17659885,0.983198657806509,0.95,1.715,0.05149824792039711,0.5,12.934999999999999,0.0,0.0,0.8215077695525277,0.29495959734195265,0.0,0.692982292991865
812,La0.7667Ti0.7Al0.3O3,II,Other,True,False,44.9,43.410614,0.7862639,19.344984,24.008175,-0.0010760446,0.058532707,0.19016895,True,False,0.32125843,0.27554363,0.9836767722151568,1.1,1.561,0.06485006129225518,0.7,11.453803,0.0,0.0,0.6334889058347043,0.6885737405506096,1.1,1.2410542701922112
813,Ca0.7Ti0.7Nd0.3Al0.3O3,II,Ca,True,False,45.0,43.661915,0.9895552,24.230476,19.36329,-0.0024901964,0.07064097,0.23554704,True,False,0.47962525,0.41137502,0.969064182482975,1.0419999999999998,1.561,0.06485006129225518,0.7,11.544,0.0,0.0,0.6561135096145153,0.6783449277380824,0.0,0.7991295754982279
814,Ca0.7Ti0.7Sm0.3Al0.3O3,II,Ca,True,False,45.0,43.151634,0.9829271,24.217575,18.86294,-0.0023762002,0.073492065,0.24797161,True,False,0.5191439,0.44527015,0.9658565408344474,1.051,1.561,0.06485006129225518,0.7,11.486999999999998,0.0,0.0,0.6561135096145153,0.6760995785841132,0.0,0.778894666373491
