idx,formula,a_site,regime,er_measured,pred_original,perm_mean,perm_std,perm_delta
798,BaZr0.0425Zn0.2950Ni0.0242Ta0.6383O3,Ba,Ib,29.7,28.28682,27.75350315093994,1.4024183395002654,-0.5333163070678708
799,La0.45Ca0.44Sm0.0733Mg0.225Ti0.775O3,Ca,III,47.83,47.747986,45.839953918457034,3.478143736307938,-1.9080319213867156
800,La0.6Ca0.32Sm0.0533Mg0.3Ti0.7O3,Other,III,40.05,39.044243,37.778296585083005,1.4568073110345439,-1.2659462738037135
801,Sm0.8Ca0.16Sr0.04Mg0.4Ti0.6O3,Other,III,30.1,28.968287,28.67516300201416,0.6997380460692421,-0.29312351226806754
802,La0.8Ca0.16Sm0.0267Mg0.4Ti0.6O3,Other,III,33.56,32.917175,32.258293838500975,0.7424723690973144,-0.6588814544677746
803,BaZr0.05Zn0.32Ta0.63O3,Ba,Ib,30.0,29.202871,30.419710388183592,1.4073083529063253,1.2168390655517562
804,Sm0.65Ca0.28Sr0.07Mg0.325Ti0.675O3,Other,III,31.4,32.508244,32.04337501525879,1.0119144641669615,-0.46486854553222656
805,Sm0.5Ca0.4Sr0.1Mg0.25Ti0.75O3,Other,III,38.7,38.307953,36.900165710449215,1.6304577717870645,-1.4077871704101597
806,La0.4Ca0.48Sm0.0800Mg0.2Ti0.8O3,Ca,III,50.58,50.14251,48.15738838195801,3.7381543822705168,-1.9851210784912112
807,LaZn0.5Ti0.5O3,Other,III,30.0,31.164001,31.045286102294924,0.6684863281605607,-0.11871536254882642
808,CaSr4Ta2TiO12,Sr,II,45.0,44.256683,44.256683349609375,0.0,0.0
809,Ba0.7La0.3Zn0.4333Nb0.5667O3,Ba,Ib,44.7,43.691395,44.57267463684082,0.8871633750046205,0.8812798309326197
810,CaLi0.2333Nb0.4667Ti0.3O3,Ca,III,44.7,43.365044,43.36504364013672,0.0,0.0
811,SrFe0.5Nb0.5O3,Sr,II,44.9,42.910812,43.92376396179199,2.84000997521304,1.0129515838623036
812,La0.7667Ti0.7Al0.3O3,Other,II,44.9,43.410614,41.48582466125488,3.074306368376198,-1.924789352416994
813,Ca0.7Ti0.7Nd0.3Al0.3O3,Ca,II,45.0,43.661915,40.51940963745117,4.502632307464317,-3.1425051879882844
814,Ca0.7Ti0.7Sm0.3Al0.3O3,Ca,II,45.0,43.151634,41.6900146484375,3.7506935949076703,-1.4616195678710966
815,BaLa0.5Nb0.5O3,Ba,III,45.0,42.60857,41.280948333740234,1.528511473944005,-1.327621765136719
816,Ca0.6Ti0.6La0.4Ga0.4O3,Ca,II,45.0,44.00793,42.96401405334473,3.2757268978985183,-1.0439167022705078
817,Ca0.2Ti0.2Sr0.8Mg0.2667Nb0.5333O3,Sr,II,45.0,43.773075,44.22606315612793,1.6448850091958773,0.45298805236816264
818,BaSr4Nb4O15,Sr,Ib,45.0,45.73526,46.885028991699215,1.0197170992366305,1.1497689819335903
819,BaY0.3Bi0.2Nb0.5O3,Ba,Ib,44.6,45.40822,47.6618839263916,1.9963411821099148,2.2536655426025405
820,SrFe0.5Nb0.5O3,Sr,II,45.0,43.364464,44.665510711669924,3.051128439682647,1.3010469055175804
821,Ca0.73Ti0.73Nd0.27Al0.27O3,Ca,II,45.0,44.563225,43.899896697998045,4.658348691064355,-0.6633280944824236
822,BaPr0.5Nb0.5O3,Ba,III,44.5,42.10162,41.378612976074216,0.9906650234168453,-0.7230067443847688
823,Sr5Ta4O15,Sr,II,43.5,40.16647,38.742220153808596,2.6784810442352778,-1.4242494201660136
824,Ba2La2TiNb2O12,Ba,II,44.2,47.32473,47.324729919433594,0.0,0.0
825,Ba6Nb4TiO18,Ba,Ib,43.0,43.31753,44.857174758911135,1.804735385301107,1.539643173217776
826,Sr4LaTiNb3O15,Sr,III,43.0,42.503876,42.596258544921874,0.7734526136530973,0.09238281249999858
827,Ca0.65Ti0.65Sm0.35Ga0.35O3,Ca,III,45.0,45.37408,41.764494552612305,3.8373520852980603,-3.609586105346679
828,Ba2La3Ti3NbO15,Ba,II,42.8,47.047535,47.04753494262695,0.0,0.0
829,Sr6Nb4TiO18,Sr,Ib,43.0,46.715218,52.22771728515625,4.787033446663562,5.512499694824221
830,BaLa4Ti4O15,Other,Ib,44.4,45.88216,44.678866653442384,0.9220258504160003,-1.2032935333251942
831,CaLa3.5Nd0.5Ti4O15,Other,II,43.4,40.62137,41.083529205322264,0.47008388172748194,0.4621607971191395
832,CaLa4Ti4O15,Other,II,43.6,39.883656,40.55469245910645,0.7540644622220184,0.671036911010745
833,Ca0.7Nd0.3Ti0.7Al0.3O3,Ca,II,43.7,42.953922,43.05114326477051,4.220736438195023,0.09722099304199361
834,Ba0.65La0.35Zn0.45Nb0.55O3,Ba,Ib,43.8,42.98999,43.16922370910645,0.5700096701636383,0.17923347473144702
835,Ca2Sr3Ta2TiO12,Sr,II,44.0,43.45228,43.45227813720703,0.0,0.0
836,BaNd0.5Nb0.5O3,Ba,III,44.0,41.26829,40.54323356628418,1.0830431950157628,-0.7250579071044925
837,Ca0.66La0.34Ti0.66Al0.34O3,Ca,II,44.0,43.532745,41.71548522949219,3.7894015041646374,-1.817260131835937
838,Ca0.6Nd0.4Ti0.6Ga0.4O3,Ca,III,44.0,42.99068,40.34259704589844,3.2785342664025032,-2.6480836486816415
839,Ba3LaNb3O12,Ba,Ib,43.5,38.93165,38.93164825439453,0.0,0.0
840,BaGd0.3Bi0.2Nb0.5O3,Ba,II,47.9,48.191135,49.31554679870605,2.6158443272936536,1.1244113922119112
841,La0.48Co0.24Ti0.76Ca0.52O3,Ca,III,45.0,45.44146,42.306440353393555,2.8789869848451968,-3.135019302368164
842,Ba0.6Ca0.4La4Ti4O15,Other,II,47.7,43.957253,44.50278633117676,0.3904650620607559,0.5455338287353513
843,Ba5SrNb4TiO18,Ba,Ib,47.9,48.443626,50.86440170288086,2.9603118589136104,2.420775299072268
844,Ca0.65Ti0.65La0.35Ga0.35O3,Ca,II,48.0,45.951447,44.04117126464844,3.765683920860454,-1.9102752685546847
845,Ba4SrNb4O15,Ba,Ib,48.0,47.430748,49.3116869354248,1.9277886142493186,1.8809389495849587
846,CaTi0.34Mg0.22Nb0.44O3,Ca,III,48.0,47.51464,41.56406440734863,5.988423013492489,-5.950576400756837
847,CaLa8Ti9O31,Other,II,48.6,49.583492,49.583492279052734,0.0,0.0
848,BaDy0.3Bi0.2Nb0.5O3,Ba,II,48.6,46.620983,47.825044860839846,1.9505022846286941,1.2040617370605489
849,Ca0.64Ti0.64La0.36Ga0.36O3,Ca,II,48.7,46.443092,44.92094718933105,4.133523131770593,-1.5221451568603541
850,BaLa3Ti2NbO12,Ba,III,42.4,42.232716,42.23271560668945,0.0,0.0
851,Ca0.7Ti0.7Nd0.3Ga0.3O3,Ca,III,49.0,49.12937,45.72838180541992,3.9506929526121124,-3.4009898376464847
852,Ca0.65Ti0.65Nd0.35Ga0.35O3,Ca,III,45.0,43.747124,40.31421890258789,4.140414237797669,-3.4329048156738295
853,Ba0.57Sr0.38La3.8Ti4.15O13.1,Other,Ib,47.4,52.62218,52.6221809387207,0.0,0.0
854,CaTi0.4Mg0.2Nb0.4O3,Ca,III,47.3,50.746254,45.327559814453124,5.893143636788807,-5.418694152832032
855,Nd0.5Zn0.25Ti0.75Ca0.5O3,Ca,III,45.0,42.974876,40.15346908569336,2.853037298803492,-2.8214073181152344
856,BaMn0.5Ti0.5O3,Ba,Ib,45.0,44.59516,47.96610931396484,3.5740365618736263,3.3709478759765616
857,Ca0.71Ti0.71Nd0.29Al0.29O3,Ca,II,45.1,44.558006,42.511360778808594,4.183062589732985,-2.0466455078124994
858,CaMg0.1833Ta0.3667Ti0.45O3,Ca,III,45.1,50.694637,44.98346572875977,6.706685347120997,-5.7111715698242165
859,BaEr0.3Bi0.2Nb0.5O3,Ba,Ib,46.1,44.968513,46.849207458496096,2.091588426521722,1.8806939697265648
860,BaLa4Ti4O15,Other,Ib,46.3,45.814545,44.54519897460938,0.8827074796972246,-1.2693457031249977
861,Ba0.2Sr0.8La4Ti4.2O15,Other,II,46.4,44.129036,44.46472351074219,0.7866936698991019,0.33568756103515796
862,Ba3La3Ti4NbO18,Ba,II,47.4,48.670147,48.67014694213867,0.0,0.0
863,Ba.25Sr0.75La3Ti3NbO15,Ba,III,46.8,46.480522,46.48052215576172,0.0,0.0
864,Ba0.5Ca0.5Sc0.5Nb0.5O3,Ba,II,46.9,44.650684,42.86541557312012,2.470188886158794,-1.785268783569336
865,Ca0.65Ti0.65La0.35Ga0.35O3,Ca,II,47.0,45.90338,43.84570365905762,3.928697251279129,-2.0576776885986305
866,Ba.25Sr0.75La3Ti3NbO15,Ba,III,47.0,46.480522,46.48052215576172,0.0,0.0
867,Ba.75Sr0.25La3Ti3NbO15,Other,Ib,47.0,41.717037,41.717037200927734,0.0,0.0
868,SrGa0.35Nb0.35Ti0.3O3,Sr,Ib,46.6,45.731087,49.66662658691406,3.2930371969915826,3.935539855957032
