idx,formula,regime,a_site,er_measured,PC1,PC2,PC3,PC4
477,CaGa0.5Ta0.5O3,III,Ca,25.0,4.483121,0.96476793,-1.6506718,0.83117235
478,LaCo0.5Ti0.5O3,III,La,25.0,2.588417,-3.7396023,-1.6636463,-0.5414627
479,La0.9Al0.9Sr0.1Ti0.1O3,Ib,La,25.1,2.6879919,-2.0970585,-0.6468536,-0.8941518
480,Ba4LiTa2SbO12,Ib,Ba,25.1,1.7123374,4.6205425,-0.30958787,-0.019616524
481,SmCo0.5Ti0.5O3,III,Sm,25.5,4.064418,-1.3965381,-1.4397919,-0.77600205
482,BaZn0.3333Ta0.3333Nb0.3333O3,Ib,Ba,34.2,-0.012781796,-2.3191254,1.0171384,-0.05632361
483,Sr5Nb0.5Ta3.5O15,II,Sr,34.9,1.9179388,-2.4280047,0.009519607,-0.1338872
484,Sr5Nb0.75Ta3.25O15,II,Sr,34.3,1.7798543,-2.4570227,0.17842907,-0.16951047
485,Sr5NbTa3O15,II,Sr,33.2,1.6687089,-2.4665444,0.3151447,-0.19166414
486,Sr5Nb.5Ta2.5O15,II,Sr,34.5,0.9297319,1.4939185,2.0236785,0.50308174
487,La0.5333Na0.4Mg0.5W0.5O3,III,La,20.35,3.1240158,0.4812999,-0.65325093,-0.41936466
488,BaZn0.3333Ta0.6667O3,Ib,Ba,29.8,2.4876943,-1.3155049,-1.1478279,1.7986498
489,LaMg0.667Ta0.333O3,III,La,25.1,5.2688932,-0.8601989,-1.4026592,-1.3534125
490,Ba2Ca0.25Sr0.75WO6,Ia,Ba,23.7,3.3669035,2.9536145,0.19006027,-0.10474251
491,Ba2Ca0.1Sr0.9WO6,Ia,Ba,23.3,3.1810167,2.5621204,0.106386535,-0.21640883
492,Ba2SrWO6,Ia,Ba,23.5,3.0512633,2.3827827,0.45871282,0.0016749096
493,CaZrO3,III,Ca,23.8,3.8690224,1.0840453,-1.7937596,0.82870394
494,BaTi0.39Co0.305W0.305O3,Ib,Ba,18.0,0.6396118,-5.0437503,-3.2976406,2.990516
495,BaMg0.3267Nb0.6533Mn0.02O3,Ib,Ba,32.0,0.39402306,-2.4868262,1.3967202,-0.45029497
496,BaMg0.3299Ta0.6601Mn0.01O3,Ib,Ba,25.0,3.263006,-1.9879936,-1.8999373,1.3511364
497,BaZn0.3333Nb0.6667O3,Ib,Ba,41.0,-0.5960767,-0.98513776,2.069158,0.3289414
498,BaZn0.3299Ta0.6601Mn0.01O3,Ib,Ba,30.0,2.3406384,-1.7771634,-1.0510603,1.6575859
499,LaMg0.667Ta0.333O3,III,La,24.7,5.2809157,-0.8210572,-1.399358,-1.3488106
500,BaMn0.3333Nb0.6667O3,Ib,Ba,39.0,0.019363903,-1.7243985,0.88450295,-0.15521166
501,SrMg0.3267Nb0.6533Mn0.02O3,II,Sr,33.0,1.3557801,-1.7746542,1.5227739,-0.4983618
502,SrZn0.3333Nb0.6667O3,II,Sr,40.0,0.67968637,-1.7467804,1.8010184,-0.1247432
503,BaMg0.3333Ta0.6667O3,Ib,Ba,24.0,3.65021,-2.1027954,-2.25089,1.6492875
504,BaMg0.3167Ta0.6333Sn0.05O3,Ib,Ba,24.4,2.2249012,-2.8164432,-1.3175418,0.94739705
505,BaMg0.3Ta0.6Sn0.1O3,Ib,Ba,24.3,2.084253,-2.3406143,-1.1421223,0.8764467
506,BaMg0.2833Ta0.5667Sn0.15O3,Ib,Ba,24.0,2.2012258,-2.3487003,-1.1837044,0.9085237
507,BaTi0.6Ni0.2W0.2O3,Ib,Ba,29.8,-2.9953873,-4.9222245,0.10469469,1.344329
508,BaTi0.55Ni0.225W0.225O3,Ib,Ba,26.5,-1.5761607,-5.552605,-1.6193352,2.197891
509,BaTi0.5Ni0.25W0.25O3,Ib,Ba,24.2,-0.54614437,-5.593044,-2.7112653,2.775124
510,BaTi0.45Ni0.275W0.275O3,Ib,Ba,21.6,0.27108485,-5.3804426,-3.3424926,3.0812116
511,BaTi0.4Ni0.3W0.3O3,Ib,Ba,20.0,0.9578804,-5.0524645,-3.6883101,3.2074428
512,BaMn0.3333Ta0.6667O3,Ib,Ba,22.0,3.801532,-2.806957,-3.8615673,2.8364518
513,La0.5333Na0.4Mg0.5W0.5O3,III,La,21.1,3.1154053,0.3752115,-0.6605368,-0.4318054
514,La0.5667Na0.3Mg0.5W0.5O3,III,La,20.9,3.550626,0.6127687,-0.652188,-0.40229687
515,PrAlO3,Ia,Pr,23.2,4.0376334,-1.5969977,-0.6743507,-1.1703368
516,ErAlO3,III,Er,16.3,3.0273337,-3.0420237,-1.3083448,-1.0257838
517,DyAlO3,III,Dy,17.6,2.8286705,-3.0790632,-1.1354115,-1.0086846
518,GdAlO3,III,Gd,18.4,3.4332309,-2.0467215,-1.0744485,-1.024984
519,SmAlO3,III,Sm,20.4,3.4016452,-2.0085588,-0.95648724,-0.99034655
520,YAlO3,III,Y,15.7,2.9085844,-3.0765092,-1.1929711,-1.011971
521,Ba.8Sr0.2SmSbO6,Ia,Ba,16.0,4.0004506,4.346702,-0.38051674,-0.47711593
522,Sr2SmSbO6,II,Sr,16.0,3.6965985,3.5214522,-0.37000135,-0.6910991
523,Ba2SmSbO6,Ia,Ba,20.7,4.4810133,4.5750027,-0.6545558,-0.59603107
524,Ca5Ta2HfO12,III,Ca,17.0,3.7310636,3.891128,-1.3922408,0.089960314
525,Ba2CoWO6,Ia,Ba,19.3,3.9728878,-2.066779,-2.1204796,0.66807914
526,Ba2NiWO6,Ia,Ba,18.1,4.2770066,-2.292125,-2.8349817,1.1351285
527,Ba2ZnWO6,Ia,Ba,29.1,3.9123693,-0.93723065,-0.8094099,-0.18116896
528,Sr2CoWO6,II,Sr,21.2,2.653183,-2.9008389,-2.1010714,1.2706712
529,Sr2NiWO6,II,Sr,18.3,2.2726777,-3.2788181,-2.1218922,1.3332167
530,Sr2ZnWO6,II,Sr,27.5,2.2142458,-2.2083292,-0.7727328,0.33280575
531,BaZn0.5W0.5O3,Ia,Ba,19.0,4.0327997,-0.44274342,-0.53993976,0.24465741
532,Ba0.99Zn0.5W0.5O2.99,Ia,Ba,23.0,4.0472703,-0.39308503,-0.52402997,0.25174168
533,LaAlO3,Ia,La,23.4,4.0970855,-1.4220071,-0.7845932,-1.1550156
534,NdAlO3,II,Nd,22.3,3.997316,-1.304434,-0.8389986,-1.1101646
535,BaMg0.3333W0.3333Ti0.3333O3,Ib,Ba,15.4,1.4073981,-4.9480658,-3.2020662,2.4248102
536,BaTi0.39Co0.305W0.305O3,Ib,Ba,18.0,0.6374866,-5.018894,-3.283508,2.9829679
537,La6MgTi5O18,III,La,40.2,1.7183856,-4.9976144,-1.8728197,0.18272784
538,BaMg0.5W0.5O3,Ia,Ba,16.7,4.657845,-1.6854346,-2.1314802,0.47471026
539,BaMg0.46W0.46Ti0.08O3,Ib,Ba,19.6,3.149955,-2.077081,-2.372856,1.2380404
540,BaMg0.42W0.42Ti0.16O3,Ib,Ba,16.6,2.927008,-3.248714,-3.3340852,2.045492
541,BaMg0.36W0.36Ti0.28O3,Ib,Ba,12.3,1.9180532,-4.220125,-3.3854117,2.2286203
542,BaMg0.3333W0.3333Ti0.3333O3,Ib,Ba,13.1,1.3892684,-4.946362,-3.2063305,2.452212
543,BaMg0.32W0.32Ti0.36O3,Ib,Ba,13.5,0.9377899,-4.8438406,-3.080406,2.1814103
544,BaMg0.30W0.30Ti0.40O3,Ib,Ba,16.7,0.32830292,-5.1164503,-2.750087,2.0608351
545,BaMg0.28W0.28Ti0.44O3,Ib,Ba,21.8,-1.1259612,-4.985579,-1.0661728,1.0201974
546,BaMg0.25W0.25Ti0.50O3,Ib,Ba,31.2,-2.9258134,-4.788642,0.4673144,0.5704902
547,BaMg0.20W0.20Ti0.60O3,Ib,Ba,63.9,-6.4217687,-2.1791809,2.238762,0.6689111
548,Ba0.98Zn0.5W0.5O2.98,Ia,Ba,24.0,4.060547,-0.34681398,-0.5094725,0.25867862
549,BaMg0.33W0.35Ti0.32O3.02,Ib,Ba,16.3,1.5975648,-4.8634796,-3.4240482,2.649459
550,BaMg0.34W0.35Ti0.31O3.01,Ib,Ba,17.1,1.7586998,-4.755975,-3.4197705,2.5917673
551,BaMg0.34W0.32Ti0.34O2.98,Ib,Ba,14.4,1.3208514,-4.8934355,-2.954909,2.241466
552,BaMg0.34W0.33Ti0.33O2.99,Ib,Ba,15.1,1.4724487,-4.8634224,-3.1399899,2.3743694
553,BaMg0.35W0.34Ti0.31O2.99,Ib,Ba,15.4,1.7955189,-4.681238,-3.2681797,2.4252415
554,BaMg0.35W0.33Ti0.32O2.98,Ib,Ba,14.4,1.6628911,-4.7172236,-3.1142342,2.3122358
555,BaMg0.34W0.32Ti0.34O2.98,Ib,Ba,14.5,1.2074785,-4.9937673,-2.945583,2.2617238
556,BaMg0.34W0.32Ti0.34O2.98,Ib,Ba,14.8,1.0853817,-5.0776443,-2.9044642,2.2523835
557,BaMg0.32W0.28Ti0.40O3,Ib,Ba,18.1,0.013088144,-5.223313,-1.8134129,1.5939546
558,BaMg0.32W0.26Ti0.42O3,Ib,Ba,21.5,-0.57485634,-5.0828867,-0.9347376,1.0823517
559,BaMg0.32W0.25Ti0.43O3,Ib,Ba,24.0,-0.4161551,-4.971297,-0.94446474,0.84220225
560,BaMg0.33W0.34Ti0.33O3.01,Ib,Ba,15.6,1.442,-4.9361024,-3.2993476,2.5485609
561,Ba0.95Zn0.5W0.5O2.95,Ia,Ba,21.0,4.0943747,-0.22514804,-0.47234464,0.27841306
562,BaZn0.49W0.5O2.995,Ia,Ba,20.0,4.0372853,-0.42750663,-0.55038965,0.2584676
563,BaZn0.45W0.5O2.9975,Ia,Ba,22.5,4.0347586,-0.3954968,-0.59883666,0.310497
564,NdMg0.4Zn0.1Sn0.5O3,III,Nd,19.5,4.8730464,-0.28187686,-1.5350273,-0.9396801
565,NdMg0.4Zn0.1Sn0.5O3,III,Nd,19.3,4.856273,-0.3294456,-1.5295318,-0.956915
566,Sr3ZnNb2O9,II,Sr,20.69,1.2095646,-2.9663882,0.5932357,-0.5927033
567,Sr3Zn0.75Mg0.25Nb2O9,II,Sr,19.96,1.0023102,-3.2211375,0.54519457,-0.62037146
568,Sr3Zn0.5Mg0.5Nb2O9,II,Sr,23.31,1.0375282,-3.2846413,0.4793804,-0.6512479
569,Sr3Zn0.25Mg0.75Nb2O9,II,Sr,21.55,1.0597826,-3.2847989,0.46985373,-0.6796227
570,SrYb0.5Ta0.5O3,III,Sr,14.1,3.1238475,-1.6038487,-0.8771467,0.034402296
571,BaMg0.5W0.5O3,Ia,Ba,20.0,5.056886,-1.2847193,-1.9301432,0.3450188
572,LaMg0.5Sn0.5O3,III,La,19.5,4.8271394,-0.8442631,-1.2534755,-0.9948141
573,LaMg0.5Sn0.5O3,III,La,19.7,4.8113194,-0.8935864,-1.2581562,-1.0038738
574,LaMg0.5Sn0.5O3,III,La,20.1,4.794746,-0.9427671,-1.262764,-1.0125581
575,LaMg0.43Ba0.07Sn0.5O3,III,La,20.1,4.2877407,0.30256572,-0.97576964,-1.1749468
576,LaMg0.4Ca0.1Sn0.5O3,III,La,20.2,3.4191332,3.3112705,-1.0135591,-0.86129135
577,La0.6667Mg0.5W0.5O3,III,La,23.6,4.202136,1.9342222,-0.5414405,-0.42121696
578,La0.6333Na0.1Mg0.5W0.5O3,III,La,22.6,4.0845757,1.9467033,-0.84051305,-0.42695194
579,La0.6333Na0.1Mg0.5W0.5O3,III,La,21.9,4.078156,1.9044676,-0.8390896,-0.43847385
580,La0.6Na0.2Mg0.5W0.5O3,III,La,22.6,3.9522731,2.0502427,-1.0287921,-0.39142305
581,La0.5667Na0.3Mg0.5W0.5O3,III,La,22.88,3.545669,0.56169415,-0.65750754,-0.40811464
582,La0.5667Na0.3Mg0.5W0.5O3,III,La,20.96,3.5401368,0.5100538,-0.66280687,-0.4138163
583,BaMg0.49Y0.0133W0.4967O3,Ia,Ba,20.0,4.8471756,-1.3764943,-1.8977956,0.26491943
584,La0.5333Na0.4Mg0.5W0.5O3,III,La,22.06,3.119984,0.4285198,-0.65692914,-0.42563248
585,SrSm0.5Ta0.5O3,III,Sr,27.7,2.5056024,-0.22619969,-0.3590519,-0.3073509
586,SrLa0.5Ta0.5O3,III,Sr,27.1,1.8337883,0.11494145,-0.2140652,-0.24506791
587,Ca0.97La0.02Mg0.5W0.5O3,III,Ca,19.0,4.8245225,0.5512185,-1.6805763,0.01866622
588,Ba0.94La0.04Mg0.5W0.5O3,Ia,Ba,20.0,4.8534517,-1.1341801,-1.6980827,0.15422669
589,NdMg0.47Ba0.03Sn0.5O3,III,Nd,19.4,4.810963,0.22576775,-1.3817419,-0.8916155
590,NdMg0.45Co0.05Sn0.5O3,III,Nd,19.2,4.820917,0.10368214,-1.4423455,-0.8796106
591,NdMg0.5Sn0.5O3,III,Nd,19.3,5.0464277,0.21279109,-1.4652759,-0.81926155
592,BaLa0.5Nb0.5O3,III,Ba,37.4,-0.5448935,0.19305891,2.1507783,0.2438123
593,BaNd0.5Nb0.5O3,III,Ba,41.9,-1.5293084,0.19943304,2.5979118,0.49475065
594,BaSm0.5Nb0.5O3,II,Ba,39.7,0.5397544,0.24414645,2.1171715,0.098381676
595,BaYb0.5Nb0.5O3,Ib,Ba,28.3,0.057676006,-1.7915657,1.8111793,-0.17414121
596,BaLa0.5Ta0.5O3,III,Ba,27.1,0.06898294,-0.9632054,1.1065196,0.0781794
597,BaNd0.5Ta0.5O3,III,Ba,36.0,-0.05751365,-0.046114184,1.8797532,0.09180137
598,SrNd0.5Ta0.5O3,III,Sr,27.1,2.2655354,-0.028309671,-0.2656004,-0.35648125
599,BaSm0.5Ta0.5O3,II,Ba,34.3,1.7171048,-0.013381498,1.3067797,-0.16652092
600,CaNd0.5Nb0.5O3,III,Ca,20.0,3.141188,0.31128827,-0.8096871,-0.5813561
601,CaSm0.5Nb0.5O3,III,Ca,20.9,3.2531521,0.36670077,-0.80775625,-0.6878294
602,CaYb0.5Nb0.5O3,III,Ca,27.0,3.5103443,0.39334384,-0.6910606,-1.1496223
603,CaLa0.5Ta0.5O3,III,Ca,19.5,3.3996384,0.28163156,-1.2357996,-0.11048702
604,CaNd0.5Ta0.5O3,III,Ca,20.0,3.6759443,0.41985384,-1.2789584,-0.24639449
605,CaSm0.5Ta0.5O3,III,Ca,19.6,3.807243,0.472155,-1.3080022,-0.30572432
606,CaYb0.5Ta0.5O3,III,Ca,21.1,4.1124363,0.44940856,-1.2828573,-0.6180015
607,SrLa0.5Nb0.5O3,III,Sr,27.5,0.9494156,0.28920433,0.6575135,-0.6665779
608,SrNd0.5Nb0.5O3,III,Sr,29.7,1.3504624,0.1734809,0.7543975,-0.8887255
609,SrSm0.5Nb0.5O3,III,Sr,31.8,1.5424587,-0.14511757,0.75653124,-0.9259666
610,SrYb0.5Nb0.5O3,III,Sr,29.4,0.6588099,-2.3642442,0.80812305,-0.85449135
611,BaYb0.5Ta0.5O3,Ib,Ba,22.1,2.2011998,-0.60468,1.1382799,-0.06345207
612,NdMg0.5Ti0.5O3,III,Nd,26.0,3.856166,-2.327149,-0.92362624,-1.3955108
613,CaLa0.5Nb0.5O3,III,Ca,20.6,2.9100077,0.18235458,-0.81675124,-0.38281083
614,BaMg0.3Ta0.6Ti0.1O3,Ib,Ba,26.3,1.8509457,-2.6566668,-0.8545393,0.07320771
615,Ca0.375Mg0.25Nb0.25Ti0.125O3,III,Ca,38.0,1.5777749,2.4842553,0.3070826,-1.0105661
616,Ca0.25Mg0.375Nb0.25Ti0.125O3,III,Ca,31.0,2.6408749,2.1723995,0.2827626,-0.9799891
617,Ca0.125Mg0.5Nb0.25Ti0.125O3,III,Ca,23.0,3.0891945,1.2090013,0.32066354,-0.77366805
618,Ca0.375Mg0.25Nb0.25Ti0.125O3,III,Ca,26.0,1.5822514,2.4962723,0.3017205,-1.008921
619,Ca0.25Mg0.375Nb0.25Ti0.125O3,III,Ca,23.0,2.6929736,2.2867846,0.22237849,-0.9248916
620,Ca0.125Mg0.5Nb0.25Ti0.125O3,III,Ca,20.0,3.125739,1.3230679,0.26652035,-0.7116101
621,Ca0.375Ni0.25Nb0.25Ti0.125O3,III,Ca,35.0,1.7482963,3.282357,0.103213094,-0.73986244
622,Ca0.25Ni0.375Nb0.25Ti0.125O3,III,Ca,30.0,3.0257092,3.0809863,0.05218818,-0.7460548
623,Ca0.125Ni0.5Nb0.25Ti0.125O3,III,Ca,26.0,3.449667,1.7293216,0.12445023,-0.67366815
624,Ca0.25Co0.375Nb0.25Ti0.125O3,III,Ca,29.0,3.429727,2.7332404,-0.30917454,-0.7397679
625,Ca0.125Co0.5Nb0.25Ti0.125O3,III,Ca,12.0,3.700612,1.5984724,-0.331,-0.48686674
626,Ca0.375Mg0.25Ta0.25Ti0.125O3,III,Ca,30.0,2.3937047,2.436925,-0.25787252,-1.1021731
627,Ca0.25Mg0.375Ta0.25Ti0.125O3,III,Ca,26.0,3.1940331,2.209359,-0.2935253,-0.96584606
628,Ca0.125Mg0.5Ta0.25Ti0.125O3,III,Ca,20.0,3.5031304,1.3343151,-0.19963849,-0.70262617
629,Ca0.375Zn0.25Ta0.25Ti0.125O3,III,Ca,17.0,2.9779205,1.4558097,-0.8250657,0.34675848
630,Ca0.25Zn0.375Ta0.25Ti0.125O3,III,Ca,13.0,3.8891547,1.4758079,-1.1058556,0.6448939
631,Ca0.125Zn0.5Ta0.25Ti0.125O3,III,Ca,10.0,4.0217924,0.9518217,-1.0412523,0.63779736
632,Ca0.375Co0.25Nb0.25Ti0.125O3,III,Ca,32.0,2.301419,3.0341995,-0.15847479,-0.94489056
633,Ca0.375Ni0.25Ta0.25Ti0.125O3,III,Ca,29.0,2.578162,3.117645,-0.35532647,-0.7678603
634,SrPr0.5Nb0.5O3,III,Sr,37.5,0.70423096,0.4837661,0.9292182,-0.64174545
635,SrNd0.5Nb0.5O3,III,Sr,36.9,0.8873842,0.614133,0.89131755,-0.65092045
636,SrSm0.5Nb0.5O3,III,Sr,35.8,0.8806997,1.3466191,1.284148,-0.44786543
637,SrEu0.5Nb0.5O3,III,Sr,34.7,1.0525947,0.93413514,1.2744055,-0.4859791
638,SrGd0.5Nb0.5O3,III,Sr,34.3,1.1297084,1.0674571,1.263981,-0.4706936
639,SrTb0.5Nb0.5O3,III,Sr,33.7,1.2319577,0.5708971,1.2390449,-0.4949487
640,SrDy0.5Nb0.5O3,III,Sr,33.0,1.3748345,0.3428344,1.1880836,-0.50272506
641,SrHo0.5Nb0.5O3,III,Sr,32.3,1.4386613,0.07678481,1.1483477,-0.50554127
642,SrY0.5Nb0.5O3,III,Sr,32.2,1.66871,-0.27546224,0.9910291,-0.90664667
643,SrEr0.5Nb0.5O3,III,Sr,32.2,2.0385306,-0.51251304,0.6181651,-0.8860722
644,SrYb0.5Nb0.5O3,III,Sr,30.7,2.0993717,-0.95451325,0.49378598,-0.82020104
645,SrIn0.5Nb0.5O3,III,Sr,26.0,1.5238683,-1.9277903,0.08821517,0.2885569
646,SrFe0.5Nb0.5O3,II,Sr,44.9,0.2694748,-1.8524816,1.8140303,-0.42292008
647,SrCr0.5Nb0.5O3,Ib,Sr,35.3,-0.014838549,-2.4343681,1.7116963,-0.5332484
648,SrAl0.5Nb0.5O3,Ib,Sr,30.5,-0.10365998,-3.0640903,1.1855867,-0.65700686
649,SrLa0.5Nb0.5O3,III,Sr,36.6,0.59977055,0.6900523,0.71046674,-0.40091342
650,Ca0.25Ni0.375Ta0.25Ti0.125O3,III,Ca,26.0,3.5265293,2.9377184,-0.39017683,-0.7004634
651,CaZn0.333Ta0.667O3,III,Ca,25.0,4.915159,2.105019,-3.2819295,2.090701
652,BaNi0.5Ta0.5O3,Ib,Ba,23.0,4.6906204,-1.099194,-2.594072,2.1836812
653,BaCo0.5Ta0.5O3,Ib,Ba,25.0,4.0466933,-0.9245643,-1.3311187,1.443595
654,BaMg0.5Ta0.5O3,Ib,Ba,25.0,3.8955913,-0.9050025,-0.9383799,0.3810271
655,BaZn0.5Ta0.5O3,Ib,Ba,29.0,3.3093107,-0.21698932,-0.41742328,1.5436847
656,BaCa0.5Ta0.5O3,Ib,Ba,30.0,1.8603361,3.5079916,0.6426284,1.4406276
657,SrNi0.5Ta0.5O3,II,Sr,23.0,4.2236505,-1.4283762,-1.7425218,1.6365322
658,SrCo0.5Ta0.5O3,III,Sr,23.0,3.501553,-1.5859482,-1.3650116,1.4885583
659,SrMg0.5Ta0.5O3,II,Sr,22.0,4.5081587,-0.38703275,-0.5233836,-0.076202706
660,SrZn0.5Ta0.5O3,III,Sr,28.0,3.1358125,-1.4859462,-0.88264817,1.2852528
661,SrCa0.5Ta0.5O3,II,Sr,22.0,2.672355,2.5409129,0.17920211,1.1966392
662,CaCu0.333Ta0.667O3,III,Ca,23.0,4.81907,1.9954752,-3.2423272,2.1856086
663,Mg0.93Ca0.07TiO3,III,Mg,22.15,1.9305483,-1.5292121,0.53750265,-0.5059506
664,SrSm0.5Ta0.5O3,III,Sr,30.5,1.4388169,1.4645865,0.740812,-0.762192
665,SrSm0.5Ta0.5O3,III,Sr,31.6,1.4388169,1.4645865,0.740812,-0.762192
666,SrSm0.5Ta0.5O3,III,Sr,32.1,1.4310763,1.5056509,0.7319868,-0.75803065
667,SrSm0.5Ta0.5O3,III,Sr,36.0,1.4232811,1.5465096,0.7228515,-0.7537647
668,SrSm0.5Ta0.5O3,III,Sr,39.0,1.407584,1.6274512,0.7037466,-0.7448943
669,SrSm0.5Ta0.5O3,III,Sr,42.0,1.3918723,1.7071271,0.6836824,-0.7355213
670,SrSm0.5Ta0.5O3,III,Sr,45.0,1.384054,1.7464072,0.6733446,-0.7306287
671,SrSm0.5Ta0.5O3,III,Sr,48.5,1.3762851,1.7852732,0.6628302,-0.72558755
672,Ba3Co.07Nb2O9.07,Ib,Ba,26.0,0.9235732,-4.0374336,-0.7759816,0.012789993
673,SrSm0.5Ta0.5O3,III,Sr,49.6,1.3609581,1.8616592,0.64134294,-0.71503186
674,Ca0.3Li0.14Sm0.42TiO3,III,Ca,92.12,-6.9375954,0.29349357,0.3238392,-0.5265073
675,Ca0.125Ni0.5Ta0.25Ti0.125O3,III,Ca,23.0,3.7909324,1.7094163,-0.28064564,-0.5822296
676,CaNi0.333Ta0.667O3,III,Ca,22.0,5.229963,2.0492396,-3.681869,2.4040658
677,CaAl0.333Ta0.667O3,II,Ca,22.0,5.8411684,1.0308148,-3.4782672,2.3344078
678,Ca0.375Co0.25Ta0.25Ti0.125O3,III,Ca,28.0,3.0916698,2.9234548,-0.7117863,-0.7311998
679,Ca0.25Co0.375Ta0.25Ti0.125O3,III,Ca,24.0,3.8900561,2.6753633,-0.807927,-0.5061356
680,Ca0.125Co0.5Ta0.25Ti0.125O3,III,Ca,20.0,4.020664,1.6257267,-0.7310256,-0.30069843
681,Ca5Nb2Ti0.4Hf0.6O12,III,Ca,32.0,0.4852517,5.0489182,0.057660293,0.072104014
682,Ca5Ta2Ti0.6Hf0.4O12,III,Ca,34.0,1.6909308,4.3246474,-0.40605426,0.018546062
683,Ba8ZnNb6O24,Ib,Ba,36.2,-0.032153025,-1.9232743,1.5511537,-0.14503446
684,Ba8ZnNb5.7Sb0.3O24,Ib,Ba,33.6,-1.7768902,-2.9316342,2.0206716,-0.3364886
685,Ba8ZnNb5.4Sb0.6O24,Ib,Ba,33.6,-1.5545096,-3.2082138,1.7175548,-0.49894115
686,Ba8ZnNb5.1Sb0.9O24,Ib,Ba,31.0,-1.300712,-3.4065342,1.3852276,-0.6402044
687,Ba8ZnNb4.8Sb.2O24,Ib,Ba,29.4,-1.146087,-3.3853192,1.2627152,-0.6891119
688,CaCo0.333Ta0.667O3,III,Ca,23.0,5.352112,2.2825418,-3.731798,2.2912164
689,Ba8ZnNb4.5Sb.5O24,Ib,Ba,25.9,-1.0417383,-3.2848861,1.2373646,-0.7022118
690,Ba8ZnNb3.6Sb2.4O24,Ib,Ba,17.4,0.26545015,-3.367299,-0.17346084,-0.9327773
691,CaAl0.5Nb0.5O3,II,Ca,25.0,4.7870183,0.16951622,-1.6731105,0.2666012
692,CaFe0.5Nb0.5O3,III,Ca,40.0,3.7095335,2.4970045,-1.6033082,0.009472803
693,CaAl0.333Nb0.667O3,II,Ca,28.0,4.806587,1.0290908,-1.6102756,0.59819573
694,CaCo0.333Nb0.667O3,III,Ca,29.0,4.4442124,2.5828948,-2.444249,0.81165504
695,CaNi0.333Nb0.667O3,III,Ca,26.0,4.149959,2.3852189,-2.237232,0.7666447
696,CaCu0.333Nb0.667O3,III,Ca,27.0,3.725711,2.3178246,-1.8515179,0.74957407
697,CaZn0.333Nb0.667O3,III,Ca,35.0,3.880534,2.415341,-1.9303234,0.67520106
698,CaAl0.5Ta0.5O3,II,Ca,20.0,5.801356,0.5765377,-3.128923,1.7523971
699,CaFe0.5Ta0.5O3,III,Ca,32.0,4.6877933,2.0615137,-2.7982984,1.3696008
700,CaMg0.333Ta0.667O3,III,Ca,21.0,5.4264154,2.326628,-3.6712701,2.020503
701,Ba8ZnNb4.2Sb.8O24,Ib,Ba,19.9,-0.9246718,-3.1913035,1.1963305,-0.71461695
702,SrCr0.5Nb0.5O3,Ib,Sr,35.1,-0.08155557,-2.3205383,1.7740527,-0.5035031
703,CaMg0.333Nb0.667O3,III,Ca,28.0,4.481832,2.4524171,-2.231985,0.3830112
704,SrAl0.5Nb0.5O3,Ib,Sr,30.0,-0.11854454,-3.009055,1.1891159,-0.6289308
705,CaAl0.421Nb0.421Ti0.158O3,II,Ca,29.1,2.6936102,-2.2069345,-0.7371312,-0.66137904
706,CaAl0.375Nb0.375Ti0.25O3,II,Ca,32.2,2.0569544,-2.3952403,-0.33605015,-0.78035223
707,CaAl0.335Nb0.335Ti0.33O3,II,Ca,35.1,1.468803,-2.4937842,0.07349192,-0.8453064
708,CaAl0.25Nb0.25Ti0.5O3,II,Ca,45.3,0.06648879,-2.3583674,1.1508635,-0.7865139
709,CaAl0.2355Nb0.2355Ti0.529O3,II,Ca,44.9,-0.2061283,-2.259018,1.3625579,-0.7384225
710,CaAl0.125Nb0.125Ti0.75O3,II,Ca,75.4,-2.8849041,0.37783235,2.3506258,0.27933782
711,Ba0.1La0.9Mg0.45Ti0.55O3,III,Ba,30.9,2.2118201,-2.5474777,0.11073908,-0.94105536
712,Ba0.3La0.7Mg0.35Ti0.65O3,II,Ba,42.5,0.99540377,-1.7530626,1.4910663,-0.2785573
713,Ba0.5La0.5Mg0.25Ti0.75O3,Ib,Ba,60.9,-2.807239,-0.35219675,2.813835,0.6556043
714,Ba0.7La0.3Mg0.15Ti0.85O3,Ib,Ba,105.8,-8.472084,-0.42274225,-0.19585113,1.277611
715,LiBa4Nb3O12,Ib,Li,37.0,-0.15820768,3.1643622,1.6683098,1.0431198
716,CaAl0.4505Nb0.4505Ti0.099O3,II,Ca,27.0,3.0799453,-2.049456,-0.9534027,-0.56821185
717,LiBa4Nb2TaO12,Ib,Li,34.0,-0.03545455,2.5327764,1.7243079,0.7586625
718,LiBa4Ta3O12,Ib,Li,28.0,1.2303542,3.132963,1.0325419,0.85972327
719,BaLa0.5Ta0.5O3,III,Ba,37.1,0.69793284,1.0418587,1.0765392,0.14046484
720,BaNd0.5Ta0.5O3,III,Ba,38.7,1.0998733,1.534434,1.6109803,0.18612596
721,BaSm0.5Ta0.5O3,II,Ba,37.6,2.655433,1.5005988,1.1785523,-0.048418637
722,BaEu0.5Ta0.5O3,II,Ba,36.5,2.1047273,1.3547572,1.6363435,0.09883422
723,BaGd0.5Ta0.5O3,II,Ba,36.0,2.1265247,1.3212414,1.6285409,0.097857095
