idx,formula,regime,a_site,er_measured,PC1,PC2,PC3,PC4
236,Ca0.20Li0.25La0.10Nd0.35TiO3,III,Ca,110.4,-9.797361,-2.4964883,-0.49211028,-0.81573963
237,Ca0.30Li0.20La0.10Nd0.30TiO3,III,Ca,116.0,-9.396516,-0.5588117,-1.9262646,-1.1116356
238,Ca0.40Li0.15La0.10Nd0.25TiO3,III,Ca,117.0,-9.870645,-1.0593904,-2.1786494,-0.6594246
239,SrPr4Ti5O17,III,Sr,46.1,-1.1088074,3.3605418,2.2734632,1.259264
240,Ca0.68Nd0.08Sm0.20Ti0.80Al0.20O3,III,Ca,58.85,-0.5202548,-1.4929063,1.1049858,-0.8647225
241,Ca0.4Li0.3Nd0.3TiO3,III,Ca,112.6,-9.985847,-1.141064,-2.4759178,-1.3387591
242,CaMg0.2Ta0.4Ti0.4O3,III,Ca,60.2,0.5425274,2.6004262,-0.88836515,-0.90001535
243,Ca0.6Pb0.4Fe0.5Ta0.5O3,II,Ca,62.0,2.8525681,4.6429625,-1.6722714,-0.61489266
244,Pb0.6Ca0.4Fe0.475Nb0.475Sn0.05O3,II,Pb,140.4,-10.017868,1.2089393,-4.97747,-1.2085094
245,Pb0.5Ca0.5Fe0.475Nb0.475Sn0.05O3,II,Pb,102.8,-4.052034,7.3618407,-3.9578772,0.032134913
246,Pb0.48Ca0.52Fe0.475Nb0.475Sn0.05O3,II,Pb,95.0,-3.3134208,7.6107244,-3.5833094,0.07910838
247,Pb0.46Ca0.54Fe0.475Nb0.475Sn0.05O3,II,Pb,90.6,-2.618394,7.694302,-3.1554153,0.08917259
248,Pb0.45Ca0.55Fe0.475Nb0.475Sn0.05O3,II,Pb,88.9,-2.2857785,7.6653767,-2.9234393,0.0774786
249,Pb0.4Ca0.6Fe0.475Nb0.475Sn0.05O3,II,Pb,81.0,-1.1526726,5.708822,-1.6837621,-0.41597846
250,Pb0.65Ca0.35ZrO3,III,Pb,118.0,-8.934166,0.7055998,-2.3734286,-0.6252551
251,Pb0.6Ca0.4Fe0.45Nb0.45Sn0.1O3,II,Pb,138.0,-9.998827,1.450334,-5.241782,-1.2064592
252,Pb0.48Ca0.52Fe0.45Nb0.45Sn0.1O3,II,Pb,92.4,-2.893654,7.648899,-3.3350167,0.05312928
253,Pb0.46Ca0.54Fe0.45Nb0.45Sn0.1O3,II,Pb,86.7,-2.193728,7.5609803,-2.8264818,0.032673392
254,Pb0.45Ca0.55Fe0.45Nb0.45Sn0.1O3,II,Pb,85.3,-1.8427811,7.434944,-2.560135,0.0016201913
255,Pb0.4Ca0.6Fe0.45Nb0.45Sn0.1O3,II,Pb,71.1,-0.616928,5.351476,-1.3618711,-0.50720495
256,Ca0.20Li0.34La0.04Nd0.38TiO3,III,Ca,132.6,-9.957316,-2.7293253,-2.238061,-0.58691245
257,Ca0.40Li0.24La0.04Nd0.28TiO3,III,Ca,136.4,-9.628837,-0.49340138,-2.6289744,-0.661012
258,Ca0.60Li0.14La0.04Nd0.18TiO3,III,Ca,142.0,-9.901585,-1.7841637,-3.1823888,-0.5053091
259,Ca0.60Li0.15La0.0333Nd0.1833TiO3,III,Ca,128.2,-9.890341,-1.7355595,-3.2334762,-0.51084805
260,Ca0.50Li0.20La0.0333Nd0.2333TiO3,III,Ca,123.0,-9.859597,-1.1971468,-2.9690588,-0.6190348
261,Ca0.40Li0.25La0.0333Nd0.2833TiO3,III,Ca,121.3,-9.579291,-0.41663858,-2.6484969,-0.6612992
262,Ca0.60Li0.05La0.10Nd0.15TiO3,III,Ca,117.0,-9.916306,-2.041979,-0.9836382,-0.69944835
263,Pb0.5Ca0.5Fe0.45Nb0.45Sn0.1O3,II,Pb,96.8,-3.6402504,7.5242434,-3.788273,0.025621565
264,Pb0.63Ca0.37ZrO3,III,Pb,110.0,-8.136416,1.3959317,-2.1542044,-0.480699
265,Pb0.60Ca0.40ZrO3,III,Pb,94.0,-6.7363095,2.328135,-1.7026631,-0.33285117
266,Pb0.50Ca0.50ZrO3,III,Pb,74.0,-1.9078153,3.8822174,-0.8008002,-0.48188168
267,Ca0.20Sr0.80Ti0.20Mg0.2667Nb0.5333O3,II,Ca,45.0,-0.47487003,-2.2710538,1.9369249,-0.57458663
268,Ca0.7Nd0.3Ti0.7Al0.3O3,II,Ca,44.0,1.7712395,-0.78908134,0.70741415,-0.9175603
269,BaTi0.50Ga0.25Nb0.25O3,Ib,Ba,86.0,-7.9729233,0.3401393,0.14638714,1.441772
270,BaTi0.40Ga0.30Nb0.30O3,Ib,Ba,66.0,-6.219842,0.22738248,1.2998725,1.0780625
271,BaTi0.30Ga0.35Nb0.35O3,Ib,Ba,47.0,-3.2319393,-0.9079194,1.7441633,0.072637066
272,Ba2La3Ti3NbO15,II,Ba,47.0,-2.6151953,2.2239707,2.7479887,1.6897948
273,Ba3La3Ti4Nb2O18,Ib,Ba,47.44,-0.21931213,-5.4846635,-0.82773125,0.12285503
274,Sr0.2Ca0.488Nd0.208Ti0.6Al0.5333O3,II,Sr,48.3,1.4331316,0.52307713,1.0072752,-0.70514226
275,Pb0.4Ca0.6Fe0.5Ta0.5O3,II,Pb,62.0,2.8525681,4.6429625,-1.6722714,-0.61489266
276,Ca0.80Nd0.1333TiO3,III,Ca,119.0,-9.6939535,-2.7395403,-0.09542184,-0.54805964
277,Ca0.70Nd0.20TiO3,III,Ca,107.0,-9.141141,-2.1517065,0.27155212,-0.37202317
278,Ba3LaNb3O12,Ib,Ba,43.5,-2.3314567,1.8051358,2.7006931,1.5414699
279,Ca0.61Nd0.26TiO3,III,Ca,98.0,-8.482612,-1.4337326,0.530823,-0.17621003
280,Ca0.28Sm0.28Li0.15Nd0.15TiO3,III,Ca,98.0,-7.7681413,0.28215912,-0.43688223,-0.6546004
281,Ca0.85Nd0.10TiO3,III,Ca,141.0,-9.870782,-2.9228454,-0.27762362,-0.59897876
282,Ca0.73Nd0.18TiO3,III,Ca,117.0,-9.332381,-2.357238,0.16582938,-0.43324766
283,Ca0.61Nd0.26TiO3,III,Ca,108.0,-8.482612,-1.4337326,0.530823,-0.17621003
284,Ca0.50Nd0.3333TiO3,III,Ca,100.0,-7.6065707,-0.48582485,0.7179083,0.046232536
285,Ca0.40Nd0.40TiO3,III,Ca,99.0,-6.860099,-0.06755627,1.0626746,-0.13550563
286,Ca0.31Nd0.46TiO3,III,Ca,98.0,-6.1398034,0.5730846,1.1558243,0.028796468
287,Ca0.22Nd0.52TiO3,III,Ca,102.0,-4.939266,0.80682063,1.5020926,-0.03800521
288,Ca0.15Nd0.5667TiO3,III,Ca,94.0,-4.3490667,1.1334593,1.6327554,0.047155198
289,Ca0.07Nd0.62TiO3,III,Ca,82.0,-3.6238282,1.4260026,1.800548,0.10694616
290,Ca0.58Nd0.28TiO3,III,Ca,93.0,-8.246557,-1.1751369,0.5943419,-0.11263499
291,SrLaPr3Ti5O17,II,Sr,50.0,-0.21787976,3.9067473,2.0613842,1.0480027
292,Ba3LaNb3O12,Ib,Ba,43.6,-2.3386223,1.8306556,2.692992,1.5549153
293,Ba3LaNb3O12,Ib,Ba,43.8,-2.3455713,1.8556992,2.6852064,1.5680422
294,Ca0.8Sm0.1333TiO3,III,Ca,119.0,-9.622076,-2.6141562,-0.35893476,-0.37401706
295,Ca0.6Sm0.2667TiO3,III,Ca,101.0,-7.769219,-0.8347294,0.59973174,-0.331813
296,Ca0.4Sm0.4TiO3,III,Ca,94.5,-6.7823873,-0.16807914,1.1459465,0.053978536
297,Ca0.70Nd0.20TiO3,III,Ca,112.96,-9.151724,-2.1319373,0.24470018,-0.3751083
298,Ca0.61Nd0.26TiO3,III,Ca,103.35,-8.490563,-1.4167542,0.5087728,-0.17712162
299,Ca0.52Nd0.32TiO3,III,Ca,100.08,-7.769086,-0.6410292,0.67804134,0.010183226
300,Ca0.3Li0.35Sm0.35TiO3,III,Ca,114.0,-9.658315,-0.82538515,-2.6549444,-1.171368
301,Ca0.5Li0.25Sm0.25TiO3,III,Ca,130.5,-9.804929,-1.7984664,-3.0520709,-0.5858075
302,Sr0.4Ce0.4TiO3,II,Sr,113.0,-7.2689633,-1.0653913,1.0950098,-0.31166086
303,Ba3LaNb3O12,Ib,Ba,43.5,-2.3421237,1.843238,2.689109,1.5615184
304,Sr0.5Ce0.3333TiO3,Ib,Sr,123.0,-9.473731,-2.9223955,0.29595894,-0.65038663
305,Sr0.625Ce0.25TiO3,Ib,Sr,143.0,-10.084766,-3.727005,0.098305546,-0.88326365
306,La0.48Ca0.52Co0.24Ti0.76O3,III,La,45.0,0.54237396,-2.358992,0.45828256,-1.100647
307,Nd0.52Ca0.48Co0.26Ti0.74O3,III,Nd,43.0,1.7831753,-1.7532394,-0.3266882,-1.3926105
308,Ba3LaNb3O12,Ib,Ba,43.9,-2.3489666,1.8680453,2.6812794,1.5744842
309,Sr0.5714Ce0.2857TiO3,Ib,Sr,136.0,-9.868431,-3.445719,0.1716013,-0.80469626
310,CaTi0.40Mg0.20Nb0.40O3,III,Ca,47.25,0.5278444,1.1980989,0.43631268,-1.0725274
311,SrLa2Pr2Ti5O17,II,Sr,53.5,-0.77887464,4.072013,1.9190655,1.1957122
312,SrLa4Ti5O17,II,Sr,60.8,-1.1495192,3.8690264,2.0228987,1.3189125
313,Ca3Ba2Nb2TiO12,Ib,Ca,66.0,-3.5573475,3.641829,0.04704567,1.5923357
314,Ca2Ba3Nb2TiO12,Ib,Ca,75.0,-6.3608046,2.0048993,-0.66717464,1.701624
315,CaBa4Nb2TiO12,Ib,Ca,83.0,-7.3879514,1.8137871,-1.0134497,1.9969072
316,Ca3Ba2Ta2TiO12,Ib,Ca,48.0,-1.8701898,4.1759377,0.3037806,1.4391572
317,Ca2Ba3Ta2TiO12,Ib,Ca,61.0,-4.088637,3.5971174,-0.012358041,2.0120249
318,CaBa4Ta2TiO12,Ib,Ca,64.0,-4.9763017,3.4530659,-0.2164203,2.2324314
319,Ba3LaNb3O12,Ib,Ba,48.3,-2.4452646,2.0593052,2.58355,1.7066964
320,Ba3LaNb3O12,Ib,Ba,44.2,-2.4452646,2.0593052,2.58355,1.7066964
321,Ba3La2Ti2Nb2O12,Ib,Ba,42.8,-1.8594368,1.9544342,2.5030198,1.200003
322,BaLa4Ti4O15,Ib,Ba,45.0,0.26717314,-3.7303567,0.39082736,-0.19007304
323,BaLa3.96Al0.44Ti4O15,Ib,Ba,44.0,0.33183783,-5.01943,-0.9311476,-0.015059892
324,BaPr0.3Bi0.2Nb0.5O3,II,Ba,60.7,-1.1519417,2.3903427,2.3459039,1.1612266
325,BaSm0.3Bi0.2Nb0.5O3,II,Ba,50.8,-0.38007784,1.6493322,2.4055219,0.92033714
326,BaGd0.3Bi0.2Nb0.5O3,II,Ba,47.9,0.023926964,1.3701582,2.407604,0.82515645
327,BaDy0.3Bi0.2Nb0.5O3,II,Ba,48.6,0.46908826,1.0973774,2.3556373,0.71407616
328,BaY0.3Bi0.2Nb0.5O3,Ib,Ba,44.6,-0.86849385,0.39038292,2.72245,0.91117865
329,BaEr0.3Bi0.2Nb0.5O3,Ib,Ba,46.1,-0.6717718,0.32860017,2.641942,0.8635231
330,Ca0.5Nd0.5Zn0.25Ti0.75O3,III,Ca,45.0,0.9985418,-2.1242588,0.3074874,-1.2148501
331,Ba4NdTiNb3O15,Ib,Ba,38.15,-2.4299722,-1.2282113,2.992106,0.60983
332,Ba3Nd2Ti2Nb2O15,Ib,Ba,46.83,-3.173944,0.4935837,2.9199479,1.231758
333,BaSrLa3Ti3NbO15,III,Ba,43.03,-4.8291945,1.260967,2.197934,1.7003715
334,Ba.25Sr0.75La3Ti3NbO15,III,Ba,46.86,-4.80393,1.0862776,2.2989483,1.6616762
335,Ba.5Sr0.5La3Ti3NbO15,Ib,Ba,46.32,-1.9957411,1.2382134,2.3995652,0.66938514
336,Ba.75Sr0.25La3Ti3NbO15,Ib,Ba,47.01,-1.9435138,1.34715,2.405444,0.6909497
337,CaTi0.30Mg0.2333Nb0.4667O3,III,Ca,41.56,1.5948812,1.440954,0.025695395,-1.1833243
338,CaLa4Ti4O15,II,Ca,44.7,1.6621124,-2.9674566,0.101062976,-0.37593612
339,SrLa4Ti4O15,II,Sr,45.1,1.2252865,-3.676987,0.043169416,-0.30533233
340,BaLa4Ti4O15,Ib,Ba,49.1,0.2533908,-4.0729194,0.4340122,-0.23968245
341,Ca2La4Ti5O18,II,Ca,49.3,1.8639989,-2.6249335,0.04008779,-0.5139621
342,CaLa4Ti5O17,II,Ca,55.2,-0.8143648,3.9841793,2.1534603,1.3948236
343,CaLa8Ti9O31,II,Ca,54.9,-1.0528743,3.6864812,2.0493019,1.3195014
344,BaZn0.3167Nb0.6333Zr0.05O3,Ib,Ba,42.0,-1.4358531,-1.4965943,2.3510933,0.08618369
345,Ca0.10Nd0.90Mg0.45Ti0.55O3,III,Ca,42.0,3.1778188,-2.0857124,-0.78741735,-1.3820748
346,CaLa4Ti4O15,II,Ca,43.61,1.5997605,-3.4238017,-0.067793034,-0.36862707
347,CaLa3.5Nd0.5Ti4O15,II,Ca,43.36,1.7102692,-3.1617765,0.07997129,-0.3967622
348,CaMg0.300Ta0.600Ti0.100O3,III,Ca,25.4,4.79822,2.3236246,-3.2416441,1.6722871
349,CaLa3NdTi4O15,II,Ca,43.1,1.7722267,-3.2771556,-0.28141752,-0.5174909
350,Ba4LaTiTa3O15,Ib,Ba,41.1,-2.2238755,-0.8772997,2.911699,0.58509487
351,Ba4LaTiTa3O15,Ib,Ba,41.4,-2.2180197,-0.9008356,2.9107466,0.5783376
352,Ba4LaTiTa3O15,Ib,Ba,42.3,-2.2121062,-0.9243322,2.909658,0.57161295
353,Ba4LaTiTa3O15,Ib,Ba,42.1,-2.2061334,-0.94778657,2.9084399,0.5649231
354,Ba2La3Ti3NbO15,II,Ba,42.83,-2.173437,2.0203092,2.8819797,1.5845326
355,Ba3La2Ti2Nb2O15,Ib,Ba,49.37,-3.3741186,1.0701146,2.7915463,1.4461668
356,Sr4LaTiNb3O15,III,Sr,41.1,-1.4690661,-1.183738,2.7751899,0.20316
357,Sr4LaTiNb3O15,III,Sr,42.2,-1.4678035,-1.2047387,2.7727594,0.19763379
358,Sr4LaTiNb3O15,III,Sr,43.3,-1.4665467,-1.2256627,2.7702441,0.19212838
359,Sr4LaTiNb3O15,III,Sr,43.1,-1.4652972,-1.2465113,2.7676396,0.18664448
360,Ba2La3Ti3NbO15,II,Ba,48.34,-2.8887653,1.9516689,2.8103793,1.699849
361,CaLa2Nd2Ti4O15,III,Ca,42.3,0.80490094,-3.7146692,0.037429705,-0.58190376
362,CaMg0.267Ta0.533Ti0.200O3,III,Ca,28.7,4.067052,2.1730673,-2.7905111,1.2680734
363,CaMg0.233Ta0.467Ti0.300O3,III,Ca,33.6,3.1362014,2.050605,-2.2433834,0.7880241
364,CaMg0.200Ta0.400Ti0.400O3,III,Ca,39.4,1.9767419,1.9693853,-1.6005847,0.22693877
365,Sr0.2Ca0.488Nd0.208Ti0.76Al0.32O3,II,Sr,68.7,-1.0217869,1.7862349,1.3303363,-0.21616198
366,Sr0.2Ca0.488Nd0.208Ti0.68Al0.4267O3,II,Sr,57.5,0.28894544,1.0627811,1.2768263,-0.5286343
367,Ba3LiTa3Ti5O21,Ib,Ba,49.4,-4.1476126,1.5030329,0.9230668,0.853168
368,Ba3LiNb3Ti5O21,Ib,Ba,54.9,-5.6002436,0.3911379,0.53650004,0.63440865
369,Pb0.2Ca0.15La0.5Mg0.5Nb0.5O3,III,Pb,50.0,-0.41450268,4.639554,-1.0812147,-0.91796577
370,La0.66Ni0.01TiO3,II,La,51.4,1.6300459,-0.7197599,0.39948788,-0.36783734
371,La0.6533Ni0.02TiO3,II,La,63.3,-0.04910147,1.26906,1.782737,0.21269377
372,La0.6467Ni0.03TiO3,II,La,69.4,-0.5785938,2.0484874,2.161917,0.45913267
373,La0.6333Ni0.05TiO3,II,La,59.6,-0.25598514,2.0925384,2.4164186,0.46484745
374,La0.6167Ni0.075TiO3,II,La,58.0,0.16661517,1.9347374,2.4806738,0.3905071
375,La0.5667Ni0.15TiO3,II,La,53.3,1.1198885,1.5397954,2.3254375,0.17351235
376,Sr0.2Ca0.488Nd0.208Ti0.84Al0.2133O3,II,Sr,80.1,-2.2580123,2.621112,0.91726494,0.33335885
377,La0.5333Ni0.2TiO3,II,La,50.7,1.6320764,1.3298825,2.1387525,0.049388103
378,La4Ti9O24,II,La,37.0,-0.23530295,3.7636774,2.3226655,1.1977248
379,Nd2Ti2O7,III,Nd,36.0,0.39668852,3.3422801,2.2837365,0.77079827
380,Nd4Ti9O24,III,Nd,37.5,-0.33616027,3.6276622,2.0842757,1.0346737
381,Pb0.2Ca.0667Nb0.5333Ti0.2O3,III,Pb,51.67,-1.7699493,5.294838,-0.39893964,0.73402315
382,Na0.15La0.15Li0.35Sm0.35TiO3,III,Na,117.0,-10.082469,-0.9435352,-3.3449595,-1.3109215
383,CaFe0.27Nb0.27Ti0.46O3,III,Ca,60.0,-1.2631009,1.5256147,0.37699047,-0.9360337
384,CaAl0.23Ta0.23Ti0.54O3,II,Ca,47.0,1.3880447,-0.8646875,0.85894555,-1.0667973
385,CaZn0.2333Nb0.4667Ti0.3O3,III,Ca,51.0,-0.07480468,1.4996071,0.2900863,-1.0289814
386,Ca0.58La0.21Na0.21Fe0.29Nb0.29Ti0.42O3,III,Ca,58.9,-1.3390797,1.6406296,0.2820666,-0.91772753
387,CaMg0.22Nb0.44Ti0.34O3,III,Ca,43.9,0.65946645,1.3989407,0.35726652,-1.1084191
388,Ca0.6La0.2Na0.2Mg0.2Nb0.4Ti0.4O3,III,Ca,52.3,-1.3414997,1.3707243,0.5675015,-0.8112416
389,La2Ti2O7,II,La,47.0,0.037462495,3.418358,2.5653954,1.0304704
390,SrLa3PrTi5O17,II,Sr,57.0,-1.3259039,4.0993648,1.7736105,1.3131913
391,CaMg0.3333Nb0.6667O3,III,Ca,28.0,4.7838297,2.5090578,-2.339113,0.61781824
392,CaTi0.34Mg0.22Nb0.44O3,III,Ca,48.0,1.1994987,1.3888192,0.1744244,-1.1448895
393,CaMg0.183Ta0.367Ti0.450O3,III,Ca,45.1,1.2998321,1.947275,-1.260879,-0.05804829
394,CaMg0.167Ta0.333Ti0.500O3,III,Ca,47.8,0.56659126,1.9381679,-0.9206354,-0.33117005
395,CaMg0.133Ta0.267Ti0.600O3,III,Ca,59.9,-1.1094484,1.9502839,-0.34323624,-0.6904483
396,CaMg0.100Ta0.200Ti0.700O3,III,Ca,73.1,-2.920666,2.16532,-0.21768554,-0.6014672
397,CaMg0.067Ta0.133Ti0.800O3,III,Ca,95.0,-6.4857707,1.3788527,-0.68694556,-0.22221681
398,CaMg0.033Ta0.067Ti0.900O3,III,Ca,121.7,-9.529833,-1.1437598,-1.276166,-0.28717545
399,Ba0.8Sr0.2La4Ti4O15,Ib,Ba,46.8,0.28127295,-4.0020456,0.47860655,-0.2756902
400,Ba0.6Sr0.4La4Ti4O15,Ib,Ba,45.7,0.49697948,-3.9862633,0.3296582,-0.29161203
401,Ba0.4Sr0.6La4Ti4O15,II,Ba,45.4,1.0625358,-3.547311,0.306269,-0.2715198
402,Ba0.2Sr0.8La4Ti4O15,II,Ba,46.1,-0.47328055,-4.522305,0.4964378,-0.33917633
403,Ba0.8Ca0.2La4Ti4O15,Ib,Ba,47.7,0.396312,-3.9178169,0.47742158,-0.28635243
404,CaTi0.2Mg0.2667Nb0.5333O3,III,Ca,36.0,2.6652553,2.08809,-1.22038,-0.41285643
405,Ba0.6Ca0.4La4Ti4O15,II,Ba,48.9,1.0863876,-3.3209143,0.47040355,-0.266416
406,Ba0.2Ca0.8La4Ti4O15,II,Ba,49.5,1.1264861,-3.2500267,0.46794975,-0.33074108
407,Ba0.2Sr0.8La4Ti4O15,II,Ba,40.8,1.045477,-3.622296,0.24930511,-0.2939175
408,Ba0.2Sr0.8La4Ti4.20O15,II,Ba,46.4,1.0359224,-4.1670732,-0.26293245,-0.30220318
409,SrGa0.5Nb0.5O3,Ib,Sr,33.4,-0.57449496,-2.5109732,1.769403,-0.18840405
410,SrGa0.45Nb0.45Ti0.1O3,Ib,Sr,36.6,-1.400956,-2.9016707,2.1342092,-0.31097358
411,SrGa0.4Nb0.4Ti0.2O3,Ib,Sr,40.4,-2.09853,-3.0995882,2.4643326,-0.2762084
412,SrGa0.35Nb0.35Ti0.3O3,Ib,Sr,46.6,-2.8122907,-3.246646,2.749257,-0.19833189
413,CaTi0.8Mg0.0667Nb0.1333O3,III,Ca,109.0,-8.423264,-0.13135596,-0.91298705,-0.17301644
414,CaTi0.6Mg0.1333Nb0.2667O3,III,Ca,68.0,-2.5781336,1.7745727,0.2139034,-0.7376811
415,CaTi0.4Mg0.2Nb0.4O3,III,Ca,54.0,0.33440372,1.788978,-0.26425338,-0.91488224
416,Ba0.4Ca0.6La4Ti4O15,II,Ba,48.9,1.0879197,-3.2882104,0.48664677,-0.2963297
417,La6ZnTi5O18,III,La,40.8,1.2827219,-5.3236275,-2.023013,0.30585918
418,Sr2La4Ti5O18,II,Sr,48.0,1.0617948,-4.0017033,-0.10891246,-0.26991823
419,CaLi0.3Nb0.6Sn0.1O3,III,Ca,25.2,3.0107045,4.806139,-1.1854446,0.16483445
420,CaLi0.2833Nb0.5667Sn0.15O3,III,Ca,24.8,3.190079,4.874003,-1.2796494,0.22062816
421,CaLi0.2667Nb0.5333Sn0.2O3,III,Ca,23.3,3.2374625,5.1615496,-1.5075818,0.35722116
422,CaLi0.2333Nb0.4667Sn0.3O3,III,Ca,22.6,3.5310974,5.12188,-1.6425552,0.45708436
423,CaLi0.3Nb0.6Sn0.1O3,III,Ca,25.4,3.006816,4.7750278,-1.1792961,0.16021542
424,CaLi0.2833Nb0.5667Sn0.15O3,III,Ca,24.9,3.1868062,4.8425508,-1.2745727,0.2159561
425,CaLi0.2667Nb0.5333Sn0.2O3,III,Ca,23.9,3.2336748,5.1343746,-1.5034728,0.35306513
426,CaLi0.2333Nb0.4667Sn0.3O3,III,Ca,23.5,3.5282755,5.0947776,-1.64005,0.4533192
427,CaLa0.5Nb0.5O3,III,Ca,23.3,3.114916,0.8262639,-0.56820935,-0.8018342
428,CaPr0.5Nb0.5O3,III,Ca,24.2,3.3091953,0.9757836,-0.52511615,-1.0166694
429,CaNd0.5Nb0.5O3,III,Ca,24.5,3.4500825,1.1353385,-0.5611976,-1.0252429
430,CaSm0.5Nb0.5O3,III,Ca,24.7,3.633395,1.302419,-0.5686862,-1.1328689
431,CaEu0.5Nb0.5O3,III,Ca,25.0,3.702625,1.3125854,-0.5411609,-1.2329391
432,CaGd0.5Nb0.5O3,III,Ca,25.5,3.7865314,1.4068437,-0.58949405,-1.2054214
433,CaTb0.5Nb0.5O3,III,Ca,26.5,3.8493617,1.4301786,-0.5668463,-1.3006257
434,CaDy0.5Nb0.5O3,III,Ca,32.0,3.8451962,2.3981183,-0.9924255,-1.1308961
435,CaHo0.5Nb0.5O3,III,Ca,31.4,3.9231775,2.4903662,-1.0073032,-1.1730393
436,CaY0.5Nb0.5O3,III,Ca,31.0,3.7619627,2.369708,-0.79692024,-1.2866969
437,CaEr0.5Nb0.5O3,III,Ca,30.5,4.0136476,2.5828085,-1.0209655,-1.217317
438,CaYb0.5Nb0.5O3,III,Ca,30.0,4.0909395,2.631573,-1.0014312,-1.2912526
439,CaIn0.5Nb0.5O3,III,Ca,29.6,4.868609,2.1932008,-1.7153414,0.094112806
440,Ba2CaWO6,Ia,Ba,22.8,3.0560603,3.0570102,0.32585233,0.16562647
441,Ba2Ca0.975Sr0.025WO6,Ia,Ba,23.9,2.993,3.0379112,0.3187541,0.14870882
442,CaLi0.3333Nb0.6667O3,III,Ca,29.6,2.9467282,4.954281,-0.7729468,0.08065118
443,CaLi0.1667Nb0.3333Ti0.5O3,III,Ca,55.2,-2.7581048,4.6110144,-0.67747283,0.244916
444,CaLi0.2333Nb0.4667Ti0.3O3,III,Ca,44.7,-0.24904394,5.2018337,-0.69733214,-0.12158751
445,CaLi0.2667Nb0.5333Ti0.2O3,III,Ca,38.6,0.8692021,5.4901414,-0.9178815,-0.022471925
446,La0.5Na0.5Mg0.5W0.5O3,III,La,20.76,2.6748347,0.31719807,-0.609121,-0.4672224
447,La0.5Na0.5Mg0.5W0.5O3,III,La,18.6,2.6718404,0.26258367,-0.6107485,-0.47366646
448,Ca5Nb2Ti0.2Zr0.8O12,III,Ca,34.0,0.7717728,4.260388,0.20544942,-0.2892218
449,Ca5Ta2Ti0.7Zr0.3O12,III,Ca,36.0,1.3751956,4.3878837,-0.23593168,0.10586003
450,Nd2Sn2O7,III,Nd,17.0,4.3966703,2.7535017,-1.0308847,0.4988856
451,NdMg0.5Sn0.4Ti0.1O3,III,Nd,21.1,4.5529995,-0.21773611,-1.2619666,-1.1043863
452,BaTi0.6Zn0.2W0.2O3,Ib,Ba,71.2,-7.8456545,-1.4119083,1.2551816,0.8445422
453,BaTi0.5Zn0.25W0.25O3,Ib,Ba,25.4,-2.6556237,-5.951727,-1.039845,1.8482164
454,BaTi0.45Zn0.275W0.275O3,Ib,Ba,22.9,-1.4616256,-5.7018967,-1.556236,1.7875991
455,BaTi0.4Zn0.3W0.3O3,Ib,Ba,21.2,-0.53657466,-5.0666313,-1.5238926,1.5365123
456,BaTi0.35Zn0.325W0.325O3,Ib,Ba,22.1,0.24972907,-4.253996,-1.2793698,1.2828526
457,Ba2Ca0.95Sr0.05WO6,Ia,Ba,24.0,2.8073409,2.711243,0.24750176,0.04733063
458,BaTi0.3Zn0.35W0.35O3,Ib,Ba,26.4,0.8975802,-3.4374475,-1.0114328,1.0904287
459,BaTi0.1Zn0.45W0.45O3,Ib,Ba,33.0,2.4493158,-0.98099625,-0.4701585,0.87246376
460,BaHfO3,Ia,Ba,24.1,2.0179217,-3.0797384,-0.3700501,-0.36126772
461,SrHfO3,III,Sr,23.5,0.014551055,-4.489978,-0.9739245,0.43270254
462,CaHfO3,III,Ca,21.4,4.075017,-0.23479475,-1.968465,0.31979775
463,YMg0.5Ti0.5O3,III,Y,22.0,3.7122567,-1.2989533,-0.83500457,-1.2536913
464,La.6667MgTaO6,III,La,22.5,3.2266862,3.738364,-1.0174034,-0.9826492
465,CaLi0.2333Nb0.4667Sn0.3O3,III,Ca,22.6,3.38227,4.7921515,-1.7493798,0.5447081
466,CaLa0.5Ta0.5O3,III,Ca,23.0,3.49031,1.1994205,-1.2376145,-0.23416902
467,CaLi0.333Nb0.667O3,III,Ca,29.6,2.8104827,5.251065,-0.8778185,0.17949189
468,CaLi0.3167Nb0.6333Ti0.05O3,III,Ca,32.4,2.55864,4.83656,-0.9772494,-0.11988574
469,CaLi0.3Nb0.6Ti0.1O3,III,Ca,34.6,2.032255,5.0079985,-0.8605938,-0.16352907
470,BaTi0.2Zn0.4W0.4O3,Ib,Ba,31.4,1.8330822,-2.0222495,-0.6256532,0.88673633
471,Ba2Ca0.9Sr0.1WO6,Ia,Ba,23.5,3.4552238,3.2253993,0.20781668,0.0031443806
472,Ba2Ca0.75Sr0.25WO6,Ia,Ba,23.4,3.4441445,3.1825607,0.20563184,-0.020251598
473,Ba2Ca0.5Sr0.5WO6,Ia,Ba,23.3,3.4119258,3.0821266,0.19914055,-0.062023908
474,BaZn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,Ib,Ba,24.9,0.5703816,-0.7640825,0.10533633,-0.919251
475,Ba0.5Sr0.5Zn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,Ib,Ba,26.3,-0.44868374,-1.6232562,1.1648413,-0.5951092
476,LaCo0.5Ti0.5O3,III,La,30.0,2.618033,-3.6477885,-1.6543906,-0.5387521
