y,width,label,ref_line_value,ref_line_label
0,-0.09714949131011963,Pb,0.0,
1,0.007969081401824951,Ba,,
2,0.4338180422782898,Sr,,
3,0.6099848747253418,Ca,,
4,0.8486471176147461,La,,
