scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y,scatter5_x,scatter5_y
,,0.23115496,1.0103077,,,3.1960459,-2.0985265,,,,
,,-3.0516496,1.806554,,,-1.9585385,0.45305172,,,,
,,-0.9130916,0.7715689,,,2.0147233,0.42627284,,,,
,,-1.1969508,-1.0011388,,,3.0994806,0.7360909,,,,
,,-1.0209237,0.5248587,,,3.1695073,1.710325,,,,
,,0.071104355,-4.325867,,,3.843445,0.94928837,,,,
,,1.074124,-4.464113,,,0.47800443,0.2543876,,,,
,,-2.848819,1.3414353,,,-1.1691413,1.7211986,,,,
,,-4.330584,1.0716399,,,-0.6412924,4.8631024,,,,
,,1.7965788,1.6973978,,,1.6468523,-1.2600085,,,,
,,-4.330584,1.0716399,,,2.0727847,-1.1040716,,,,
,,-1.4447061,0.9017647,,,1.8201627,-0.27363858,,,,
,,-1.3483937,-0.5545797,,,-0.5844156,-2.2239377,,,,
,,-2.5552223,-1.222462,,,2.3071077,-1.0281136,,,,
,,1.8062431,1.6483339,,,0.08376003,-0.638953,,,,
,,1.1034881,0.9520585,,,1.5396605,-3.5692313,,,,
,,1.8820882,1.342839,,,1.3995051,-3.8328705,,,,
,,1.0485982,0.9262617,,,2.5259988,-0.98512596,,,,
,,0.75199014,4.07201,,,-0.89473444,2.0391707,,,,
,,-0.90901285,3.682978,,,1.1258012,-1.5613521,,,,
,,0.9299698,0.95744216,,,0.49301276,-0.48621073,,,,
,,1.9040034,0.94647247,,,1.8877083,-0.32552698,,,,
,,-0.02242543,-2.5637898,,,-0.32203037,0.9676283,,,,
,,1.8110081,1.5030904,,,-1.0595713,3.2437694,,,,
,,-0.8507227,-2.028094,,,1.4553076,-0.30128357,,,,
,,0.9929805,0.7628638,,,-0.48307315,-0.8711083,,,,
,,1.031639,0.56605595,,,1.1355538,-0.59434855,,,,
,,1.7815287,0.95930684,,,-0.9756642,0.92421275,,,,
,,-1.3150567,0.9117825,,,1.5157714,-1.2388675,,,,
,,-0.277164,3.1576033,,,0.5632659,1.3164359,,,,
,,-1.0370014,2.6744816,,,1.8152716,-0.3987071,,,,
,,-1.6473142,-2.9264047,,,1.518241,0.2046789,,,,
,,-0.69768906,-1.0602905,,,0.57816404,4.5963316,,,,
,,-1.1652328,1.9631879,,,3.711115,2.2553215,,,,
,,-1.5310988,-1.6400253,,,0.7192401,4.8513045,,,,
,,-0.6854187,-1.4695718,,,3.8131669,-1.1928216,,,,
,,-0.8361326,-1.2791011,,,-0.14644408,-0.9517182,,,,
,,1.8834002,0.9921594,,,1.31337,-3.924912,,,,
,,0.8266967,1.8001736,,,-0.24683657,4.3531823,,,,
,,0.981183,0.45365864,,,0.2066651,4.354477,,,,
,,0.9166473,1.3093095,,,2.6602564,-1.2875856,,,,
,,-0.23553886,2.9359126,,,-1.4153637,-3.512606,,,,
,,0.962958,1.348332,,,1.8464863,-0.92957497,,,,
,,-1.3160173,-1.7977352,,,2.0028775,-1.2964803,,,,
,,-0.69768906,-1.0602905,,,-0.63084805,4.327895,,,,
,,-1.6033182,-2.189195,,,1.1044548,4.705778,,,,
,,-0.057115775,-3.635449,,,3.0021086,-2.2850025,,,,
,,-4.516381,1.1556921,,,3.1935787,1.7544582,,,,
,,-7.7132854,-0.25073853,,,0.9237141,-3.785826,,,,
,,-6.7401376,0.037423182,,,-0.798143,2.4770606,,,,
,,-4.133934,-1.6761216,,,1.3995051,-3.8328705,,,,
,,-4.4946666,0.28774425,,,2.6759458,-1.1182342,,,,
,,-4.6217833,3.053848,,,2.2673852,-1.4683088,,,,
,,-3.6486995,0.80596256,,,2.490131,1.5390491,,,,
,,-2.0641098,-1.7357575,,,1.1616278,-0.46662208,,,,
,,-1.3530906,0.61990327,,,-9.837773,-0.44617754,,,,
,,-0.6159046,1.3035756,,,-6.7765474,0.1793208,,,,
,,-6.060613,0.008536502,,,-7.219916,0.06532168,,,,
,,-3.9187527,0.22489318,,,-9.86047,-0.1290488,,,,
,,-1.7839868,2.184251,,,-7.7866573,0.17449003,,,,
,,-5.9824276,-1.7532268,,,-7.04917,-0.021629147,,,,
,,-0.010480605,0.8308777,,,-8.412388,-1.2204592,,,,
,,1.9335544,-2.244084,,,-6.2458444,1.3174481,,,,
,,3.8996797,-0.35943186,,,-8.803548,-1.6162528,,,,
,,2.8580527,-2.2708035,,,-9.273097,-1.2743584,,,,
,,2.1659749,-2.6331284,,,-8.623891,-1.061555,,,,
,,-1.0272336,-5.226979,,,-6.620036,0.069983624,,,,
,,1.7560524,-3.2754092,,,-4.8638415,1.3380684,,,,
,,2.0043721,-2.7169702,,,-5.079477,1.6020255,,,,
,,3.4739416,-1.9114797,,,-8.876225,0.19354247,,,,
,,1.0150757,-3.3388588,,,-9.753994,-2.8713217,,,,
,,3.8869226,-0.40566579,,,-9.866746,-1.2489384,,,,
,,0.41165522,-1.0117625,,,-8.681084,-2.8207617,,,,
,,3.4493604,-2.3331926,,,-10.038125,-2.4413388,,,,
,,0.08157671,-3.081211,,,-9.1370535,-2.9348004,,,,
,,-1.9585799,-5.0847535,,,-9.516928,-1.8893778,,,,
,,1.487806,-2.3562858,,,-9.905848,-2.0966437,,,,
,,1.7463206,-2.5303009,,,-9.86638,-1.9275155,,,,
,,1.5291278,-2.9755452,,,-9.383335,-0.37789053,,,,
,,1.5262746,4.531477,,,-10.050423,-1.4518193,,,,
,,-3.0695379,-5.6087813,,,-9.843083,-1.0741323,,,,
,,0.87372535,-1.8768798,,,-9.942438,-1.5972049,,,,
,,3.4739437,-1.9298764,,,-9.913997,-2.4599962,,,,
,,1.593937,-0.7600736,,,-9.950057,-2.8923998,,,,
,,4.91053,-1.4676644,,,-9.929065,-2.9266362,,,,
,,1.4561828,-4.9153523,,,-9.850782,-1.2304171,,,,
,,4.1999364,-1.8374629,,,-9.860518,-1.3311127,,,,
,,0.4676763,-5.021439,,,-9.880947,-1.5697848,,,,
,,4.1999364,-1.8374629,,,-9.974446,-1.4438078,,,,
,,3.8017206,4.0048656,,,-1.3582158,-0.13756053,,,,
,,3.8730068,-0.45528665,,,-0.947838,3.7490304,,,,
,,1.3180283,-5.012294,,,-0.9756642,0.92421275,,,,
,,0.65908366,-4.733923,,,-3.0409307,4.435736,,,,
,,-0.067611896,-4.7022734,,,-3.0409307,4.435736,,,,
,,1.3137162,-4.9363866,,,-0.9520817,3.761849,,,,
,,0.97762597,-5.1065617,,,-2.388059,5.2497716,,,,
,,1.1409093,-5.052465,,,0.73048687,-0.53438425,,,,
,,1.4580477,-4.8763757,,,0.507252,-0.6715058,,,,
,,1.0523373,-5.123215,,,-0.17617616,-1.7926427,,,,
,,1.1451527,-5.0909915,,,0.71445227,1.2241534,,,,
,,0.97762597,-5.1065617,,,1.2981954,-0.9704159,,,,
,,-0.55938405,-1.6436,,,-1.0101578,-1.6955361,,,,
,,4.3350444,4.522885,,,-2.8765686,-0.9008127,,,,
,,4.2683396,-3.1416962,,,-3.127202,0.7588227,,,,
,,3.9321306,-0.23787892,,,-1.14171,0.077407196,,,,
,,-0.794889,-5.1580048,,,-0.55840105,1.2015586,,,,
,,-0.2954017,-5.1008916,,,1.153452,1.7228284,,,,
,,1.8149678,-3.047885,,,-4.3038144,3.383916,,,,
,,3.8373544,-1.6192205,,,-1.3777378,-1.6777518,,,,
,,3.5387442,-1.752442,,,-3.127202,0.7588227,,,,
,,2.4936345,-2.2415435,,,2.9570665,4.551021,,,,
,,0.7005346,-5.234753,,,4.942539,1.157655,,,,
,,4.7120976,-1.6206948,,,3.7685983,0.92940193,,,,
,,4.722315,-1.4720892,,,3.8932178,1.0705436,,,,
,,0.82951874,0.24872498,,,3.3673131,4.9803643,,,,
,,1.9352239,0.6011339,,,3.5584936,0.76982963,,,,
,,-2.3443615,-2.648017,,,1.8119031,-1.8405741,,,,
,,-0.76149017,-2.9327142,,,4.466871,1.5527402,,,,
,,0.22729391,-3.5344253,,,4.1249638,1.2532936,,,,
,,-1.5414836,-2.8832076,,,4.303579,1.4544497,,,,
,,-0.17896798,2.4276173,,,3.2309167,1.9020476,,,,
,,2.0093439,-2.0285575,,,3.8783102,1.0090278,,,,
,,1.7032784,-1.9388142,,,4.5219746,1.6146892,,,,
,,0.981183,0.45365864,,,2.6784592,4.3402257,,,,
,,-0.49808237,-2.8327901,,,4.063642,1.2246848,,,,
,,0.15223396,-1.5316073,,,2.2009795,3.8270338,,,,
,,0.8735655,-1.8102915,,,3.565947,0.81169856,,,,
,,0.71987575,-2.9078126,,,3.6022546,1.3600693,,,,
,,1.9765569,-0.6389701,,,3.1080894,3.1011944,,,,
,,1.7966723,0.21556099,,,4.5152774,1.80192,,,,
,,0.96953905,-0.601155,,,3.6695952,-0.7179658,,,,
,,0.2955688,0.3916555,,,3.141724,0.87930983,,,,
,,1.8545921,0.74444765,,,4.080647,1.4320977,,,,
,,-0.33845162,-1.5955173,,,3.9006038,1.1161683,,,,
,,0.26291233,-3.530525,,,3.442802,1.185997,,,,
,,0.021207491,1.9646552,,,1.4606469,4.1174126,,,,
,,-0.6518964,-1.8449647,,,1.3597194,-2.6314156,,,,
,,-0.90518826,-2.7674367,,,3.968634,1.7421386,,,,
,,0.23351525,1.798801,,,0.29396185,4.81869,,,,
,,-0.76694787,-2.9715881,,,1.6503545,-1.3193456,,,,
,,0.9476983,1.150185,,,0.44397688,4.480318,,,,
,,1.4911073,-2.3478022,,,-0.29714444,4.3569665,,,,
,,-0.7655347,-2.8346238,,,0.98036474,-0.017919641,,,,
,,0.23381284,-3.523766,,,4.387209,1.4932556,,,,
,,-1.3932998,-2.0286741,,,2.6317139,4.5097275,,,,
,,1.8820882,1.342839,,,4.189325,1.3216418,,,,
,,-0.52670383,-3.614265,,,2.6904495,4.7562604,,,,
,,0.07928198,-3.9022462,,,3.4102614,1.6235596,,,,
,,3.871363,-0.5133443,,,4.387209,1.4932556,,,,
,,1.2198037,-2.2194874,,,2.674372,0.88381773,,,,
,,1.0578827,-2.549889,,,4.3222027,1.4353279,,,,
,,1.7560524,-3.2754092,,,1.1905824,-3.593533,,,,
,,-3.4233918,-5.175391,,,2.2887154,-1.91903,,,,
,,2.8131742,-1.267721,,,2.5637991,-1.963032,,,,
,,1.7651235,-2.4998264,,,2.0716283,4.3721666,,,,
,,1.1080604,3.0573235,,,2.9468074,4.923433,,,,
,,1.8622526,0.94678754,,,2.4691374,4.76959,,,,
,,2.5304306,-1.5386486,,,,,,,,
,,1.0513344,-2.5628853,,,,,,,,
,,0.888319,-2.4205534,,,,,,,,
,,0.61421525,-2.3568869,,,,,,,,
,,2.2034388,-1.5919076,,,,,,,,
,,-3.3385186,-5.1039257,,,,,,,,
,,3.8683472,-0.5663365,,,,,,,,
,,-1.7572583,0.59329516,,,,,,,,
,,1.360504,-2.437895,,,,,,,,
,,0.8530156,-2.0951223,,,,,,,,
,,2.8131742,-1.267721,,,,,,,,
,,0.9552093,-2.53142,,,,,,,,
,,1.5354203,-2.104844,,,,,,,,
,,0.8704569,-0.5866099,,,,,,,,
,,1.8007084,-2.9343395,,,,,,,,
