scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y,scatter5_x,scatter5_y
-2.4280772,7.5066075,0.20515014,-2.6844711,-7.2689633,-1.0653913,2.265198,-0.6795067,-0.18861099,0.25243625,4.0376334,-1.5969977
-0.9244416,7.3611073,1.1680453,-2.0793488,-9.473731,-2.9223955,3.112444,-0.60648805,0.80214566,-0.59519666,3.0273337,-3.0420237
-2.782315,7.333837,1.2813852,-2.1759434,-10.084766,-3.727005,-0.36170653,-1.3661705,3.0979671,-1.3344487,2.8286705,-3.0790632
-9.600065,-1.0539117,1.5542109,-2.0308812,-9.868431,-3.445719,0.6302412,4.748989,3.3199437,-1.5183982,3.4332309,-2.0467215
-9.856022,-1.4129304,2.6729388,-1.6559907,-0.77887464,4.072013,-1.2208827,4.8326426,-1.3928937,2.8440654,3.4016452,-2.0085588
-8.368009,-1.8796023,0.26430896,0.477425,-1.1495192,3.8690264,-1.270731,4.8294578,-1.2203834,2.6463199,2.9085844,-3.0765092
-5.742191,-2.1696017,1.364498,1.2968853,1.2252865,-3.676987,-1.3163557,4.8431654,-1.034584,2.3871918,3.997316,-1.304434
-9.739543,-0.9365997,-1.7718136,2.080139,-1.4690661,-1.183738,-1.3569818,4.8584647,-0.7871964,1.8242807,4.8730464,-0.28187686
-9.868161,-0.36512792,-1.7256548,-1.6865934,-1.4678035,-1.2047387,-0.09112746,-0.24686986,-0.5716426,1.5381352,4.856273,-0.3294456
-10.017868,1.2089393,0.22604018,-1.4032748,-1.4665467,-1.2256627,-1.4478585,0.445527,-0.18861099,0.25243625,4.810963,0.22576775
-4.052034,7.3618407,0.10106038,-1.2455337,-1.4652972,-1.2465113,0.24830982,5.5273576,0.7999507,-0.57592434,4.820917,0.10368214
-3.3134208,7.6107244,-3.1247852,-0.7811711,-1.0217869,1.7862349,1.9521478,5.0103464,3.0979671,-1.3344487,5.0464277,0.21279109
-2.618394,7.694302,-1.917963,-0.4367406,0.28894544,1.0627811,-1.161959,0.20445335,3.3199437,-1.5183982,3.856166,-2.327149
-2.2857785,7.6653767,-1.1549475,-1.0524384,-2.2580123,2.621112,0.8634874,-0.41092137,3.0996835,-1.3150584,1.9305483,-1.5292121
-1.1526726,5.708822,-1.2158865,-1.7072766,-1.3259039,4.0993648,0.8272009,-0.4502295,3.0996835,-1.3150584,-0.15820768,3.1643622
-8.934166,0.7055998,-1.190003,-2.1157084,-0.57449496,-2.5109732,0.7320083,-0.5467238,3.0988882,-1.3247173,-0.03545455,2.5327764
-9.998827,1.450334,-1.0997741,-2.404811,-1.400956,-2.9016707,0.6315804,-0.64023423,3.0988882,-1.3247173,1.2303542,3.132963
-2.893654,7.648899,-0.96561027,-2.5427964,-2.09853,-3.0995882,1.7261671,-0.6235523,3.0979671,-1.3344487,0.44817635,2.4704025
-2.193728,7.5609803,0.5095994,-4.1041446,-2.8122907,-3.246646,1.7004249,-0.66906744,3.0979671,-1.3344487,3.8030357,-0.83486885
-1.8427811,7.434944,-2.7254024,1.6828322,1.0617948,-4.0017033,1.6294951,-0.7817842,3.0969243,-1.3442535,3.1473703,-2.0861712
