x,y
3.4739437,-1.9298764
1.593937,-0.7600736
2.8932595,0.13699155
2.2009795,3.8270338
4.91053,-1.4676644
1.4561828,-4.9153523
4.1999364,-1.8374629
0.4676763,-5.021439
2.7343068,-3.072544
4.1999364,-1.8374629
1.9821999,-2.6784997
3.2814984,-2.0850158
0.2088983,-4.775153
3.8017206,4.0048656
3.8730068,-0.45528665
4.729084,0.11409656
1.3180283,-5.012294
2.9385297,-3.0520668
-10.19097,1.2246646
0.65908366,-4.733923
-0.067611896,-4.7022734
1.3137162,-4.9363866
4.5059056,-0.36058414
0.97762597,-5.1065617
1.1409093,-5.052465
1.4580477,-4.8763757
1.0523373,-5.123215
1.1451527,-5.0909915
2.7927842,-3.250071
3.3954034,3.225911
0.97762597,-5.1065617
-0.55938405,-1.6436
3.565947,0.81169856
4.3350444,4.522885
2.6639965,-2.0987785
4.2683396,-3.1416962
1.1916149,-2.2525494
3.7796984,0.8699387
3.6022546,1.3600693
3.1080894,3.1011944
3.9321306,-0.23787892
4.232527,-0.71798706
-0.794889,-5.1580048
4.5152774,1.80192
2.3902411,-2.3215022
3.6695952,-0.7179658
-0.2954017,-5.1008916
0.15535516,-2.805914
3.141724,0.87930983
4.5628953,-0.18443803
4.080647,1.4320977
1.8149678,-3.047885
3.9006038,1.1161683
3.442802,1.185997
3.8373544,-1.6192205
0.82401,-3.3670385
3.5387442,-1.752442
2.4936345,-2.2415435
0.7005346,-5.234753
4.7120976,-1.6206948
4.722315,-1.4720892
0.82951874,0.24872498
1.7127842,0.4002906
2.0522587,0.3270042
1.146481,-2.6224363
1.9352239,0.6011339
-2.3443615,-2.648017
-0.76149017,-2.9327142
0.22729391,-3.5344253
0.5918158,-0.07492784
-1.5414836,-2.8832076
-0.17896798,2.4276173
2.0093439,-2.0285575
1.4606469,4.1174126
1.3597194,-2.6314156
1.195632,0.09257425
1.7032784,-1.9388142
-0.5926617,-3.979442
2.8887694,2.5019267
0.981183,0.45365864
3.968634,1.7421386
1.7906342,0.11075514
1.3859789,-0.44492725
1.1936668,-0.44090483
-0.49808237,-2.8327901
1.4308442,-0.53218365
0.15223396,-1.5316073
0.8735655,-1.8102915
0.71987575,-2.9078126
1.7966723,0.21556099
1.9765569,-0.6389701
1.7966723,0.21556099
0.29396185,4.81869
0.96953905,-0.601155
0.2955688,0.3916555
1.8545921,0.74444765
1.204125,5.876216
-0.33845162,-1.5955173
1.0532067,0.19224839
1.6503545,-1.3193456
0.44397688,4.480318
0.26291233,-3.530525
-1.7286814,1.8423988
1.5319891,-2.7695246
1.1444095,-3.6708508
0.9184494,-0.082086235
0.021207491,1.9646552
-0.5603162,-3.8127544
-0.6518964,-1.8449647
-0.90518826,-2.7674367
0.23351525,1.798801
3.500112,-1.4095329
-0.76694787,-2.9715881
0.9476983,1.150185
1.25076,-0.17973302
1.4911073,-2.3478022
-0.33813116,-2.5249467
-0.7655347,-2.8346238
-0.29714444,4.3569665
0.23381284,-3.523766
0.98036474,-0.017919641
-1.3932998,-2.0286741
1.8820882,1.342839
-0.52670383,-3.614265
0.07928198,-3.9022462
2.2304065,-4.061208
3.871363,-0.5133443
4.387209,1.4932556
2.4742365,-2.9406495
1.2198037,-2.2194874
1.0578827,-2.549889
2.1410894,-0.38510862
1.7560524,-3.2754092
2.6317139,4.5097275
0.8798274,0.34931085
-3.4233918,-5.175391
2.8131742,-1.267721
2.460381,-3.3077416
2.3019216,-1.2048119
2.2710536,-0.6137125
4.189325,1.3216418
0.7428702,0.41907766
2.0474987,-1.5993922
2.4857032,-2.926543
1.9579043,0.09257987
1.7651235,-2.4998264
3.6653605,-2.4636848
2.6904495,4.7562604
1.1080604,3.0573235
1.8622526,0.94678754
1.9175401,-2.0641332
2.5304306,-1.5386486
3.4102614,1.6235596
1.0513344,-2.5628853
4.387209,1.4932556
2.2316148,-0.48729053
2.674372,0.88381773
1.3095511,-0.43548575
4.3222027,1.4353279
2.3288991,-3.6329463
-0.5959396,-3.5162222
1.4363663,-0.927894
1.1905824,-3.593533
2.2887154,-1.91903
2.5637991,-1.963032
0.888319,-2.4205534
0.61421525,-2.3568869
2.2034388,-1.5919076
2.0716283,4.3721666
-3.3385186,-5.1039257
3.8683472,-0.5663365
-1.7572583,0.59329516
1.9561387,-0.010851476
1.4814957,0.15877602
1.360504,-2.437895
0.8530156,-2.0951223
2.9468074,4.923433
2.8131742,-1.267721
0.9552093,-2.53142
1.5354203,-2.104844
1.2325274,3.2083611
0.8704569,-0.5866099
2.4691374,4.76959
1.8007084,-2.9343395
1.0080281,2.7276287
2.3373647,-0.06086856
-10.31482,-3.9248967
