x,y
3.801532,-2.806957
3.1154053,0.3752115
3.550626,0.6127687
4.0376334,-1.5969977
3.0273337,-3.0420237
2.8286705,-3.0790632
3.4332309,-2.0467215
3.4016452,-2.0085588
2.9085844,-3.0765092
4.0004506,4.346702
3.6965985,3.5214522
4.4810133,4.5750027
3.7310636,3.891128
3.9728878,-2.066779
4.2770066,-2.292125
3.9123693,-0.93723065
2.653183,-2.9008389
2.2726777,-3.2788181
2.2142458,-2.2083292
4.0327997,-0.44274342
4.0472703,-0.39308503
4.0970855,-1.4220071
3.997316,-1.304434
1.4073981,-4.9480658
0.6374866,-5.018894
1.7183856,-4.9976144
4.657845,-1.6854346
3.149955,-2.077081
2.927008,-3.248714
1.9180532,-4.220125
1.3892684,-4.946362
0.9377899,-4.8438406
0.32830292,-5.1164503
-1.1259612,-4.985579
-2.9258134,-4.788642
-6.4217687,-2.1791809
4.060547,-0.34681398
1.5975648,-4.8634796
1.7586998,-4.755975
1.3208514,-4.8934355
1.4724487,-4.8634224
1.7955189,-4.681238
1.6628911,-4.7172236
1.2074785,-4.9937673
1.0853817,-5.0776443
0.013088144,-5.223313
-0.57485634,-5.0828867
-0.4161551,-4.971297
1.442,-4.9361024
4.0943747,-0.22514804
4.0372853,-0.42750663
4.0347586,-0.3954968
4.8730464,-0.28187686
4.856273,-0.3294456
1.2095646,-2.9663882
1.0023102,-3.2211375
1.0375282,-3.2846413
1.0597826,-3.2847989
3.1238475,-1.6038487
5.056886,-1.2847193
4.8271394,-0.8442631
4.8113194,-0.8935864
4.794746,-0.9427671
4.2877407,0.30256572
3.4191332,3.3112705
4.202136,1.9342222
4.0845757,1.9467033
4.078156,1.9044676
3.9522731,2.0502427
3.545669,0.56169415
3.5401368,0.5100538
4.8471756,-1.3764943
3.119984,0.4285198
2.5056024,-0.22619969
1.8337883,0.11494145
4.8245225,0.5512185
4.8534517,-1.1341801
4.810963,0.22576775
4.820917,0.10368214
5.0464277,0.21279109
-0.5448935,0.19305891
-1.5293084,0.19943304
0.5397544,0.24414645
0.057676006,-1.7915657
0.06898294,-0.9632054
-0.05751365,-0.046114184
2.2655354,-0.028309671
1.7171048,-0.013381498
3.141188,0.31128827
3.2531521,0.36670077
3.5103443,0.39334384
3.3996384,0.28163156
3.6759443,0.41985384
3.807243,0.472155
4.1124363,0.44940856
0.9494156,0.28920433
1.3504624,0.1734809
1.5424587,-0.14511757
0.6588099,-2.3642442
2.2011998,-0.60468
3.856166,-2.327149
2.9100077,0.18235458
1.8509457,-2.6566668
1.5777749,2.4842553
2.6408749,2.1723995
3.0891945,1.2090013
1.5822514,2.4962723
2.6929736,2.2867846
3.125739,1.3230679
1.7482963,3.282357
3.0257092,3.0809863
3.449667,1.7293216
3.429727,2.7332404
3.700612,1.5984724
2.3937047,2.436925
3.1940331,2.209359
3.5031304,1.3343151
2.9779205,1.4558097
3.8891547,1.4758079
4.0217924,0.9518217
2.301419,3.0341995
2.578162,3.117645
0.70423096,0.4837661
0.8873842,0.614133
0.8806997,1.3466191
1.0525947,0.93413514
1.1297084,1.0674571
1.2319577,0.5708971
1.3748345,0.3428344
1.4386613,0.07678481
1.66871,-0.27546224
2.0385306,-0.51251304
2.0993717,-0.95451325
1.5238683,-1.9277903
0.2694748,-1.8524816
-0.014838549,-2.4343681
-0.10365998,-3.0640903
0.59977055,0.6900523
3.5265293,2.9377184
4.915159,2.105019
4.6906204,-1.099194
4.0466933,-0.9245643
3.8955913,-0.9050025
3.3093107,-0.21698932
1.8603361,3.5079916
4.2236505,-1.4283762
3.501553,-1.5859482
4.5081587,-0.38703275
3.1358125,-1.4859462
2.672355,2.5409129
4.81907,1.9954752
1.9305483,-1.5292121
1.4388169,1.4645865
1.4388169,1.4645865
1.4310763,1.5056509
1.4232811,1.5465096
1.407584,1.6274512
1.3918723,1.7071271
1.384054,1.7464072
1.3762851,1.7852732
0.9235732,-4.0374336
1.3609581,1.8616592
-6.9375954,0.29349357
3.7909324,1.7094163
5.229963,2.0492396
5.8411684,1.0308148
3.0916698,2.9234548
3.8900561,2.6753633
4.020664,1.6257267
0.4852517,5.0489182
1.6909308,4.3246474
-0.032153025,-1.9232743
-1.7768902,-2.9316342
-1.5545096,-3.2082138
-1.300712,-3.4065342
-1.146087,-3.3853192
5.352112,2.2825418
-1.0417383,-3.2848861
0.26545015,-3.367299
4.7870183,0.16951622
3.7095335,2.4970045
4.806587,1.0290908
4.4442124,2.5828948
4.149959,2.3852189
3.725711,2.3178246
3.880534,2.415341
5.801356,0.5765377
4.6877933,2.0615137
5.4264154,2.326628
-0.9246718,-3.1913035
-0.08155557,-2.3205383
4.481832,2.4524171
-0.11854454,-3.009055
2.6936102,-2.2069345
2.0569544,-2.3952403
1.468803,-2.4937842
0.06648879,-2.3583674
-0.2061283,-2.259018
-2.8849041,0.37783235
2.2118201,-2.5474777
0.99540377,-1.7530626
-2.807239,-0.35219675
-8.472084,-0.42274225
-0.15820768,3.1643622
3.0799453,-2.049456
-0.03545455,2.5327764
1.2303542,3.132963
0.69793284,1.0418587
1.0998733,1.534434
2.655433,1.5005988
2.1047273,1.3547572
2.1265247,1.3212414
2.1142128,0.95095235
2.1841578,0.8451667
2.777982,0.43452471
2.5530472,0.4225363
1.8809847,-0.40193057
0.44817635,2.4704025
1.0067011,-3.3195252
3.367292,-1.90282
4.8289995,-0.16052397
0.6236605,-3.2983696
0.25653616,-1.7792511
3.1227658,-3.3625722
3.1230924,-3.3627546
1.202875,-2.8440266
-9.249459,-2.9144692
-9.88347,-2.480409
-7.202623,-0.124347724
3.1960459,-2.0985265
-1.9585385,0.45305172
2.0147233,0.42627284
3.0994806,0.7360909
3.1695073,1.710325
3.843445,0.94928837
2.931165,-2.9154036
2.3600962,-2.9821672
1.3836353,-2.9421597
-1.0306869,-1.5436935
-1.0306869,-1.5436935
-5.855396,1.6196157
-5.855396,1.6196157
0.47800443,0.2543876
0.90883964,-3.3052545
1.4038368,-1.9678899
0.7190336,-3.2029893
2.5879192,0.29269788
1.1466681,1.7484683
1.6205074,1.0904075
1.6887501,1.1931717
1.824436,0.71261567
1.979001,0.48081347
2.061693,0.24662688
3.544107,-0.34510675
2.1607602,0.028127968
3.0345101,-1.0020953
1.843704,0.106806315
0.7131781,0.75458914
0.8131379,1.7070762
1.0044589,1.3240182
1.0720205,1.429313
1.1994634,0.9559738
1.3546145,0.71886337
1.4298159,0.48399693
1.6775421,0.08472597
1.6464183,-1.5955037
0.8258492,-3.2706847
2.0581543,-0.17801742
2.1626654,-0.6138712
0.88832176,0.8734871
3.8030357,-0.83486885
0.6122428,0.892243
3.1473703,-2.0861712
2.3447466,-3.2856176
2.1267893,-3.3903117
2.2150357,-3.9782348
0.12893665,3.7493427
0.6685148,-3.1380742
3.5556188,3.6500285
1.8936107,-2.3976882
1.1398294,-2.8690147
1.1224883,-2.6898584
0.9705148,-2.3632789
0.8111067,-2.297824
1.4234315,-2.8902798
-2.804927,1.1658248
1.1749963,-2.8317323
-0.20412901,-1.4275529
0.1589224,-2.7389624
2.4815419,-2.5126398
1.1090709,-2.8826475
1.5028547,-2.1898143
1.528939,-2.9954994
0.29333064,-3.265647
-0.20888415,-1.0784928
1.8841988,-2.9514902
-1.1691413,1.7211986
-0.6019571,0.96364284
-0.6412924,4.8631024
-0.061628934,-2.1560705
0.9594382,-0.33248076
1.6468523,-1.2600085
2.0727847,-1.1040716
-1.7026846,1.1017607
1.8201627,-0.27363858
-0.5844156,-2.2239377
-1.7095631,-2.3032846
-1.037923,0.6061215
-0.10603823,-2.047751
2.3071077,-1.0281136
-1.403824,1.6990165
1.7789251,-2.2554429
-2.5594485,1.6583254
-0.97129357,-0.7503784
-2.6429071,-1.7090929
0.08376003,-0.638953
-2.4730914,1.7533592
-2.4340088,-3.0672493
0.059515014,-4.3475213
1.5396605,-3.5692313
1.3995051,-3.8328705
2.5259988,-0.98512596
0.045534924,1.2419031
-0.89473444,2.0391707
-1.1198943,1.8266454
1.1258012,-1.5613521
0.49301276,-0.48621073
-2.2082324,2.266728
-0.2690415,1.1677675
-0.001783913,-2.8779576
0.9036322,-3.699461
-2.3873641,-0.64909995
1.8877083,-0.32552698
-1.0746409,0.49097592
-0.32203037,0.9676283
-1.0595713,3.2437694
0.23115496,1.0103077
1.4553076,-0.30128357
-3.0516496,1.806554
-0.48307315,-0.8711083
1.1355538,-0.59434855
-0.9130916,0.7715689
-0.9756642,0.92421275
0.62418884,-2.0970736
-1.1969508,-1.0011388
1.5157714,-1.2388675
0.5632659,1.3164359
-1.0209237,0.5248587
0.071104355,-4.325867
1.074124,-4.464113
-2.848819,1.3414353
-4.330584,1.0716399
1.7965788,1.6973978
1.8152716,-0.3987071
-4.330584,1.0716399
-1.4447061,0.9017647
-2.9210315,-3.2302837
-1.3483937,-0.5545797
-2.5552223,-1.222462
1.518241,0.2046789
1.8062431,1.6483339
1.1034881,0.9520585
0.71868813,0.14437452
0.57816404,4.5963316
3.711115,2.2553215
1.8820882,1.342839
1.0485982,0.9262617
0.75199014,4.07201
-0.90901285,3.682978
0.9299698,0.95744216
0.7192401,4.8513045
-3.3538346,1.5530837
1.9040034,0.94647247
0.76564795,-3.8436954
-0.02242543,-2.5637898
1.8110081,1.5030904
-0.8507227,-2.028094
3.8131669,-1.1928216
-0.14644408,-0.9517182
0.9929805,0.7628638
1.31337,-3.924912
-0.24683657,4.3531823
0.2066651,4.354477
0.56379837,-4.446361
2.6602564,-1.2875856
1.031639,0.56605595
1.7815287,0.95930684
-1.4153637,-3.512606
-1.3150567,0.9117825
-0.277164,3.1576033
-0.90224427,2.3094592
-1.0370014,2.6744816
-1.6473142,-2.9264047
-0.69768906,-1.0602905
1.8464863,-0.92957497
-1.1652328,1.9631879
2.0028775,-1.2964803
-0.63084805,4.327895
-1.5310988,-1.6400253
1.1044548,4.705778
-0.6854187,-1.4695718
3.0021086,-2.2850025
3.1935787,1.7544582
-1.9798797,-3.7296722
0.9237141,-3.785826
-0.798143,2.4770606
1.3995051,-3.8328705
1.7708976,-2.3022633
2.6759458,-1.1182342
-0.8361326,-1.2791011
1.8834002,0.9921594
0.8266967,1.8001736
0.981183,0.45365864
2.2673852,-1.4683088
0.9166473,1.3093095
-0.23553886,2.9359126
0.962958,1.348332
0.18840851,-0.6235744
2.490131,1.5390491
-1.3160173,-1.7977352
-0.69768906,-1.0602905
-1.6033182,-2.189195
-0.057115775,-3.635449
1.1616278,-0.46662208
-4.516381,1.1556921
-9.837773,-0.44617754
-8.007585,0.5933315
-3.6270273,7.4393964
-6.7765474,0.1793208
-7.219916,0.06532168
-9.86047,-0.1290488
-7.7866573,0.17449003
-7.04917,-0.021629147
-4.005217,7.3178344
-8.412388,-1.2204592
-4.4661756,7.10958
-6.2458444,1.3174481
-8.803548,-1.6162528
-9.273097,-1.2743584
-8.623891,-1.061555
-3.1710987,7.5102415
-2.7172987,7.682051
-0.4099036,6.0636406
-2.5487387,6.5066853
-2.423332,5.5828953
-7.7132854,-0.25073853
-2.50595,7.555565
-6.620036,0.069983624
-2.9140882,7.39886
-4.8638415,1.3380684
-1.6508706,7.1706743
-2.4308484,7.4495263
-2.8580973,7.5738373
-5.079477,1.6020255
-3.0786567,7.05016
-2.0821934,7.323131
-2.5713046,6.684302
-9.028607,-0.08293614
-8.876225,0.19354247
-9.753994,-2.8713217
-10.015643,-3.8227005
-10.399579,-4.0587144
-10.223713,-3.7900474
-9.866746,-1.2489384
-8.681084,-2.8207617
-10.216438,0.9895047
-9.698917,-0.8159302
-10.038125,-2.4413388
-9.1370535,-2.9348004
-9.516928,-1.8893778
-9.905848,-2.0966437
0.8847406,0.27864885
-9.961233,-3.7692716
-10.047451,-1.1188874
-9.86638,-1.9275155
-8.796327,3.526
-9.335969,1.5444558
-9.383335,-0.37789053
-9.945186,-1.3653783
-7.4625053,4.869757
-10.050423,-1.4518193
-9.843083,-1.0741323
-6.803439,4.691965
-10.049733,-0.7677901
-9.942438,-1.5972049
-9.913997,-2.4599962
-9.539107,-0.5095573
-9.950057,-2.8923998
-9.929065,-2.9266362
-9.850782,-1.2304171
-9.860518,-1.3311127
-9.408698,-2.6986237
-9.880947,-1.5697848
-9.974446,-1.4438078
-6.7401376,0.037423182
-1.9829085,4.428872
-1.2836748,1.0986238
-1.3582158,-0.13756053
-0.947838,3.7490304
-0.9756642,0.92421275
-0.20498751,1.8143463
-4.133934,-1.6761216
-0.84697884,-0.084370255
-3.0409307,4.435736
0.4131022,4.2438297
-4.4946666,0.28774425
-3.0409307,4.435736
-0.9520817,3.761849
-4.6217833,3.053848
-2.388059,5.2497716
0.73048687,-0.53438425
0.507252,-0.6715058
-3.6486995,0.80596256
-2.8271222,6.8051567
-0.4041762,0.010618328
-0.17617616,-1.7926427
-2.0641098,-1.7357575
0.71445227,1.2241534
-0.8057261,5.4237237
1.0201639,1.4925914
1.2981954,-0.9704159
-1.3530906,0.61990327
-1.0101578,-1.6955361
1.4460244,-0.7457282
-3.0184479,-3.9614427
-0.30679527,0.3783176
-0.6159046,1.3035756
-0.78497577,6.662299
-0.6029495,2.443139
-0.26720655,2.0922115
-6.060613,0.008536502
-1.177525,3.0351105
-2.8765686,-0.9008127
-3.127202,0.7588227
-0.4551727,5.146172
-0.85982215,2.0770435
-0.21784613,5.98621
-1.5548949,3.3804157
-1.0264233,4.3927555
-1.219785,2.5214303
-2.978905,2.8215854
-1.14171,0.077407196
-1.0841552,5.6292
-3.0245585,7.2365465
-1.0101578,-1.6955361
-0.55840105,1.2015586
-0.623315,2.2246888
-3.9187527,0.22489318
1.153452,1.7228284
-1.7839868,2.184251
-4.3038144,3.383916
-1.3777378,-1.6777518
-3.127202,0.7588227
-2.216507,4.409579
-0.7764283,2.258041
-0.2608197,1.1755133
-5.9824276,-1.7532268
-2.287451,4.414408
-1.0009542,2.8582125
0.6123585,0.28398544
2.9570665,4.551021
-0.010480605,0.8308777
1.9335544,-2.244084
3.8996797,-0.35943186
2.8580527,-2.2708035
4.942539,1.157655
3.7685983,0.92940193
2.1659749,-2.6331284
-1.0272336,-5.226979
1.7560524,-3.2754092
3.8932178,1.0705436
2.0043721,-2.7169702
3.4739416,-1.9114797
1.0150757,-3.3388588
-0.20809044,-4.634751
0.8579677,-3.4328568
3.2354577,-0.03150878
3.1891034,0.17971876
3.3673131,4.9803643
3.8869226,-0.40566579
3.5584936,0.76982963
3.1580145,-2.7020507
1.8119031,-1.8405741
3.9653628,-1.499697
0.41165522,-1.0117625
3.4493604,-2.3331926
4.466871,1.5527402
0.08157671,-3.081211
-1.9585799,-5.0847535
4.1249638,1.2532936
4.303579,1.4544497
3.2309167,1.9020476
1.487806,-2.3562858
1.7463206,-2.5303009
3.8783102,1.0090278
1.5291278,-2.9755452
4.5219746,1.6146892
0.21625422,-4.7791924
3.6793756,-1.7115966
3.8492546,-1.4406048
1.5262746,4.531477
2.6784592,4.3402257
-3.0695379,-5.6087813
0.87372535,-1.8768798
4.063642,1.2246848
