scatter0_x,scatter0_y,line1_x,line1_y,ref_line_value,ref_line_label
37.05191,8.548090000000002,12.264424,3.31139448,14.376824879310348,90% threshold: ±14.4
37.467678,10.532322,12.83341448241206,3.4650219102512563,,
37.296345,0.7036549999999977,13.40240496482412,3.6186493405025124,,
39.98851,3.511490000000002,13.97139544723618,3.772276770753769,,
47.20302,1.903020000000005,14.540385929648242,3.9259042010050256,,
39.58573,6.414270000000002,15.109376412060302,4.079531631256281,,
40.103462,2.8965379999999996,15.678366894472362,4.233159061507538,,
39.058186,0.9418140000000008,16.247357376884423,4.386786491758794,,
37.60357,0.3964300000000023,16.81634785929648,4.540413922010051,,
40.494614,6.194614000000001,17.385338341708543,4.694041352261307,,
42.987133,4.787132999999997,17.9543288241206,4.847668782512563,,
40.67746,5.522539999999999,18.523319306532663,5.001296212763819,,
49.750526,4.550525999999998,19.092309788944725,5.154923643015076,,
51.386177,7.463822999999998,19.661300271356783,5.308551073266332,,
45.148796,1.1487959999999973,20.230290753768845,5.462178503517588,,
118.56636,0.4336399999999969,20.799281236180903,5.615805933768844,,
112.52335,5.5233499999999935,21.368271718592965,5.7694333640201005,,
106.65071,8.650710000000004,21.937262201005026,5.923060794271358,,
121.04042,19.959580000000003,22.506252683417085,6.076688224522613,,
114.46061,2.5393899999999974,23.075243165829146,6.23031565477387,,
106.65071,1.3492899999999963,23.644233648241205,6.383943085025126,,
100.45786,0.4578599999999966,24.213224130653266,6.537570515276382,,
95.919556,3.080444,24.782214613065328,6.691197945527639,,
92.21831,5.7816899999999976,25.351205095477386,6.844825375778894,,
86.62566,15.374340000000004,25.920195577889444,6.9984528060301505,,
83.04742,10.952579999999998,26.489186060301506,7.1520802362814075,,
78.2658,3.7342000000000013,27.058176542713568,7.305707666532664,,
104.82051,11.820509999999999,27.62716702512563,7.459335096783921,,
112.60176,0.358239999999995,28.196157507537688,7.612962527035176,,
106.733505,3.3835049999999995,28.765147989949746,7.766589957286432,,
101.52028,1.4402800000000013,29.334138472361808,7.920217387537688,,
41.38031,3.6196899999999985,29.90312895477387,8.073844817788945,,
27.370243,14.629757000000001,30.47211943718593,8.227472248040202,,
43.781796,5.618203999999999,31.041109919597993,8.38109967829146,,
42.311543,12.588456999999998,31.610100402010048,8.534727108542713,,
24.275274,0.22472600000000043,32.17909088442211,8.68835453879397,,
23.325426,6.274574000000001,32.74808136683417,8.841981969045227,,
20.68501,0.07499000000000322,33.31707184924623,8.995609399296484,,
20.58067,1.98067,33.886062331658295,9.14923682954774,,
45.011555,11.011555000000001,34.45505281407035,9.302864259798994,,
46.51523,10.515230000000003,35.02404329648241,9.456491690050251,,
12.264424,4.735576,35.59303377889447,9.610119120301508,,
38.391014,13.291013999999997,36.162024261306534,9.763746550552765,,
39.168556,4.268556000000004,36.731014743718596,9.917373980804022,,
39.247833,4.947833000000003,37.30000522613065,10.071001411055276,,
39.325085,6.125084999999999,37.86899570854271,10.224628841306533,,
37.96333,3.463329999999999,38.437986190954774,10.37825627155779,,
20.082336,0.2676639999999999,39.006976673366836,10.531883701809047,,
36.791862,3.791862000000002,39.57596715577889,10.6855111320603,,
38.782627,1.217373000000002,40.14495763819095,10.839138562311557,,
19.889471,1.210529000000001,40.713948120603014,10.992765992562815,,
19.618038,1.281962,41.282938603015076,11.146393422814072,,
34.57849,17.578490000000002,41.85192908542714,11.300020853065329,,
21.698063,5.801936999999999,42.42091956783919,11.453648283316582,,
33.140873,12.450872999999998,42.989910050251254,11.607275713567839,,
31.975946,12.015946,43.558900532663316,11.760903143819096,,
31.215464,7.905464000000002,44.12789101507538,11.914530574070353,,
30.708752,9.158752,44.69688149748743,12.068158004321607,,
21.26384,1.3361600000000031,45.265871979899494,12.221785434572864,,
21.217093,0.6829070000000002,45.834862462311555,12.37541286482412,,
21.783733,0.8162669999999999,46.40385294472362,12.529040295075378,,
19.527973,3.3520269999999996,46.97284342713568,12.682667725326635,,
19.437366,1.522634,47.541833909547734,12.836295155577888,,
19.98595,2.0740499999999997,48.110824391959795,12.989922585829145,,
19.869503,0.1304969999999983,48.67981487437186,13.143550016080402,,
18.248789,1.7512110000000014,49.24880535678392,13.29717744633166,,
25.64954,3.6495399999999982,49.81779583919598,13.450804876582916,,
22.8633,5.136700000000001,50.386786321608035,13.60443230683417,,
22.52589,0.37589000000000183,50.9557768040201,13.758059737085427,,
44.13131,12.13131,51.52476728643216,13.911687167336684,,
44.91452,10.914520000000003,52.09375776884422,14.06531459758794,,
46.72455,15.72455,52.66274825125628,14.218942027839198,,
46.715218,3.715218,53.23173873366834,14.372569458090451,,
42.953922,0.7460780000000042,53.8007292160804,14.526196888341708,,
42.99068,1.0093200000000024,54.36971969849246,14.679824318592965,,
42.974876,2.025123999999998,54.93871018090452,14.833451748844222,,
36.93726,0.26274000000000086,55.507700663316584,14.98707917909548,,
30.00005,6.999949999999998,56.07669114572864,15.140706609346733,,
41.27618,0.7238200000000035,56.6456816281407,15.29433403959799,,
27.130566,14.869433999999998,57.21467211055276,15.447961469849247,,
49.238377,9.238377,57.78366259296482,15.601588900100504,,
43.550186,5.849814000000002,58.352653075376885,15.755216330351761,,
77.18196,23.818039999999996,58.92164355778894,15.908843760603014,,
97.52934,1.4706599999999952,59.490634040201,16.06247119085427,,
108.253075,5.2530749999999955,60.05962452261306,16.216098621105527,,
107.0342,0.9658000000000015,60.628615005025125,16.369726051356785,,
119.311035,21.688964999999996,61.19760548743719,16.52335348160804,,
113.82666,27.173339999999996,61.76659596984924,16.676980911859296,,
120.37221,1.3722099999999955,62.3355864522613,16.83060834211055,,
125.49353,3.493530000000007,62.904576934673365,16.98423577236181,,
52.415264,0.11526400000000336,63.47356741708543,17.137863202613065,,
54.115456,3.884543999999998,64.0425578994975,17.291490632864324,,
24.20015,0.20015000000000072,64.61154838190954,17.44511806311558,,
22.71043,1.6895699999999998,65.1805388643216,17.598745493366835,,
30.807495,8.507494999999999,65.74952934673367,17.75237292361809,,
