scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y
,,-3.3741186,1.0701146,0.049756885,6.1293545,-4.8291945,1.260967
,,-4.1476126,1.5030329,-9.037089,-0.6678838,-4.80393,1.0862776
,,-5.6002436,0.3911379,2.8525681,4.6429625,1.5948812,1.440954
,,0.28127295,-4.0020456,-10.017868,1.2089393,3.1778188,-2.0857124
,,0.49697948,-3.9862633,-4.052034,7.3618407,4.79822,2.3236246
,,0.396312,-3.9178169,-3.3134208,7.6107244,-1.4690661,-1.183738
,,-0.57449496,-2.5109732,-2.618394,7.694302,-1.4678035,-1.2047387
,,-1.400956,-2.9016707,-2.2857785,7.6653767,-1.4665467,-1.2256627
,,-2.09853,-3.0995882,-1.1526726,5.708822,-1.4652972,-1.2465113
,,-2.8122907,-3.246646,-9.998827,1.450334,0.80490094,-3.7146692
,,-7.8456545,-1.4119083,-2.893654,7.648899,4.067052,2.1730673
,,-2.6556237,-5.951727,-2.193728,7.5609803,3.1362014,2.050605
,,-1.4616256,-5.7018967,-1.8427811,7.434944,1.9767419,1.9693853
,,-0.53657466,-5.0666313,-0.616928,5.351476,-0.41450268,4.639554
,,0.24972907,-4.253996,-3.6402504,7.5242434,0.39668852,3.3422801
,,0.8975802,-3.4374475,-0.47487003,-2.2710538,-0.33616027,3.6276622
,,2.4493158,-0.98099625,1.7712395,-0.78908134,-1.7699493,5.294838
,,1.8330822,-2.0222495,-2.6151953,2.2239707,-10.082469,-0.9435352
,,0.5703816,-0.7640825,1.4331316,0.52307713,-1.2631009,1.5256147
,,-0.44868374,-1.6232562,2.8525681,4.6429625,-0.07480468,1.4996071
,,2.6879919,-2.0970585,-0.21787976,3.9067473,-1.3390797,1.6406296
,,1.7123374,4.6205425,-7.2689633,-1.0653913,0.65946645,1.3989407
,,-0.012781796,-2.3191254,-0.77887464,4.072013,-1.3414997,1.3707243
,,2.4876943,-1.3155049,-1.1495192,3.8690264,4.7838297,2.5090578
,,0.6396118,-5.0437503,-1.1519417,2.3903427,1.1994987,1.3888192
,,0.39402306,-2.4868262,-0.38007784,1.6493322,1.2998321,1.947275
,,3.263006,-1.9879936,0.023926964,1.3701582,0.56659126,1.9381679
,,-0.5960767,-0.98513776,0.46908826,1.0973774,-1.1094484,1.9502839
,,2.3406384,-1.7771634,1.6621124,-2.9674566,-2.920666,2.16532
,,0.019363903,-1.7243985,1.2252865,-3.676987,-6.4857707,1.3788527
,,3.65021,-2.1027954,1.8639989,-2.6249335,-9.529833,-1.1437598
,,2.2249012,-2.8164432,-0.8143648,3.9841793,2.6652553,2.08809
,,2.084253,-2.3406143,-1.0528743,3.6864812,-8.423264,-0.13135596
,,2.2012258,-2.3487003,1.5997605,-3.4238017,-2.5781336,1.7745727
,,-2.9953873,-4.9222245,1.7102692,-3.1617765,0.33440372,1.788978
,,-1.5761607,-5.552605,1.7722267,-3.2771556,1.2827219,-5.3236275
,,-0.54614437,-5.593044,-2.173437,2.0203092,3.0107045,4.806139
,,0.27108485,-5.3804426,-2.8887653,1.9516689,3.190079,4.874003
,,0.9578804,-5.0524645,-1.0217869,1.7862349,3.2374625,5.1615496
,,3.801532,-2.806957,0.28894544,1.0627811,3.5310974,5.12188
,,1.4073981,-4.9480658,1.6300459,-0.7197599,3.006816,4.7750278
,,0.6374866,-5.018894,-0.04910147,1.26906,3.1868062,4.8425508
,,3.149955,-2.077081,-0.5785938,2.0484874,3.2336748,5.1343746
,,2.927008,-3.248714,-0.25598514,2.0925384,3.5282755,5.0947776
,,1.9180532,-4.220125,0.16661517,1.9347374,3.114916,0.8262639
,,1.3892684,-4.946362,1.1198885,1.5397954,3.3091953,0.9757836
,,0.9377899,-4.8438406,-2.2580123,2.621112,3.4500825,1.1353385
,,0.32830292,-5.1164503,1.6320764,1.3298825,3.633395,1.302419
,,-1.1259612,-4.985579,-0.23530295,3.7636774,3.702625,1.3125854
,,-2.9258134,-4.788642,1.3880447,-0.8646875,3.7865314,1.4068437
,,-6.4217687,-2.1791809,0.037462495,3.418358,3.8493617,1.4301786
,,1.5975648,-4.8634796,-1.3259039,4.0993648,3.8451962,2.3981183
,,1.7586998,-4.755975,1.0625358,-3.547311,3.9231775,2.4903662
,,1.3208514,-4.8934355,-0.47328055,-4.522305,3.7619627,2.369708
,,1.4724487,-4.8634224,1.0863876,-3.3209143,4.0136476,2.5828085
,,1.7955189,-4.681238,1.1264861,-3.2500267,4.0909395,2.631573
,,1.6628911,-4.7172236,1.045477,-3.622296,4.868609,2.1932008
,,1.2074785,-4.9937673,1.0359224,-4.1670732,2.9467282,4.954281
,,1.0853817,-5.0776443,1.0879197,-3.2882104,-2.7581048,4.6110144
,,0.013088144,-5.223313,1.0617948,-4.0017033,-0.24904394,5.2018337
,,-0.57485634,-5.0828867,1.9179388,-2.4280047,0.8692021,5.4901414
,,-0.4161551,-4.971297,1.7798543,-2.4570227,2.6748347,0.31719807
,,1.442,-4.9361024,1.6687089,-2.4665444,2.6718404,0.26258367
,,0.057676006,-1.7915657,0.9297319,1.4939185,0.7717728,4.260388
,,2.2011998,-0.60468,1.3557801,-1.7746542,1.3751956,4.3878837
,,1.8509457,-2.6566668,0.67968637,-1.7467804,4.3966703,2.7535017
,,-0.014838549,-2.4343681,3.6965985,3.5214522,4.5529995,-0.21773611
,,-0.10365998,-3.0640903,2.653183,-2.9008389,0.014551055,-4.489978
,,4.6906204,-1.099194,2.2726777,-3.2788181,4.075017,-0.23479475
,,4.0466933,-0.9245643,2.2142458,-2.2083292,3.7122567,-1.2989533
,,3.8955913,-0.9050025,3.997316,-1.304434,3.2266862,3.738364
,,3.3093107,-0.21698932,1.2095646,-2.9663882,3.38227,4.7921515
,,1.8603361,3.5079916,1.0023102,-3.2211375,3.49031,1.1994205
,,0.9235732,-4.0374336,1.0375282,-3.2846413,2.8104827,5.251065
,,-0.032153025,-1.9232743,1.0597826,-3.2847989,2.55864,4.83656
,,-1.7768902,-2.9316342,0.5397544,0.24414645,2.032255,5.0079985
,,-1.5545096,-3.2082138,1.7171048,-0.013381498,2.618033,-3.6477885
,,-1.300712,-3.4065342,0.2694748,-1.8524816,4.483121,0.96476793
,,-1.146087,-3.3853192,4.2236505,-1.4283762,2.588417,-3.7396023
,,-1.0417383,-3.2848861,4.5081587,-0.38703275,4.064418,-1.3965381
,,0.26545015,-3.367299,2.672355,2.5409129,3.1240158,0.4812999
,,-0.9246718,-3.1913035,5.8411684,1.0308148,5.2688932,-0.8601989
,,-0.08155557,-2.3205383,4.7870183,0.16951622,3.8690224,1.0840453
,,-0.11854454,-3.009055,4.806587,1.0290908,5.2809157,-0.8210572
,,-2.807239,-0.35219675,5.801356,0.5765377,3.1154053,0.3752115
,,-8.472084,-0.42274225,2.6936102,-2.2069345,3.550626,0.6127687
,,-0.15820768,3.1643622,2.0569544,-2.3952403,3.0273337,-3.0420237
,,-0.03545455,2.5327764,1.468803,-2.4937842,2.8286705,-3.0790632
,,1.2303542,3.132963,0.06648879,-2.3583674,3.4332309,-2.0467215
,,1.8809847,-0.40193057,-0.2061283,-2.259018,3.4016452,-2.0085588
,,0.44817635,2.4704025,-2.8849041,0.37783235,2.9085844,-3.0765092
,,1.0067011,-3.3195252,0.99540377,-1.7530626,3.7310636,3.891128
,,0.6236605,-3.2983696,3.0799453,-2.049456,1.7183856,-4.9976144
