line0_x,line0_y,errorbar1_x,errorbar1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y,scatter5_x,scatter5_y,scatter6_x,scatter6_y
1.3,1.4930553424430806,1.34,1.657585620880127,1.34,1.657585620880127,1.36,1.1303563117980957,1.44,0.9062445163726807,1.49,2.2814037799835205,1.61,0.6589788198471069
1.3035353535353535,1.482648186606423,1.36,1.1303563117980957,,,,,,,,,,
1.307070707070707,1.4722410307697653,1.44,0.9062445163726807,,,,,,,,,,
1.3106060606060606,1.4618338749331081,1.49,2.2814037799835205,,,,,,,,,,
1.3141414141414143,1.4514267190964496,1.61,0.6589788198471069,,,,,,,,,,
1.3176767676767678,1.4410195632597924,,,,,,,,,,,,
1.3212121212121213,1.4306124074231348,,,,,,,,,,,,
1.3247474747474748,1.4202052515864771,,,,,,,,,,,,
1.3282828282828283,1.40979809574982,,,,,,,,,,,,
1.3318181818181818,1.3993909399131623,,,,,,,,,,,,
1.3353535353535353,1.3889837840765047,,,,,,,,,,,,
1.338888888888889,1.3785766282398466,,,,,,,,,,,,
1.3424242424242425,1.3681694724031894,,,,,,,,,,,,
1.345959595959596,1.3577623165665318,,,,,,,,,,,,
1.3494949494949495,1.3473551607298742,,,,,,,,,,,,
1.353030303030303,1.336948004893217,,,,,,,,,,,,
1.3565656565656565,1.3265408490565593,,,,,,,,,,,,
1.36010101010101,1.3161336932199017,,,,,,,,,,,,
1.3636363636363638,1.3057265373832436,,,,,,,,,,,,
1.3671717171717173,1.2953193815465864,,,,,,,,,,,,
1.3707070707070708,1.2849122257099284,,,,,,,,,,,,
1.3742424242424243,1.2745050698732712,,,,,,,,,,,,
1.3777777777777778,1.264097914036614,,,,,,,,,,,,
1.3813131313131313,1.2536907581999568,,,,,,,,,,,,
1.3848484848484848,1.2432836023632987,,,,,,,,,,,,
1.3883838383838385,1.2328764465266406,,,,,,,,,,,,
1.391919191919192,1.2224692906899834,,,,,,,,,,,,
1.3954545454545455,1.2120621348533254,,,,,,,,,,,,
1.398989898989899,1.2016549790166682,,,,,,,,,,,,
1.4025252525252525,1.191247823180011,,,,,,,,,,,,
1.406060606060606,1.180840667343353,,,,,,,,,,,,
1.4095959595959595,1.1704335115066957,,,,,,,,,,,,
1.4131313131313132,1.1600263556700376,,,,,,,,,,,,
1.4166666666666667,1.1496191998333805,,,,,,,,,,,,
1.4202020202020202,1.1392120439967224,,,,,,,,,,,,
1.4237373737373737,1.1288048881600652,,,,,,,,,,,,
1.4272727272727272,1.118397732323408,,,,,,,,,,,,
1.4308080808080808,1.10799057648675,,,,,,,,,,,,
1.4343434343434343,1.0975834206500927,,,,,,,,,,,,
1.437878787878788,1.0871762648134347,,,,,,,,,,,,
1.4414141414141415,1.0767691089767775,,,,,,,,,,,,
1.444949494949495,1.0663619531401194,,,,,,,,,,,,
1.4484848484848485,1.0559547973034622,,,,,,,,,,,,
1.452020202020202,1.045547641466805,,,,,,,,,,,,
1.4555555555555555,1.035140485630147,,,,,,,,,,,,
1.459090909090909,1.0247333297934897,,,,,,,,,,,,
1.4626262626262627,1.0143261739568317,,,,,,,,,,,,
1.4661616161616162,1.0039190181201745,,,,,,,,,,,,
1.4696969696969697,0.9935118622835164,,,,,,,,,,,,
1.4732323232323232,0.9831047064468592,,,,,,,,,,,,
1.4767676767676767,0.972697550610202,,,,,,,,,,,,
1.4803030303030302,0.962290394773544,,,,,,,,,,,,
1.4838383838383837,0.9518832389368868,,,,,,,,,,,,
1.4873737373737375,0.9414760831002287,,,,,,,,,,,,
1.490909090909091,0.9310689272635715,,,,,,,,,,,,
1.4944444444444445,0.9206617714269134,,,,,,,,,,,,
1.497979797979798,0.9102546155902562,,,,,,,,,,,,
1.5015151515151515,0.899847459753599,,,,,,,,,,,,
1.505050505050505,0.889440303916941,,,,,,,,,,,,
1.5085858585858585,0.8790331480802838,,,,,,,,,,,,
1.5121212121212122,0.8686259922436257,,,,,,,,,,,,
1.5156565656565657,0.8582188364069685,,,,,,,,,,,,
1.5191919191919192,0.8478116805703104,,,,,,,,,,,,
1.5227272727272727,0.8374045247336532,,,,,,,,,,,,
1.5262626262626262,0.826997368896996,,,,,,,,,,,,
1.5297979797979797,0.816590213060338,,,,,,,,,,,,
1.5333333333333332,0.8061830572236808,,,,,,,,,,,,
1.5368686868686867,0.7957759013870236,,,,,,,,,,,,
1.5404040404040402,0.7853687455503655,,,,,,,,,,,,
1.543939393939394,0.7749615897137074,,,,,,,,,,,,
1.5474747474747474,0.7645544338770502,,,,,,,,,,,,
1.551010101010101,0.754147278040393,,,,,,,,,,,,
1.5545454545454545,0.743740122203735,,,,,,,,,,,,
1.558080808080808,0.7333329663670778,,,,,,,,,,,,
1.5616161616161617,0.7229258105304197,,,,,,,,,,,,
1.565151515151515,0.7125186546937625,,,,,,,,,,,,
1.5686868686868687,0.7021114988571044,,,,,,,,,,,,
1.5722222222222222,0.6917043430204473,,,,,,,,,,,,
1.5757575757575757,0.6812971871837901,,,,,,,,,,,,
1.5792929292929292,0.670890031347132,,,,,,,,,,,,
1.5828282828282827,0.6604828755104748,,,,,,,,,,,,
1.5863636363636364,0.6500757196738167,,,,,,,,,,,,
1.5898989898989897,0.6396685638371595,,,,,,,,,,,,
1.5934343434343434,0.6292614080005015,,,,,,,,,,,,
1.596969696969697,0.6188542521638443,,,,,,,,,,,,
1.6005050505050504,0.6084470963271871,,,,,,,,,,,,
1.604040404040404,0.598039940490529,,,,,,,,,,,,
1.6075757575757574,0.5876327846538718,,,,,,,,,,,,
1.6111111111111112,0.5772256288172137,,,,,,,,,,,,
1.6146464646464644,0.5668184729805565,,,,,,,,,,,,
1.6181818181818182,0.5564113171438985,,,,,,,,,,,,
1.6217171717171717,0.5460041613072413,,,,,,,,,,,,
1.6252525252525252,0.5355970054705841,,,,,,,,,,,,
1.6287878787878787,0.525189849633926,,,,,,,,,,,,
1.6323232323232322,0.5147826937972688,,,,,,,,,,,,
1.6358585858585857,0.5043755379606116,,,,,,,,,,,,
1.6393939393939392,0.49396838212395355,,,,,,,,,,,,
1.642929292929293,0.4835612262872955,,,,,,,,,,,,
1.6464646464646464,0.4731540704506383,,,,,,,,,,,,
1.65,0.4627469146139802,,,,,,,,,,,,
