x,y,ref_line_value,ref_line_label
0.05,,14.38,
0.15000000000000002,1.7870583767441859,,
0.25,2.017933740234375,,
0.35000000000000003,2.8860378529411763,,
0.45,2.4169293799999996,,
0.55,2.1539402615384615,,
0.6500000000000001,1.5379835000000006,,
0.75,3.3189771999999995,,
0.8500000000000001,1.70135853,,
0.95,3.731845363636364,,
