x,height,label
0,-0.0007000000000000339,Ridge
1,0.11729999999999996,RF
2,0.16969999999999996,XGB
3,0.08440000000000003,CatB
4,0.03950000000000009,BPNN
5,0.029200000000000004,PIRNN
6,0.0474,PCNN
