hist0_values,bar1_x,bar1_height,ref_line_value,ref_line_label
0.3043990556860845,0.034771621450307294,7.0,1.6224251863554662,
0.25230328665304347,0.05031706524776948,13.0,,
0.22185146281416945,0.06586250904523168,35.0,,
0.22061409039289903,0.08140795284269386,32.0,,
0.180777889179083,0.09695339664015606,84.0,,
0.20710128281817242,0.11249884043761826,101.0,,
0.14236703112016902,0.12804428423508046,128.0,,
0.18649570610782917,0.14358972803254264,128.0,,
0.21258177313275106,0.15913517183000483,146.0,,
0.11020336895431981,0.17468061562746703,158.0,,
0.1412824094913998,0.19022605942492923,164.0,,
0.23558474357190007,0.20577150322239143,143.0,,
0.1365911193005862,0.22131694701985363,151.0,,
0.2872274011684657,0.2368623908173158,111.0,,
0.050469834541216674,0.252407834614778,122.0,,
0.1136770381559733,0.2679532784122402,87.0,,
0.35840851139651675,0.2834987222097024,66.0,,
0.14082190955633922,0.29904416600716455,72.0,,
0.220608901545704,0.3145896098046268,46.0,,
0.10848561422548975,0.33013505360208895,56.0,,
0.3912160677959151,0.3456804973995512,45.0,,
0.2071511770165253,0.36122594119701334,21.0,,
0.24502420038980666,0.3767713849944756,20.0,,
0.1989933628370253,0.39231682879193774,15.0,,
0.3384915368975707,0.4078622725894,15.0,,
0.2608431584256927,0.42340771638686214,7.0,,
0.13460738209787704,0.43895316018432434,9.0,,
0.2823323453500155,0.45449860398178654,3.0,,
0.33188239470812,0.4700440477792487,2.0,,
0.1665297609802454,0.48558949157671094,4.0,,
0.059453992729940675,0.5011349353741731,1.0,,
0.3917979316729008,0.5166803791716352,2.0,,
0.31359652962652595,0.5322258229690975,1.0,,
0.19434370127863754,0.5477712667665597,1.0,,
0.09585244857100661,0.5633167105640219,1.0,,
0.18007478103373176,0.578862154361484,1.0,,
0.2769170327650705,0.5944075981589463,0.0,,
0.17153218029467476,0.6099530419564085,1.0,,
0.28598057034829805,0.6254984857538707,0.0,,
0.10977945005748535,0.6410439295513328,1.0,,
0.23612796954665782,,,,
0.11728965766403698,,,,
0.3071276082686948,,,,
0.20601851950946903,,,,
0.16087552895237156,,,,
0.22966816090117237,,,,
0.13523996153084217,,,,
0.5508021517385153,,,,
0.24772310626973915,,,,
0.1793975505823271,,,,
0.19663344693750373,,,,
0.2775964114022742,,,,
0.12697507190753243,,,,
0.22640794330382286,,,,
0.32561992169089726,,,,
0.14837469353506072,,,,
0.31782183221814275,,,,
0.16305989791965958,,,,
0.23181409696821298,,,,
0.10200226306554705,,,,
0.17209876230230314,,,,
0.1829281078097409,,,,
0.43856194068625576,,,,
0.27575194942458925,,,,
0.2558310162006452,,,,
0.1631646588527953,,,,
0.3583193635867663,,,,
0.2149384396659355,,,,
0.10368542518705137,,,,
0.2906228814385724,,,,
0.22174780854379805,,,,
0.13284803324710626,,,,
0.23220640305637175,,,,
0.29312904300859044,,,,
0.1894831622645632,,,,
0.11856014545775495,,,,
0.2571729473230888,,,,
0.14578824940618618,,,,
0.21462580706096457,,,,
0.3668649707094278,,,,
0.21700149128013946,,,,
0.3208587861254222,,,,
0.3007607776747905,,,,
0.04077482101882568,,,,
0.17215652841389084,,,,
0.16236704091122744,,,,
0.648816651450064,,,,
0.22371895069787628,,,,
0.2934441966318968,,,,
0.32814319790063773,,,,
0.0679881780792817,,,,
0.23049098837766047,,,,
0.13021716463025168,,,,
0.17617292650440897,,,,
0.1655689474896298,,,,
0.06277508463598669,,,,
0.2453411613835117,,,,
0.37836175338103617,,,,
0.2733261134137981,,,,
0.13777550331581812,,,,
0.21302611554867834,,,,
0.2447529422500001,,,,
0.3130011821726001,,,,
0.13474721215660868,,,,
0.25518483771291933,,,,
0.11418992328964173,,,,
0.09321173369076674,,,,
0.33565915301991445,,,,
0.25085253103134986,,,,
0.09128425705717569,,,,
0.3062693567258836,,,,
0.19773642660902513,,,,
0.11043031852146057,,,,
0.3939237047291988,,,,
0.3788217295211562,,,,
0.15529588349289525,,,,
0.15471218399538111,,,,
0.14252247680970642,,,,
0.16926044184803857,,,,
0.07842418498809911,,,,
0.25243164572938315,,,,
0.2283819884791929,,,,
0.14164029837270253,,,,
0.3989490216157028,,,,
0.23013003599294168,,,,
0.26016318714740083,,,,
0.20529471018537793,,,,
0.1613582203767132,,,,
0.26149208759487563,,,,
0.29746594448558406,,,,
0.2237992142030545,,,,
0.14380823593169412,,,,
0.18488302561306447,,,,
0.15083075315926608,,,,
