x,y,label,ref_line_value,ref_line_label
0,-0.09714949131011963,"Pb
σ=0.29",0.0,
1,0.8486471176147461,"La
σ=0.30",,
2,0.007969081401824951,"Ba
σ=0.49",,
3,0.6099848747253418,"Ca
σ=0.51",,
4,0.4338180422782898,"Sr
σ=0.55",,
