line0_x,line0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y
,,,,133.89999389648438,41.20074462890625,41.099998474121094,49.487998962402344,10.0,23.76934051513672
,,,,136.0,31.132709503173828,41.0,31.52576065063477,32.0,26.689958572387695
,,,,142.0,42.17176055908203,41.0,52.17618560791016,29.0,24.647708892822266
,,,,76.5999984741211,27.95775032043457,39.599998474121094,38.46196365356445,37.5,31.9995059967041
,,,,54.79999923706055,23.364330291748047,39.70000076293945,46.772361755371094,36.900001525878906,30.67784118652344
,,,,55.099998474121094,43.61644744873047,39.70000076293945,52.331573486328125,35.79999923706055,33.290184020996094
,,,,57.29999923706055,28.52022171020508,40.0,43.46708679199219,34.70000076293945,32.992218017578125
,,,,49.79999923706055,44.47678756713867,39.5,38.02125930786133,34.29999923706055,32.589927673339844
,,,,50.0,22.685779571533203,40.0,44.29290771484375,33.70000076293945,32.672306060791016
,,,,51.0,22.197580337524418,40.0,49.939456939697266,33.0,32.037662506103516
,,,,52.0,32.94915771484375,94.3000030517578,62.10643768310547,32.29999923706055,31.676891326904297
,,,,66.0,25.161685943603516,99.5999984741211,61.56782531738281,32.20000076293945,29.73674201965332
,,,,60.0,33.468711853027344,102.0,63.591949462890625,32.20000076293945,26.612773895263672
,,,,61.0,28.271408081054688,93.5999984741211,60.224266052246094,30.700000762939453,26.580020904541016
,,,,63.900001525878906,24.768871307373047,92.5999984741211,69.83032989501953,26.0,28.26263427734375
,,,,24.0,16.907089233398438,83.9000015258789,72.2254638671875,36.599998474121094,32.179664611816406
,,,,24.0,23.158199310302734,85.0,65.96785736083984,26.0,22.422462463378903
,,,,24.0,22.74224853515625,85.0,79.39814758300781,25.0,25.737239837646484
,,,,24.200000762939453,24.379392623901367,86.30000305175781,60.08015441894531,23.0,28.550857543945312
,,,,24.5,22.824750900268555,109.0,130.505126953125,28.0,29.90347671508789
,,,,24.700000762939453,22.73320770263672,86.30000305175781,68.57705688476562,23.0,25.65247344970703
,,,,23.600000381469727,22.517791748046875,87.0,65.86473083496094,22.149999618530273,34.020225524902344
,,,,24.899999618530273,18.19503402709961,87.80000305175781,58.982200622558594,30.5,30.25630760192871
,,,,25.0,25.39401626586914,88.19999694824219,60.729217529296875,31.600000381469727,30.25630760192871
,,,,26.399999618530273,22.144847869873047,90.8000030517578,71.76083374023438,32.099998474121094,30.237138748168945
,,,,26.5,25.41101455688477,86.69999694824219,58.39893341064453,36.0,30.217853546142575
,,,,27.0,23.789573669433594,82.0,77.49419403076172,39.0,30.17894744873047
,,,,27.0,24.48100471496582,139.39999389648438,88.51823425292969,42.0,30.139591217041016
,,,,26.299999237060547,24.0302734375,127.1999969482422,72.41688537597656,45.0,30.11974334716797
,,,,25.0,22.80014419555664,126.6999969482422,103.09983825683594,48.5,30.099788665771484
