iter	RMSE
234	3.413453606
235	3.400084796
236	3.385390969
237	3.373892874
238	3.36539668
239	3.362918111
240	3.360220619
241	3.344597532
242	3.329491558
243	3.326403347
244	3.324218362
245	3.316430081
246	3.306376895
247	3.290659264
248	3.277121842
249	3.267591587
250	3.256645824
251	3.255356732
252	3.246469564
253	3.237119791
254	3.222189887
255	3.212921515
256	3.208234397
257	3.201068433
258	3.191812888
259	3.188664466
260	3.178024294
261	3.165636606
262	3.153723062
263	3.141734282
264	3.130443103
265	3.124114019
266	3.112690693
267	3.109983535
268	3.097598629
269	3.096352009
270	3.0849175
271	3.07625768
272	3.066625276
273	3.056675739
274	3.055087572
275	3.045848713
276	3.032951468
277	3.021468677
278	3.010686963
279	2.999505102
280	2.991355299
281	2.983656301
282	2.977864387
283	2.967820559
284	2.958964378
285	2.952482811
286	2.943891763
287	2.933969089
288	2.92239773
289	2.920303335
290	2.910025854
291	2.908402986
292	2.90728664
293	2.895780339
294	2.887227254
295	2.880296467
296	2.878744383
297	2.870746504
298	2.861007378
299	2.859561514
300	2.851881722
301	2.850863758
302	2.839859419
303	2.831030738
304	2.829432473
305	2.828485555
306	2.819274547
307	2.811220404
308	2.803459683
309	2.797301957
310	2.79050686
311	2.783824895
312	2.776148515
313	2.773488991
314	2.767182311
315	2.76063859
316	2.751678454
317	2.741204905
318	2.730115012
319	2.719228373
320	2.709561697
321	2.708269619
322	2.704009319
323	2.694594479
324	2.686944769
325	2.686105021
326	2.677677481
327	2.676820503
328	2.671954648
329	2.663915751
330	2.656353494
331	2.648190762
332	2.64261081
333	2.64180918
334	2.634017224
335	2.633142088
336	2.624360972
337	2.616170647
338	2.608576275
339	2.599360948
340	2.591490671
341	2.581615932
342	2.573968551
343	2.568737931
344	2.5624556
345	2.557238931
346	2.550917021
347	2.539568308
348	2.533826068
349	2.529832708
350	2.524263762
351	2.523444187
352	2.52266164
353	2.521931123
354	2.515267181
355	2.510327571
356	2.50356725
357	2.497458197
358	2.490552392
359	2.489901061
360	2.481991773
361	2.471582451
362	2.466297726
363	2.462617264
364	2.458784893
365	2.45335475
366	2.448815269
367	2.448152391
368	2.443690702
369	2.436032922
370	2.431292228
371	2.426668598
372	2.420357391
373	2.412971132
374	2.404787453
375	2.404083326
376	2.397218198
377	2.39087468
378	2.386565238
379	2.379750094
380	2.375655353
381	2.374097173
382	2.369091485
383	2.363074713
384	2.362399391
385	2.359020293
386	2.358477749
387	2.354141943
388	2.349221571
389	2.34339031
390	2.338132882
391	2.328923594
392	2.328329889
393	2.324780132
394	2.320195749
395	2.316718383
396	2.311233491
397	2.310644928
398	2.30360303
399	2.30301883
400	2.298619174
401	2.293086326
402	2.287911523
403	2.281280424
404	2.275991301
405	2.270567335
406	2.265718634
407	2.263699236
408	2.263161281
409	2.262619284
410	2.262165313
411	2.260552518
412	2.260031472
413	2.25652467
414	2.250462024
415	2.24554524
416	2.241330546
417	2.233834093
418	2.229993526
419	2.229536251
420	2.224700036
421	2.220083999
422	2.212504752
423	2.208509644
424	2.203351134
425	2.202855565
426	2.197483642
427	2.192486217
428	2.188100555
429	2.18351253
430	2.17825047
431	2.173076632
432	2.16785537
433	2.163497242
434	2.15887395
435	2.154536756
436	2.148286084
437	2.144563326
438	2.142554434
439	2.13931326
440	2.135832273
441	2.1323135
442	2.127952649
443	2.124418457
444	2.120296535
445	2.119885326
446	2.115752022
447	2.112020376
448	2.106949161
449	2.101808729
450	2.098616908
451	2.094176484
452	2.090840148
453	2.085513748
454	2.078517376
455	2.074761614
456	2.070543596
457	2.064065922
458	2.062145091
459	2.056511745
460	2.051686219
461	2.047098397
462	2.045387846
463	2.041448147
464	2.03785193
465	2.036889616
466	2.036456042
467	2.03113549
468	2.030749338
469	2.029818529
470	2.026891402
471	2.023205831
472	2.019417962
473	2.015455471
474	2.013073892
475	2.011550999
476	2.008810926
477	2.005682814
478	2.000656243
479	1.995115823
480	1.990362235
481	1.9868672
482	1.982200171
483	1.981881349
484	1.981535111
485	1.977319794
486	1.972408892
487	1.968893261
488	1.965852704
489	1.962315465
490	1.959714626
491	1.956445511
492	1.953759391
493	1.949484402
494	1.945219653
495	1.942448051
496	1.939440808
497	1.933985116
498	1.930571397
499	1.928780749
500	1.92586533
501	1.921670052
502	1.921381237
503	1.918031299
504	1.913457562
505	1.909747034
506	1.907558027
507	1.904012653
508	1.900833722
509	1.898249323
510	1.894368393
511	1.891123177
512	1.8891838
513	1.887647698
514	1.887284545
515	1.884571332
516	1.880732446
517	1.876571609
518	1.873020375
519	1.869710005
520	1.866609441
521	1.864757176
522	1.862542223
523	1.858524559
524	1.855583171
525	1.852353448
526	1.850212508
527	1.8475978
528	1.845319789
529	1.842389426
530	1.839290902
531	1.836301852
532	1.832334007
533	1.831437488
534	1.827619889
535	1.824183168
536	1.821503656
537	1.820300897
538	1.819963051
539	1.817316867
540	1.814179152
541	1.812402263
542	1.807868775
543	1.804028062
544	1.800236234
545	1.797458626
546	1.79507078
547	1.791921082
548	1.78859447
549	1.786230248
550	1.785885215
551	1.785525405
552	1.782315472
553	1.779885126
554	1.777618554
555	1.775950033
556	1.775644903
557	1.772384482
558	1.767923383
559	1.765510235
560	1.761944405
561	1.759724814
562	1.757549037
563	1.755500965
564	1.752756804
565	1.750177571
566	1.747805614
567	1.746536332
568	1.744358015
569	1.741415183
570	1.739401233
571	1.737445896
572	1.735171859
573	1.733410718
574	1.731149583
575	1.730927824
576	1.727554633
577	1.724172199
578	1.723202123
579	1.721115391
580	1.718270031
581	1.715800821
582	1.711802129
583	1.71008851
584	1.709819782
585	1.706990026
586	1.705268279
587	1.702706885
588	1.700888961
589	1.699536805
590	1.697343376
591	1.695699004
592	1.692671724
593	1.690121967
594	1.688754949
595	1.687144959
596	1.686018355
597	1.684342841
598	1.68089403
599	1.679656967
600	1.675743541
601	1.674205851
602	1.673116113
603	1.670984415
604	1.670505476
605	1.667585262
606	1.665534958
607	1.662849122
608	1.662578682
609	1.659484827
610	1.657890309
611	1.654966436
612	1.653163071
613	1.65048961
614	1.647551991
615	1.645484006
616	1.643493122
617	1.640609643
618	1.636548867
619	1.634386548
620	1.633143892
621	1.631089677
622	1.63002938
623	1.627939556
624	1.62679611
625	1.62472244
626	1.621897299
627	1.619410121
628	1.616031786
629	1.615074684
630	1.613041186
631	1.609724569
632	1.607053332
633	1.605336038
634	1.604014378
635	1.600844273
636	1.597969138
637	1.595474843
638	1.593722992
639	1.592187003
640	1.589328059
641	1.587323002
642	1.58498215
643	1.58177264
644	1.579614567
645	1.576722257
646	1.575033818
647	1.574711245
648	1.572013885
649	1.569496118
650	1.566627631
651	1.564438253
652	1.561116202
653	1.55840068
654	1.557171586
655	1.555270725
656	1.553016167
657	1.549972417
658	1.547797884
659	1.545150825
660	1.542858278
661	1.541581868
662	1.537875255
663	1.534799484
664	1.532703243
665	1.531350075
666	1.529317936
667	1.526832654
668	1.525004309
669	1.521786673
670	1.519335896
671	1.515703961
672	1.513739806
673	1.513539706
674	1.51290922
675	1.510333097
676	1.5099307
677	1.509757111
678	1.508822477
679	1.508251425
680	1.506006523
681	1.503979437
682	1.501184678
683	1.499028414
684	1.496013322
685	1.493477109
686	1.493351358
687	1.491702686
688	1.49004984
689	1.488308361
690	1.486808792
691	1.484287057
692	1.483592643
693	1.483096794
694	1.482078087
695	1.48108603
696	1.479386032
697	1.476419396
698	1.474805949
699	1.473174099
700	1.471748743
701	1.470937341
702	1.470526003
703	1.4679039
704	1.467324528
705	1.465428785
706	1.462802107
707	1.46050882
708	1.458045826
709	1.456452235
710	1.455208522
711	1.45318448
712	1.45149838
713	1.450000492
714	1.447556189
715	1.44664435
716	1.44494861
717	1.443115744
718	1.441169363
719	1.439590433
720	1.436638734
721	1.434871795
722	1.432898547
723	1.43091795
724	1.429023548
725	1.427235621
726	1.425002099
727	1.423319189
728	1.421855736
729	1.420723587
730	1.418964601
731	1.417999325
732	1.41548644
733	1.413904315
734	1.411766477
735	1.411373172
736	1.410183366
737	1.409920614
738	1.407950364
739	1.406675643
740	1.404726188
741	1.402983665
742	1.40175849
743	1.400306524
744	1.39940063
745	1.398371496
746	1.3978241
747	1.397380214
748	1.39547152
749	1.393311774
750	1.391279839
751	1.391126194
752	1.38990373
753	1.387723424
754	1.385581364
755	1.384797993
756	1.382699394
757	1.382365881
758	1.380835988
759	1.379749624
760	1.379154716
761	1.378385445
762	1.377520324
763	1.375640337
764	1.373414696
765	1.371526579
766	1.370331904
767	1.368110109
768	1.366150855
769	1.364088012
770	1.362540229
771	1.360765212
772	1.35984158
773	1.35793859
774	1.356807913
775	1.355450417
776	1.353418078
777	1.352301963
778	1.351221511
779	1.350622701
780	1.34842832
781	1.346819746
782	1.345265441
783	1.342887622
784	1.342081548
785	1.340107565
786	1.338743722
787	1.336225693
788	1.334144461
789	1.332870406
790	1.331813986
791	1.330592764
792	1.329829118
793	1.327862745
794	1.32544726
795	1.323521219
796	1.322815572
797	1.321674768
798	1.320505953
799	1.319008419
800	1.317309149
801	1.314935689
802	1.313707442
803	1.311750496
804	1.309623303
805	1.306272597
806	1.304311428
807	1.304176106
808	1.302184087
809	1.300258661
810	1.300159995
811	1.297794652
812	1.294867902
813	1.293599275
814	1.291590978
815	1.290428823
816	1.288836469
817	1.287275988
818	1.285928642
819	1.284503649
820	1.282491983
821	1.280631432
822	1.27946905
823	1.277917757
824	1.277779192
825	1.276539668
826	1.275449779
827	1.273481713
828	1.272985161
829	1.271775466
830	1.270917095
831	1.269525832
832	1.267394882
833	1.266520843
834	1.266250809
835	1.265094774
836	1.263290538
837	1.262106091
838	1.260962488
839	1.259517006
840	1.258482849
841	1.257731091
842	1.25625806
843	1.254937292
844	1.254789335
845	1.253840803
846	1.252446753
847	1.251287472
848	1.250002037
849	1.248842446
850	1.247801702
851	1.246767097
852	1.245643301
853	1.244433191
854	1.242882402
855	1.242119849
856	1.240850787
857	1.239774886
858	1.23822832
859	1.23726448
860	1.236722637
861	1.236290511
862	1.235284112
863	1.233944367
864	1.233214826
865	1.232459305
866	1.230503252
867	1.229277221
868	1.227177338
869	1.226446135
870	1.225559531
871	1.224533775
872	1.223058129
873	1.221697194
874	1.220954678
875	1.220691584
876	1.21993728
877	1.21892481
878	1.218775125
879	1.218643835
880	1.216902938
881	1.21513614
882	1.214490527
883	1.213564736
884	1.213260545
885	1.211470969
886	1.211227386
887	1.210040655
888	1.20890779
889	1.207357322
890	1.206626022
891	1.205409197
892	1.203693116
893	1.202806815
894	1.202039614
895	1.201269463
896	1.20021653
897	1.199197083
898	1.198370265
899	1.197174889
900	1.195618951
901	1.195424362
902	1.194762454
903	1.194054571
904	1.193370068
905	1.192528172
906	1.190967461
907	1.189743216
908	1.189074016
909	1.187457463
910	1.186462597
911	1.185902575
912	1.185083324
913	1.18341407
914	1.183035103
915	1.181482052
916	1.180706037
917	1.179407692
918	1.178642123
919	1.178534743
920	1.177394031
921	1.177278104
922	1.176140762
923	1.175499805
924	1.174640676
925	1.173823783
926	1.171885954
927	1.170452098
928	1.169893453
929	1.169501082
930	1.167294055
931	1.165962877
932	1.164969531
933	1.16324528
934	1.162623354
935	1.161392003
936	1.160929263
937	1.160027621
938	1.159140435
939	1.157483225
940	1.157059411
941	1.156129073
942	1.154974694
943	1.153410342
944	1.152300135
945	1.151375275
946	1.14983408
947	1.148648227
948	1.147685472
949	1.146577291
950	1.145213922
951	1.143533585
952	1.142498807
953	1.14144213
954	1.140705133
955	1.139409541
956	1.138740288
957	1.137998968
958	1.13752231
959	1.135634838
960	1.134901787
961	1.133455876
962	1.13244452
963	1.131393959
964	1.130867441
965	1.130023571
966	1.129322432
967	1.129157761
968	1.128084976
969	1.127037672
970	1.125879073
971	1.12525072
972	1.124302087
973	1.123599168
974	1.122447347
975	1.121938247
976	1.120522546
977	1.120397262
978	1.119202168
979	1.118085355
980	1.117036866
981	1.115896571
982	1.114839084
983	1.113604129
984	1.112322642
985	1.111184631
986	1.110351011
987	1.109425429
988	1.10927315
989	1.108308972
990	1.106624234
991	1.105721859
992	1.104063595
993	1.102715772
994	1.101864901
995	1.100984431
996	1.100411419
997	1.099223156
998	1.098297198
999	1.096612197
