split,DC,regime_Ia,continuous_tilt_strain,cs_monoclinic,chi_B,covalency_ratio,bond_angle_variance_proxy,cs_orthorhombic,T_sint_x_r_cov,cs_hexagonal,is_Sr,ST_time,d0_per_field,regime_II,ab_pol_diff,ptype_simple,a_site_variance,b_config_entropy,b_size_mismatch,ptype_re_b_site,cs_cubic,phase_boundary_dist_ib_ii,b_o_reduced_mass,alpha_A,Ba_x_T_sint_r_cov,GII,sigma_CM,symmetry_score,octahedral_factor,tolerance_factor,ST_time_missing,r_A_avg,cs_rhombohedral,lst_enhancement_proxy,cm_approx_flag,weighted_SOJT,is_RE,n_A_elements,n_B_elements,r_A_r_B_ratio,r_cov,chi_A,ST_time_x_phase,is_Ca,alpha_B,a_field_strength,regime_Ib,has_additive,d0_B_fraction,tol_sq_dev,phase_boundary_min_dist,RE_x_chi_A,phillips_ionicity_bo,phase_transition,er_CM,b_per_a,tBV,alpha_total,charge_imbalance_proxy,b_site_ratio,has_sigma_CM,Ca_x_tol_factor,soft_mode_proxy,phase_boundary_dist_ii_iii,phillips_covalency_bo,phase_boundary_instability,octahedral_volume,a_off_centering_frac,delta_chi_B,bvs_strain_proxy,T_calc_x_r_cov,cs_perovskite,a_pc,additive_pct,soft_mode_tolerance_weighted,covalency_index,Di,a_config_entropy,b_field_strength,r_B_avg,ordering_proxy,cs_trigonal,is_Ba,b_avg_atomic_mass,delta_chi_A,regime_III,regime_boundary_crossing,o_per_cation,Sr_x_alpha_B,molar_mass,num_cations,polarizable_A_fraction,BVVS,ptype_complex_b,d0_B_polarizable_A,ptype_double,density_calc,cs_tetragonal,ST_norm_melt,tilt_severity,soft_mode_activity,formula,chemistry_family,d10_B_fraction,RE_B_fraction,has_d10_B
train,128.2,0.0,0.0006137044021406155,0,1.54,0.7873657241634769,0.0012342224450321928,1,0.0,0,0.0,3.0,0.09150625,0.0,0.18196461824953447,1.0,0.009969238882203782,-0.0,0.0,0.0,0,0.038442042802623755,11.991108461466194,2.7480353817504657,0.0,0.63318664,1.0219116139685276,0.9465579571973762,0.43214285714285716,0.9465579571973762,0.0,1.283963376784606,0,0.22917275667894793,0.0,1.0,0.0,4,1,2.1222535153464563,1.5509224041492933,1.0268901303538174,0.0,1.0,2.93,1.238102747441531,0.0,0,1.0,0.0028560519389174708,0.018442042802623737,0.0,0.5944454949366794,0.0,26.230074980448734,1.0345541071798054,0.9258511,11.616250999999998,0.011483550589695746,1.0,1.0,0.9465579571973762,0.0,0.018442042802623737,0.4055545050633206,0.15815111479823496,8.060150124999998,0.15518311607697083,1.9,0.15883818835126154,0.0,0,3.790058876474239,0,0.9465579571973762,0.4476744186046512,0.0,1.0164630067242646,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.4131098696461826,1.0,0.0,1.5254754398454184,0.0,152.01704510000002,5.0,0.0,-1.1616026,0.0,0.0,0.0,4.636532376612471,0,0.0,0.05344204280262377,2.7480353817504657,Ca0.60Li0.15La0.0333Nd0.1833TiO3,Ca_Li,0.0,0.0,0.0
train,123.0,0.0,0.0006870270383631588,0,1.54,0.7893963151705213,0.001546758892966444,1,0.0,0,0.0,3.0,0.09150625,0.0,0.3324922408441964,1.0,0.01192132453514956,-0.0,0.0,0.0,0,0.044827057232596945,11.991108461466194,2.597507759155804,0.0,0.6838099,0.9858311942663859,0.940172942767403,0.43214285714285716,0.940172942767403,0.0,1.2658586799089593,0,0.21661948663903569,0.0,1.0,0.0,4,1,2.0923283965437345,1.5074463541136986,1.0330974549968963,0.0,1.0,2.93,1.265121810551006,0.0,0,1.0,0.003579276777112432,0.024827057232596927,0.0,0.5944454949366794,0.0,25.591060719099566,1.0345541071798054,0.9190942,11.470751,0.011483550589695893,1.0,1.0,0.940172942767403,0.0,0.024827057232596927,0.4055545050633206,0.08351694586208225,8.060150124999998,0.2069108214359611,1.9,0.15159520668381068,0.0,0,3.777639054417546,0,0.940172942767403,0.4476744186046512,0.0,1.1260814197591744,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.4069025450031036,1.0,0.0,1.5254754398454184,0.0,155.56839509999998,5.0,0.0,-1.2284167,0.0,0.0,0.0,4.79180208807661,0,0.0,0.05982705723259696,2.597507759155804,Ca0.50Li0.20La0.0333Nd0.2333TiO3,Ca_Li,0.0,0.0,0.0
train,121.3,0.0,0.0007603496745856993,0,1.54,0.791437406917094,0.0018945308946277694,1,0.0,0,0.0,3.0,0.09150625,0.0,0.4830198634388583,1.0,0.013217850090177242,-0.0,0.0,0.0,0,0.05121207166257058,11.991108461466194,2.446980136561142,0.0,0.7366463,0.9501942277377797,0.9337879283374294,0.43214285714285716,0.9337879283374294,0.0,1.2477539830333129,0,0.2040662165991234,0.0,1.0,0.0,4,1,2.062403277741013,1.4639703040781042,1.039304779639975,0.0,1.0,2.93,1.2921408736604811,0.0,0,1.0,0.004384038433849383,0.031212071662570562,0.0,0.5944454949366794,0.0,24.954298019644757,1.0345541071798054,0.9123373,11.325251,0.011483550589695893,1.0,1.0,0.9337879283374294,0.0,0.031212071662570562,0.4055545050633206,0.04410389553705196,8.060150124999998,0.25863852679495136,1.9,0.1444895748157209,0.0,0,3.7652192323608524,0,0.9337879283374294,0.4476744186046512,0.0,1.1906258780896786,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.400695220360025,1.0,0.0,1.5254754398454184,0.0,159.1197451,5.0,0.0,-1.2968994,0.0,0.0,0.0,4.94985126489644,0,0.0,0.06621207166257059,2.446980136561142,Ca0.40Li0.25La0.0333Nd0.2833TiO3,Ca_Li,0.0,0.0,0.0
train,117.0,0.0,0.0015739371770300853,0,1.54,0.7894736842105262,0.0007804222715302737,1,0.0,0,0.0,3.0,0.09150625,0.0,0.19611111111111024,1.0,0.004591666666666668,-0.0,0.0,0.0,0,0.02749630377981227,11.991108461466194,3.1261111111111104,0.0,0.5506807,0.9505044282323521,0.9575036962201877,0.43214285714285716,0.9575036962201877,0.0,1.315,0,0.2607024297342458,0.0,1.0,0.0,4,1,2.1735537190082646,1.6392105263157895,1.0333333333333332,0.0,1.0,2.93,1.2822198904805888,0.0,0,1.0,0.0018059358349460878,0.007496303779812252,0.0,0.5944454949366794,0.0,25.455651275736,1.1111111111111112,0.9388085,11.773499999999999,0.037037037037037056,1.0,1.0,0.9575036962201877,0.0,0.007496303779812252,0.4055545050633206,0.4725411820912789,8.060150124999998,0.05555555555555556,1.9,0.15731203513500322,0.0,0,3.81135,0,0.9575036962201877,0.4476744186046512,0.0,0.9736489231972634,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.4066666666666667,1.0,1.0,1.5789473684210527,0.0,155.78465,5.0,0.0,-1.0454922,0.0,0.0,0.0,4.672260470710628,0,0.0,0.04249630377981228,3.1261111111111104,Ca0.60Li0.05La0.10Nd0.15TiO3,Ca_Li,0.0,0.0,0.0
train,96.8,0.0,0.0,0,1.7395,0.9580281690140845,0.0003551799552158007,1,1823.3249999999998,0,0.0,3.0,0.04698109413252221,1.0,1.5935000000000001,0.0,0.005624999999999994,0.9489154358953991,0.00020868749999999943,0.0,0,0.012717382322563808,13.299142013407105,4.275,0.0,0.38455552,1.0929902429163973,0.9722826176774362,0.4623214285714286,0.9722826176774362,0.0,1.415,0,0.08679131321677594,0.0,0.27,0.0,2,3,2.186172267284666,1.5855,1.665,0.0,1.0,2.6815,1.007347068800894,0.0,0,0.45,0.0007682532828151734,0.0072826176774362095,0.0,0.5146694445156823,0.0,28.72151719842807,1.0,0.9592873,12.9865,0.0,1.0,1.0,0.9722826176774362,0.225,0.0072826176774362095,0.4853305554843177,0.4827473882957203,8.580500863578125,0.5,1.7005,0.15671966781145208,0.0,0,3.921017,0,0.26251630677290777,0.5056686046511628,0.17584786,0.6931471805599453,9.57832098866535,0.64725,0.8083353713183029,0,0.0,78.80895,1.775,0.0,1.0,1.5,0.0,250.44495,5.0,0.5,-0.7578735,1.0,1.0,0.0,6.89850499641519,0,1.3322906710690183,0.02771738232256382,1.1542500000000002,Pb0.5Ca0.5Fe0.45Nb0.45Sn0.1O3,Pb_Ca,0.1,0.0,1.0
train,110.0,0.0,0.0,0,1.33,1.3170214094001622,0.0015319451407727403,0,2407.725,0,0.0,2.0,0.1296,0.0,1.3148999999999997,1.0,0.005244749999999994,-0.0,0.0,0.0,0,0.039578221097514854,13.611750986262276,4.5649,0.0,0.7282669,1.032226861112299,0.9454217789024851,0.5142857142857143,0.9454217789024851,0.0,1.4344999999999999,1,0.2012187853542346,0.0,0.6,0.0,2,1,1.992361111111111,1.6604999999999999,1.8378999999999999,0.0,0.0,3.25,0.9796605145305166,0.0,0,1.0,0.0029787822181692168,0.019578221097514836,0.0,0.6714364484660806,0.0,28.820891189812425,1.0,0.92600095,13.844899999999999,0.0,1.0,1.0,0.0,0.63,0.019578221097514836,0.32856355153391936,0.141165529405287,9.528128,0.63,2.11,0.24578721436547446,0.0,0,4.005107000000001,0,0.5672530673414911,0.3866279069767442,0.0,0.6589556806830628,7.71604938271605,0.72,-0.0,0,0.0,91.224,1.6021,1.0,0.0,1.5,0.0,284.58586,3.0,0.63,-1.3966157,0.0,1.0,0.0,7.355459835242015,0,1.2207904828857803,0.05457822109751487,2.73894,Pb0.63Ca0.37ZrO3,Pb_Ca,0.0,0.0,0.0
train,94.0,0.0,0.0,0,1.33,1.2850182704019488,0.001617362567733955,0,2414.25,0,0.0,2.0,0.1296,0.0,1.2479999999999993,1.0,0.005399999999999994,-0.0,0.0,0.0,0,0.041079155302863546,13.611750986262276,4.497999999999999,0.0,0.74365836,0.9877711065921349,0.9439208446971364,0.5142857142857143,0.9439208446971364,0.0,1.4300000000000002,1,0.19826986276223948,0.0,0.6,0.0,2,1,1.9861111111111114,1.665,1.798,0.0,0.0,3.25,0.9860497193621423,0.0,0,1.0,0.00314487165948269,0.021079155302863528,0.0,0.6714364484660806,0.0,28.115041820650656,1.0,0.92452073,13.777999999999999,0.0,1.0,1.0,0.0,0.6,0.021079155302863528,0.32856355153391936,0.12149094687599131,9.528128,0.6,2.11,0.2497098577384278,0.0,0,4.00202,0,0.5663525068182819,0.3866279069767442,0.0,0.6730116670092565,7.71604938271605,0.72,-0.0,0,0.0,91.224,1.642,1.0,0.0,1.5,0.0,279.5722,3.0,0.6,-1.4249657,0.0,1.0,0.0,7.2426099990912745,0,1.212780194044831,0.05607915530286356,2.6987999999999994,Pb0.60Ca0.40ZrO3,Pb_Ca,0.0,0.0,0.0
train,74.0,0.0,0.0,0,1.33,1.1887323943661972,0.0019188224359023426,0,2520.0,0,0.0,2.0,0.1296,0.0,1.0250000000000004,1.0,0.005624999999999994,-0.0,0.0,0.0,0,0.046082269320692926,13.611750986262276,4.275,0.0,0.7957394,0.857634291792363,0.9389177306793071,0.5142857142857143,0.9389177306793071,0.0,1.415,1,0.1884401207889226,0.0,0.6,0.0,2,1,1.965277777777778,1.68,1.665,0.0,1.0,3.25,1.007347068800894,0.0,0,1.0,0.003731043625365666,0.026082269320692908,0.0,0.6714364484660806,0.0,25.953052177673722,1.0,0.91958666,13.555,0.0,1.0,1.0,0.9389177306793071,0.5,0.026082269320692908,0.32856355153391936,0.07366504116059018,9.528128,0.5,2.11,0.2633153838288549,0.0,0,3.9917300000000004,0,0.5633506384075843,0.3866279069767442,0.0,0.6931471805599453,7.71604938271605,0.72,-0.0,0,0.0,91.224,1.775,1.0,0.0,1.5,0.0,262.86,3.0,0.5,-1.521147,0.0,1.0,0.0,6.862461318797072,0,1.2277470841006752,0.06108226932069294,2.565,Pb0.50Ca0.50ZrO3,Pb_Ca,0.0,0.0,0.0
train,45.0,0.0,4.891676033342485e-07,0,1.5106570000000001,0.7779608870967741,0.0004026156511300052,1,2786.1272,0,1.0,4.0,0.07540679352157373,1.0,1.4647240000000008,0.0,0.001599999999999996,1.009636859955122,0.001746359103999999,0.0,0,0.014350056200123307,12.862187727641635,4.024000000000001,0.0,0.17744005,0.6075064890844138,0.9706499437998767,0.4673828571428572,0.9706499437998767,1.0,1.42,0,0.16267835334911998,0.0,0.51998,0.0,2,3,2.170138888888889,1.7413295,0.96,0.0,0.0,2.559276,0.9943717014705358,0.0,0,0.7333000000000001,0.0008614257989503973,0.005649943799876711,0.0,0.6056794425601613,0.0,20.994390456971836,1.0,0.98810554,12.613276,1.6666666666627823e-05,1.0,1.0,0.0,0.58664,0.005649943799876711,0.39432055743983874,0.5683633409575483,8.669906827031086,0.0,1.9293429999999998,0.06429725753378368,0.0,0,3.931334592,0,0.5047185577770599,0.4391444767441861,0.28662547,0.5004024235381879,9.724588007978411,0.654336,1.1966066488357001,0,0.0,65.60231329999999,2.48,0.0,1.0,1.5,2.559276,191.71091330000002,5.0,0.8,-0.3440786,1.0,1.0,0.0,5.239208629918523,0,1.1623940391561876,0.02935005620012332,2.0923995200000003,Ca0.20Sr0.80Ti0.20Mg0.2667Nb0.5333O3,Ca_Sr,0.0,0.0,0.0
test_holdout,44.0,0.0,0.0,0,1.561,0.7835696413678065,0.00039921606170061156,1,2362.05,0,0.0,2.0,0.06485006129225518,1.0,0.9379999999999997,0.0,0.001029000000000002,0.6108643020548935,0.0010289999999999987,0.0,0,0.015935817517024997,11.55514966883968,3.226,0.0,0.47962525,0.8797448347703064,0.969064182482975,0.41714285714285715,0.969064182482975,0.0,1.319,0,0.19542801821854366,0.0,0.7,0.0,2,2,2.2585616438356166,1.629,1.0419999999999998,0.0,1.0,2.2880000000000003,1.3376847871984894,0.0,0,0.7,0.0009570248054466715,0.004064182482975021,0.0,0.5863190481650042,0.0,24.230476387552766,1.0,0.9525352,11.544,0.0,2.3333333333333335,1.0,0.969064182482975,0.0,0.004064182482975021,0.41368095183499576,0.6660315426029929,7.809531904,0.0,1.879,0.14334210148068668,0.0,0,3.793682,0,0.6783449277380824,0.45377906976744187,0.21806312,0.6108643020548935,10.794130121872353,0.584,0.6561135096145153,0,0.0,41.601499999999994,2.398,0.0,1.0,1.5,0.0,160.9257,4.0,0.0,-0.9224662,1.0,0.0,0.0,4.894197771774726,0,1.1870164954361262,0.03093581751702501,2.2582,Ca0.7Nd0.3Ti0.7Al0.3O3,Ca_Nd,0.0,0.0,0.0
train,86.0,0.0,0.0,0,1.6225,0.7127450980392157,0.001332532043874088,0,0.0,0,0.0,4.0,0.07165405604750542,0.0,2.64,0.0,0.0,1.0397207708399179,0.00020625000000000038,0.0,1,0.06996476400074736,12.822814430495194,5.24,0.0,0.529563,0.801335384150012,0.9450352359992527,0.44107142857142856,1.0549647640007473,0.0,1.61,0,0.26562031435937006,0.0,0.65,0.0,1,3,2.6072874493927123,1.8325,0.89,0.0,0.0,2.6,0.7715751707110065,1.0,0,0.75,0.0030211252816578515,0.06996476400074736,0.0,0.5621270864849545,0.0,25.3673792002522,1.0,1.0593281,13.87,0.0,1.0,1.0,0.0,0.75,0.08996476400074738,0.43787291351504554,0.0009151007402871049,8.211842859375,0.0,1.8175,0.31468536225553123,0.0,0,4.025869999999999,0,0.6142729033995142,0.47165697674418605,0.19978987,-0.0,10.466958067283208,0.6175,1.0397207708399179,0,1.0,64.59075,2.55,0.0,0.0,1.5,0.0,249.91475000000003,4.0,1.0,1.0352851,1.0,1.0,0.0,6.359918175597472,0,0.0,0.054964764000747346,3.406,BaTi0.50Ga0.25Nb0.25O3,Ba_Ti,0.25,0.0,1.0
train,66.0,0.0,0.0,0,1.6390000000000002,0.7062745098039215,0.0012751188252983984,0,0.0,0,0.0,4.0,0.06747178743441094,0.0,2.7060000000000004,0.0,0.0,1.0888999753452238,0.0002100000000000004,0.0,1,0.06865911454035045,12.949383918412572,5.24,0.0,0.5207379,0.7210210795187169,0.9463408854596496,0.4428571428571429,1.0536591145403504,0.0,1.61,0,0.2346984241990539,0.0,0.5800000000000001,0.0,1,3,2.5967741935483875,1.824,0.89,0.0,0.0,2.534,0.7715751707110065,1.0,0,0.7,0.002879300573254448,0.06865911454035045,0.0,0.5555422370376353,0.0,23.983228931261948,1.0,1.0590321,13.804,0.0,1.0,1.0,0.0,0.7,0.08865911454035047,0.4444577629623647,0.0010427316173681406,8.242408000000001,0.0,1.8009999999999997,0.30859415546173485,0.0,0,4.0283,0,0.5488777135665968,0.4764534883720931,0.19978987,-0.0,10.374706623571624,0.62,1.0888999753452238,0,1.0,67.93549999999999,2.55,0.0,0.0,1.5,0.0,253.2595,4.0,1.0,1.0189525,1.0,1.0,0.0,6.433380021229658,0,0.0,0.05365911454035044,3.0392000000000006,BaTi0.40Ga0.30Nb0.30O3,Ba_Ti,0.3,0.0,1.0
train,47.0,0.0,0.0,0,1.6555,0.6998039215686275,0.0012188653559342508,0,0.0,0,0.0,4.0,0.06321447442563492,0.0,2.7720000000000002,0.0,0.0,1.0960673284468552,0.00020125000000000034,0.0,1,0.0673566928907331,13.066252514200112,5.24,0.0,0.51198125,0.652295003536702,0.9476433071092669,0.4446428571428571,1.052356692890733,0.0,1.61,0,0.2045268907129795,0.0,0.51,0.0,1,3,2.5863453815261046,1.8155,0.89,0.0,0.0,2.468,0.7715751707110065,1.0,0,0.6499999999999999,0.00274122329045454,0.0673566928907331,0.0,0.5489197703469715,0.0,22.736258853680223,1.0,1.0587362,13.738,0.0,1.0,1.0,0.0,0.6499999999999999,0.08735669289073311,0.4510802296530285,0.001187779965913629,8.273048890624999,0.0,1.7845,0.30253117047771094,0.0,0,4.03073,0,0.48329808662572615,0.48124999999999996,0.19978987,-0.0,10.28245517986004,0.6224999999999999,1.0960673284468552,0,1.0,71.28025,2.55,0.0,0.0,1.5,0.0,256.60425,4.0,1.0,1.002742,1.0,1.0,0.0,6.5065624393212875,0,0.0,0.05235669289073308,2.6724,BaTi0.30Ga0.35Nb0.35O3,Ba_Ti,0.35,0.0,1.0
train,47.0,0.0,0.001402918129730795,0,1.3599999999999999,0.815686274509804,0.0004916413429296963,0,2670.5,0,0.0,6.0,0.07484723086254812,1.0,1.7971428571428576,0.0,0.0,1.0042424730540764,0.04297200000000001,1.0,0,0.014461280724346603,13.657467219016878,5.24,2670.5,0.8074203,0.0,0.9705387192756534,0.5664285714285715,0.9705387192756534,0.0,1.61,0,0.19731748937348945,2.0,0.5142857142857143,0.0,1,3,2.0302648171500635,1.8166666666666667,0.89,0.0,0.0,3.4428571428571426,0.7715751707110065,0.0,0,0.5714285714285714,0.0008679670619187575,0.005538719275653414,0.0,0.6609473927455578,0.0,0.0,3.5,0.96543086,64.72999999999999,0.04761904761904775,1.0,0.0,0.0,0.5714285714285714,0.005538719275653414,0.3390526072544422,0.5747202216942686,10.546683057000001,0.0,2.08,0.051059742026850374,0.0,0,4.1964559999999995,0,0.4991341984846218,0.39534883720930225,0.430657,-0.0,7.634598699823128,0.7929999999999999,1.0935084706588831,0,1.0,93.31742857142856,2.55,0.0,1.0,1.6666666666666667,0.0,1167.8609999999999,4.0,1.0,-1.2394087,0.0,1.0,0.0,26.241098653545915,0,0.9723651330295459,0.029461280724346617,2.6948571428571433,Ba2La3Ti3NbO15,Ba_La,0.0,0.42857142857142855,0.0
train,47.44,0.0,0.001607189879925807,0,1.56,0.7689161554192229,5.8982314304589644e-05,0,2681.2666666666664,1,0.0,6.0,0.08807090764011612,0.0,1.6983333333333333,0.0,0.015625,0.6365141682948128,0.00027222222222222264,0.0,0,0.02657176713546583,12.753928422013464,4.665,2681.2666666666664,0.13736871,5.034062143581101,0.9884282328645342,0.4404761904761905,1.0115717671354658,0.0,1.485,0,0.31700036774722085,1.0,0.8666666666666667,1.0,2,2,2.408108108108108,1.8116666666666665,0.9950000000000001,0.0,0.0,2.966666666666667,1.1967737445250533,1.0,0,1.0,0.00013390579463744674,0.02657176713546583,0.9950000000000001,0.5867076222296558,0.0,44.94733622058298,1.0,1.0095443,81.97,0.13888888888888884,2.0,1.0,0.0,0.5,0.04657176713546585,0.4132923777703442,0.07014598465085158,8.201671296296295,0.0,1.88,0.07765771748144701,0.0,0,3.93931,0,0.8566378018159296,0.4534883720930233,0.12900682,0.6931471805599453,11.354487273894087,0.6166666666666667,0.6978081252417206,0,1.0,62.879999999999995,2.445,0.0,0.0,1.5,0.0,1493.958,4.0,0.5,0.18719333,0.0,1.0,1.0,40.58044382894884,0,0.938391630561133,0.011571767135465816,4.043,Ba3La3Ti4Nb2O18,Ba_La,0.0,0.0,0.0
test_holdout,48.3,0.0,0.0006104476989630278,0,1.5729400864731318,0.7719395707298506,9.64254800549587e-05,1,2419.845542798009,0,0.0,4.0,0.04939658914461501,1.0,1.5291683578928787,0.0,0.0033327806122448946,0.6914142430846502,0.0012207567562618228,0.0,0,0.00036169593711909975,11.262193029112856,3.452142857142857,0.0,0.32296315,0.603903404118423,0.9846383040628809,0.4086142239477632,0.9846383040628809,0.0,1.3460714285714286,0,0.16228267371752422,0.0,0.5294273360981205,0.0,3,2,2.3530252631627655,1.5920036465776375,1.0213392857142856,0.0,1.0,1.9229744992499782,1.253719766221919,0.0,0,0.5294273360981205,0.00023598170206450187,0.00036169593711909975,0.0,0.5816672791440258,0.0,19.792472703098518,1.26484375,0.97066134,11.302426999999998,0.03973830112650371,1.125070316894806,1.0,0.9846383040628809,0.11817574466475905,0.019638304062880918,0.41833272085597417,0.9644767104268143,7.669381041530478,0.0,1.8670599135268682,0.06621579201970174,0.0,0,3.8006472359481163,0,0.5212944343401822,0.4572500251375383,0.21806312,1.0046978773233488,10.71789257651277,0.5720599135268685,0.778481221843458,0,0.0,38.039089914409246,2.418660714285714,0.0,1.0,1.4783422855171733,0.0,158.1911006,5.0,0.22321428571428573,-0.5799659,1.0,1.0,0.0,4.784628718204609,0,1.339833844298747,0.015361695937119113,1.8276587966872975,Sr0.2Ca0.488Nd0.208Ti0.6Al0.5333O3,Sr_Ca,0.0,0.0,0.0
train,62.0,0.0,0.0,0,1.665,0.9302935010482181,0.00043110561889848084,0,1706.25,0,0.0,3.0,0.05149824792039711,1.0,1.0969999999999995,0.0,0.005399999999999994,0.6931471805599453,6.250000000000011e-06,0.0,0,0.015649210613300935,14.094412413362054,4.052,0.0,0.43571985,1.5036825340568916,0.969350789386699,0.4589285714285715,0.969350789386699,0.0,1.4,0,0.04312347206640425,0.0,0.15,0.0,2,2,2.178988326848249,1.625,1.532,0.0,1.0,2.955,1.028644418239646,0.0,0,0.5,0.0009393741112184795,0.004350789386699083,0.0,0.5450902584823253,0.0,33.8287132265394,1.0,0.9553392,13.036999999999999,0.0,1.0,1.0,0.969350789386699,0.2,0.004350789386699083,0.4549097415176747,0.6472135748827383,8.520914265625,0.4,1.775,0.16592407866966363,0.0,0,3.90611,0,0.14540261840800486,0.4840116279069767,0.21419844,0.6730116670092565,9.70906817592843,0.6425000000000001,0.5391144737688464,0,0.0,118.3965,1.908,0.0,1.0,1.5,0.0,273.32030000000003,4.0,0.4,-0.85105944,1.0,1.0,0.0,7.615130685434527,0,0.9818589863474845,0.030649210613300948,0.6077999999999999,Pb0.4Ca0.6Fe0.5Ta0.5O3,Pb_Ca,0.0,0.0,0.0
test_holdout,119.0,0.0,0.0008856547493341696,0,1.54,0.7851225764747032,0.0005981925284971964,1,2352.962395903378,0,0.0,4.0,0.09150625,0.0,0.2614218364941605,1.0,0.0005998928487240262,-0.0,0.0,0.0,0,0.022205472358000522,11.991108461466194,3.1914218364941607,0.0,0.52526474,1.0396227665412583,0.9627945276419995,0.43214285714285716,0.9627945276419995,0.0,1.3300021429336764,0,0.2661490259011413,0.0,1.0,0.0,2,1,2.198350649477151,1.68068742564527,1.0199957141326477,0.0,1.0,2.93,1.220406673816259,0.0,0,1.0,0.001384247173381942,0.0022054723580005042,0.0,0.5944454949366794,0.0,26.830304650313213,1.0714668381013608,0.94428784,11.938554,0.023804421586485287,1.0,1.0,0.9627945276419995,0.0,0.0022054723580005042,0.4055545050633206,0.8020797510880604,8.060150124999998,0.0,1.9,0.1828840702078112,0.0,0,3.821641470052502,0,0.9627945276419995,0.4476744186046512,0.0,0.4100614627227163,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.4200042858673525,1.0,1.0,1.551750892256763,0.0,147.15385859999998,3.0,0.0,-1.0229429,0.0,0.0,0.0,4.377848329965077,0,1.008818618242538,0.037205472358000535,3.1914218364941607,Ca0.80Nd0.1333TiO3,Ca_Nd,0.0,0.0,0.0
test_holdout,107.0,0.0,0.0014505746442655806,0,1.54,0.7887453874538745,0.000662880175487469,1,2353.4736842105262,0,0.0,4.0,0.09150625,0.0,0.27888888888888896,1.0,0.0008469135802469152,-0.0,0.0,0.0,0,0.024165515395170645,11.991108461466194,3.208888888888889,0.0,0.54231364,0.9646602442331176,0.9608344846048293,0.43214285714285716,0.9608344846048293,0.0,1.3244444444444445,0,0.2676056929349572,0.0,1.0,0.0,2,1,2.189164370982553,1.6810526315789474,1.031111111111111,0.0,1.0,2.93,1.2796493502197173,0.0,0,1.0,0.0015339375961693498,0.004165515395170627,0.0,0.5944454949366794,0.0,25.72990038906817,1.1111111111111112,0.94338655,11.847999999999999,0.037037037037037056,1.0,1.0,0.9608344846048293,0.0,0.004165515395170627,0.4055545050633206,0.659316531064143,8.060150124999998,0.0,1.9,0.17955804712864074,0.0,0,3.817828888888889,0,0.9608344846048293,0.4476744186046512,0.0,0.5297061990576546,10.928215285841132,0.605,-0.0,0,0.0,47.867,2.408888888888889,1.0,1.0,1.5789473684210527,0.0,152.767,3.0,0.0,-1.0539933,0.0,0.0,0.0,4.558469469833071,0,0.9932785660941001,0.03916551539517066,3.208888888888889,Ca0.70Nd0.20TiO3,Ca_Nd,0.0,0.0,0.0
train,43.5,0.0,0.0003745162390276039,0,1.475,0.7705882352941177,1.0647119418376263e-05,0,2837.142857142857,1,0.0,6.0,0.07606889794096311,0.0,1.9375,0.0,0.0,0.5623351446188083,0.028812000000000004,1.0,0,0.010505805131668766,13.873103795738958,5.24,2837.142857142857,0.28122267,0.0,0.9955058051316688,0.5271428571428571,0.9955058051316688,0.0,1.61,0,0.16996917450615814,2.0,0.44999999999999996,0.0,1,2,2.1815718157181574,1.8914285714285712,0.89,0.0,0.0,3.3025,0.7715751707110065,1.0,0,0.75,2.0197787514534917e-05,0.010505805131668766,0.0,0.6191334585013779,0.0,0.0,1.3333333333333333,1.0008757,53.05,0.08333333333333333,3.0,0.0,0.0,0.75,0.030505805131668784,0.3808665414986221,0.3497346645925309,9.772892072,0.0,1.9649999999999999,0.051016655881626294,0.0,0,4.142996,0,0.44797761230925087,0.42877906976744184,0.33877027,-0.0,9.85948292010321,0.738,0.6248168273542315,0,1.0,104.40575000000001,2.55,0.0,0.0,1.7142857142857142,0.0,1021.5920000000001,3.0,1.0,-0.28236437,0.0,1.0,0.0,23.85463749902902,0,0.9027598658756771,0.004494194868331247,2.3579999999999997,Ba3LaNb3O12,Ba_La,0.0,0.25,0.0
