formula,sintering_temp_C,sintering_time_h,sintering_time_missing,crystal_system,phase_transition,epsilon_r
Ba4LaTiTa3O15,1500,6.0,0,hexagonal,0,41.4
Ba4LaTiTa3O15,1520,6.0,0,hexagonal,0,42.3
Ba4LaTiTa3O15,1540,6.0,0,hexagonal,0,42.1
Ba2La3Ti3NbO15,1460,4.0,0,hexagonal,0,42.83
Ba3La2Ti2Nb2O15,1445,4.0,0,hexagonal,0,49.37
Sr4LaTiNb3O15,1420,6.0,0,trigonal,0,41.1
Sr4LaTiNb3O15,1440,6.0,0,trigonal,0,42.2
Sr4LaTiNb3O15,1460,6.0,0,trigonal,0,43.3
Sr4LaTiNb3O15,1480,6.0,0,trigonal,0,43.1
Ba2La3Ti3NbO15,1480,4.0,1,unknown,0,48.34
CaLa2Nd2Ti4O15,1525,4.0,0,orthorhombic,1,42.3
CaMg0.267Ta0.533Ti0.200O3,1500–1550,3.0,0,orthorhombic,0,28.7
CaMg0.233Ta0.467Ti0.300O3,1500–1550,3.0,0,orthorhombic,0,33.6
CaMg0.200Ta0.400Ti0.400O3,1500–1550,3.0,0,orthorhombic,0,39.4
Sr0.2Ca0.488Nd0.208Ti0.76Al0.32O3,1520,4.0,0,orthorhombic,0,68.7
Sr0.2Ca0.488Nd0.208Ti0.68Al0.4267O3,1520,4.0,0,orthorhombic,0,57.5
Pb0.2Ca0.15La0.5Mg0.5Nb0.5O3,1350,2.0,0,cubic,0,50.0
La0.66Ni0.01TiO3,1380,10.0,0,unknown,0,51.4
La0.6533Ni0.02TiO3,1377,10.0,0,unknown,0,63.3
La0.6467Ni0.03TiO3,1375,10.0,0,unknown,0,69.4
La0.6333Ni0.05TiO3,1360,10.0,0,unknown,0,59.6
La0.6167Ni0.075TiO3,1350,10.0,0,unknown,0,58.0
La0.5667Ni0.15TiO3,1340,10.0,0,unknown,0,53.3
Sr0.2Ca0.488Nd0.208Ti0.84Al0.2133O3,1520,4.0,0,orthorhombic,0,80.1
La0.5333Ni0.2TiO3,1340,10.0,0,unknown,0,50.7
La4Ti9O24,1300,4.0,0,orthorhombic,0,37.0
Nd2Ti2O7,1300,4.0,0,monoclinic,0,36.0
Nd4Ti9O24,1300,4.0,0,orthorhombic,0,37.5
Pb0.2Ca1.0667Nb0.5333Ti0.2O3,1350,3.0,0,cubic,1,51.67
Na0.15La0.15Li0.35Sm0.35TiO3,1300,2.0,0,cubic,1,117.0
CaFe0.27Nb0.27Ti0.46O3,1450,3.0,0,unknown,0,60.0
CaAl0.23Ta0.23Ti0.54O3,1450,3.0,0,unknown,0,47.0
CaZn0.2333Nb0.4667Ti0.3O3,1450,3.0,0,unknown,0,51.0
Ca0.58La0.21Na0.21Fe0.29Nb0.29Ti0.42O3,1450,3.0,0,unknown,0,58.9
CaMg0.22Nb0.44Ti0.34O3,1450,3.0,0,unknown,0,43.9
Ca0.6La0.2Na0.2Mg0.2Nb0.4Ti0.4O3,1450,3.0,0,unknown,0,52.3
La2Ti2O7,1350,10.0,0,monoclinic,0,47.0
SrLa3Pr1Ti5O17,1580,4.0,0,orthorhombic,0,57.0
CaMg0.3333Nb0.6667O3,1400–1500,7.5,0,orthorhombic,0,28.0
CaTi0.34Mg0.22Nb0.44O3,1430,3.0,0,orthorhombic,0,48.0
CaMg0.183Ta0.367Ti0.450O3,1500–1550,3.0,0,orthorhombic,0,45.1
CaMg0.167Ta0.333Ti0.500O3,1500–1550,3.0,0,orthorhombic,0,47.8
CaMg0.133Ta0.267Ti0.600O3,1500–1550,3.0,0,orthorhombic,0,59.9
CaMg0.100Ta0.200Ti0.700O3,1500–1550,3.0,0,orthorhombic,0,73.1
CaMg0.067Ta0.133Ti0.800O3,1500–1550,3.0,0,orthorhombic,0,95.0
CaMg0.033Ta0.067Ti0.900O3,1500–1550,3.0,0,orthorhombic,0,121.7
Ba0.8Sr0.2La4Ti4O15,1450,4.0,0,hexagonal,0,46.8
Ba0.6Sr0.4La4Ti4O15,1450,4.0,0,hexagonal,0,45.7
Ba0.4Sr0.6La4Ti4O15,1550,4.0,0,hexagonal,0,45.4
Ba0.2Sr0.8La4Ti4O15,16000,4.0,0,hexagonal,0,46.1
Ba0.8Ca0.2La4Ti4O15,1575,4.0,0,hexagonal,0,47.7
CaTi0.2Mg0.2667Nb0.5333O3,1400–1500,7.5,0,orthorhombic,0,36.0
Ba0.6Ca0.4La4Ti4O15,1575,4.0,0,hexagonal,0,48.9
Ba0.2Ca0.8La4Ti4O15,1575,4.0,0,hexagonal,0,49.5
Ba0.2Sr0.8La4Ti4O15,1450,5.0,0,hexagonal,0,40.8
Ba0.2Sr0.8La4Ti4.20O15,1450,5.0,0,hexagonal,0,46.4
SrGa0.5Nb0.5O3,1550,3.0,0,cubic,0,33.4
SrGa0.45Nb0.45Ti0.1O3,1550,3.0,0,cubic,0,36.6
SrGa0.4Nb0.4Ti0.2O3,1575,3.0,0,cubic,0,40.4
SrGa0.35Nb0.35Ti0.3O3,1575,3.0,0,cubic,0,46.6
CaTi0.8Mg0.0667Nb0.1333O3,1400–1500,7.5,0,orthorhombic,0,109.0
CaTi0.6Mg0.1333Nb0.2667O3,1400–1500,7.5,0,orthorhombic,0,68.0
CaTi0.4Mg0.2Nb0.4O3,1400–1500,7.5,0,orthorhombic,0,54.0
Ba0.4Ca0.6La4Ti4O15,1575,4.0,0,hexagonal,0,48.9
La6ZnTi5O18,1600,4.0,0,hexagonal,0,40.8
Sr2La4Ti5O18,1625,2.0,0,hexagonal,0,48.0
CaLi0.3Nb0.6Sn0.1O3,1150,3.0,0,unknown,0,25.2
CaLi0.2833Nb0.5667Sn0.15O3,1150,3.0,0,unknown,0,24.8
CaLi0.2667Nb0.5333Sn0.2O3,1150,3.0,0,orthorhombic,0,23.3
CaLi0.2333Nb0.4667Sn0.3O3,1150,3.0,0,orthorhombic,0,22.6
CaLi0.3Nb0.6Sn0.1O3,1150,5.0,0,unknown,0,25.4
CaLi0.2833Nb0.5667Sn0.15O3,1150,5.0,0,unknown,0,24.9
CaLi0.2667Nb0.5333Sn0.2O3,1150,5.0,0,orthorhombic,0,23.9
CaLi0.2333Nb0.4667Sn0.3O3,1150,5.0,0,orthorhombic,0,23.5
CaLa0.5Nb0.5O3,1550,4.0,0,monoclinic,0,23.3
CaPr0.5Nb0.5O3,1550,4.0,0,monoclinic,0,24.2
CaSm0.5Nb0.5O3,1550,4.0,0,monoclinic,0,24.7
CaEu0.5Nb0.5O3,1550,4.0,0,monoclinic,0,25.0
CaGd0.5Nb0.5O3,1550,4.0,0,monoclinic,0,25.5
CaTb0.5Nb0.5O3,1550,4.0,0,monoclinic,0,26.5
CaDy0.5Nb0.5O3,1550,4.0,0,orthorhombic,0,32.0
CaHo0.5Nb0.5O3,1550,4.0,0,orthorhombic,0,31.4
CaY0.5Nb0.5O3,1550,4.0,0,orthorhombic,0,31.0
CaEr0.5Nb0.5O3,1550,4.0,0,orthorhombic,0,30.5
CaYb0.5Nb0.5O3,1550,4.0,0,orthorhombic,0,30.0
Ba2Ca1W1O6,1500,4.0,0,cubic,0,22.8
Ba2Ca0.975Sr0.025W1O6,1250,4.0,0,cubic,0,23.9
CaLi0.3333Nb0.6667O3,1150,3.0,0,unknown,0,29.6
CaLi0.1667Nb0.3333Ti0.5O3,1150,5.0,0,unknown,0,55.2
CaLi0.2333Nb0.4667Ti0.3O3,1150,5.0,0,unknown,0,44.7
CaLi0.2667Nb0.5333Ti0.2O3,1150,5.0,0,orthorhombic,0,38.6
NdMg0.5Sn0.4Ti0.1O3,1550,4.0,0,cubic,0,21.1
BaTi0.6Zn0.2W0.2O3,1420,4.0,0,cubic,0,71.2
BaTi0.5Zn0.25W0.25O3,1430,4.0,0,hexagonal,0,25.4
BaTi0.45Zn0.275W0.275O3,1420,4.0,0,hexagonal,0,22.9
BaTi0.4Zn0.3W0.3O3,1430,4.0,0,hexagonal,0,21.2
BaTi0.35Zn0.325W0.325O3,1420,4.0,0,hexagonal,0,22.1
Ba2Ca0.95Sr0.05W1O6,1225,4.0,0,cubic,1,24.0
BaTi0.3Zn0.35W0.35O3,1420,4.0,0,hexagonal,0,26.4
BaTi0.1Zn0.45W0.45O3,1420,4.0,0,hexagonal,0,33.0
BaHfO3,1400,8.0,0,cubic,0,24.1
SrHfO3,1400,8.0,0,orthorhombic,0,23.5
CaHfO3,1400,8.0,0,orthorhombic,0,21.4
Y1Mg0.5Ti0.5O3,1650,2.0,0,cubic,0,22.0
La1.6667Mg1Ta1O6,1500,6.0,0,cubic,1,22.5
Ca1Li0.2333Nb0.4667Sn0.3O3,,4.0,1,orthorhombic,0,22.6
Ca1La0.5Ta0.5O3,,4.0,1,monoclinic,0,23.0
CaLi0.333Nb0.667O3,1150,5.0,0,orthorhombic,0,29.6
CaLi0.3167Nb0.6333Ti0.05O3,1150,5.0,0,unknown,0,32.4
CaLi0.3Nb0.6Ti0.1O3,1150,5.0,0,unknown,0,34.6
BaTi0.2Zn0.4W0.4O3,1420,4.0,0,hexagonal,0,31.4
Ba2Ca0.9Sr0.1W1O6,1200,4.0,0,rhombohedral,0,23.5
Ba2Ca0.75Sr0.25W1O6,1200,4.0,0,rhombohedral,0,23.4
Ba2Ca0.5Sr0.5W1O6,1200,4.0,0,rhombohedral,0,23.3
BaZn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,1575,6.0,0,cubic,0,24.9
Ba0.5Sr0.5Zn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,1550,6.0,0,cubic,0,26.3
LaCo0.5Ti0.5O3,1440,6.0,0,orthorhombic,0,30.0
Ca1Ga0.5Ta0.5O3,1500,2.0,0,orthorhombic,0,25.0
La1Co0.5Ti0.5O3,1550,6.0,0,orthorhombic,0,25.0
La0.9Al0.9Sr0.1Ti0.1O3,1680,4.0,1,unknown,0,25.1
Sm1Co0.5Ti0.5O3,1360,4.0,0,cubic,0,25.5
BaZn0.3333Ta0.3333Nb0.3333O3,1600,6.0,0,cubic,0,34.2
BaZn0.3333Ta0.6667O3,1650,6.0,0,cubic,0,29.8
La1Mg0.667Ta0.333O3,1650,2.0,0,monoclinic,0,25.1
Ba2Ca0.25Sr0.75W1O6,1200,4.0,0,rhombohedral,0,23.7
Ba2Ca0.1Sr0.9W1O6,1200,4.0,0,rhombohedral,1,23.3
Ba2Sr1W1O6,1200,4.0,0,monoclinic,0,23.5
Ca1Zr1O3,1500,4.0,0,orthorhombic,0,23.8
BaTi0.39Co0.305W0.305O3,1425,4.0,0,hexagonal,0,18.0
BaMg0.3267Nb0.6533Mn0.02O3,1550,2.0,0,hexagonal,0,32.0
BaMg0.3299Ta0.6601Mn0.01O3,1600,2.0,0,hexagonal,0,25.0
BaZn0.3333Nb0.6667O3,1500,2.0,0,cubic,0,41.0
BaZn0.3299Ta0.6601Mn0.01O3,1550,2.0,0,hexagonal,0,30.0
La1Mg0.667Ta0.333O3,1600,2.0,0,monoclinic,0,24.7
BaMn0.3333Nb0.6667O3,1550,2.0,0,cubic,1,39.0
BaMg0.3333Ta0.6667O3,1640,20.0,0,hexagonal,0,24.0
BaMg0.3167Ta0.6333Sn0.05O3,1640,20.0,0,hexagonal,0,24.4
BaMg0.3Ta0.6Sn0.1O3,1640,20.0,0,cubic,0,24.3
BaMg0.2833Ta0.5667Sn0.15O3,1640,20.0,0,cubic,0,24.0
BaTi0.6Ni0.2W0.2O3,1450,4.0,0,hexagonal,0,29.8
BaTi0.55Ni0.225W0.225O3,1450,4.0,0,hexagonal,0,26.5
BaTi0.5Ni0.25W0.25O3,1450,4.0,0,hexagonal,0,24.2
BaTi0.45Ni0.275W0.275O3,1450,4.0,0,hexagonal,0,21.6
BaTi0.4Ni0.3W0.3O3,1450,4.0,0,hexagonal,0,20.0
BaMn0.3333Ta0.6667O3,1600,2.0,0,hexagonal,0,22.0
PrAlO3,1650,4.0,0,rhombohedral,0,23.2
ErAlO3,1650,5.0,0,orthorhombic,0,16.3
DyAlO3,1650,6.0,0,orthorhombic,0,17.6
GdAlO3,1650,7.0,0,orthorhombic,0,18.4
SmAlO3,1650,8.0,0,orthorhombic,0,20.4
YAlO3,1650,9.0,0,orthorhombic,0,15.7
Ba1.8Sr0.2Sm1Sb1O6,1500,4.0,0,cubic,0,16.0
Sr2SmSbO6,1550,4.0,0,cubic,0,16.0
Ba2SmSbO6,1550,4.0,0,cubic,0,20.7
Ba2CoWO6,1390,4.0,0,cubic,0,19.3
Ba2NiWO6,1450,4.0,0,cubic,0,18.1
Ba2ZnWO6,1330,4.0,0,cubic,0,29.1
Sr2CoWO6,1450,4.0,0,cubic,0,21.2
Sr2NiWO6,1570,4.0,0,cubic,0,18.3
BaZn0.5W0.5O3,1360,4.0,0,cubic,0,19.0
Ba0.99Zn0.5W0.5O2.99,1360,4.0,0,cubic,0,23.0
LaAlO3,1650,3.0,0,rhombohedral,0,23.4
NdAlO3,1650,2.0,0,rhombohedral,0,22.3
BaMg0.3333W0.3333Ti0.3333O3,1550,4.0,0,hexagonal,0,15.4
Ba1Ti0.39Co0.305W0.305O3,1400,4.0,0,hexagonal,0,18.0
La6MgTi5O18,1625,2.0,0,hexagonal,0,40.2
Ba1Mg0.5W0.5O3,1500,6.0,0,cubic,1,16.7
Ba1Mg0.46W0.46Ti0.08O3,1500,6.0,0,cubic,1,19.6
Ba1Mg0.42W0.42Ti0.16O3,1500,6.0,0,unknown,1,16.6
Ba1Mg0.36W0.36Ti0.28O3,1500,6.0,0,unknown,1,12.3
Ba1Mg0.3333W0.3333Ti0.3333O3,1500,6.0,0,hexagonal,0,13.1
Ba1Mg0.32W0.32Ti0.36O3,1500,6.0,0,unknown,1,13.5
Ba1Mg0.30W0.30Ti0.40O3,1500,6.0,0,unknown,1,16.7
BaMg0.28W0.28Ti0.44O3,1500,6.0,0,cubic,1,21.8
Ba1Mg0.25W0.25Ti0.50O3,1500,6.0,0,cubic,1,31.2
Ba1Mg0.20W0.20Ti0.60O3,1500,6.0,0,cubic,1,63.9
Ba0.98Zn0.5W0.5O2.98,1360,4.0,0,cubic,0,24.0
Ba1Mg0.33W0.35Ti0.32O3.02,1500,6.0,0,hexagonal,0,16.3
Ba1Mg0.34W0.35Ti0.31O3.01,1500,6.0,0,hexagonal,0,17.1
Ba1Mg0.34W0.32Ti0.34O2.98,1500,6.0,0,hexagonal,0,14.4
Ba1Mg0.34W0.33Ti0.33O2.99,1500,6.0,0,hexagonal,0,15.1
Ba1Mg0.35W0.34Ti0.31O2.99,1500,6.0,0,hexagonal,0,15.4
Ba1Mg0.35W0.33Ti0.32O2.98,1500,6.0,0,hexagonal,0,14.4
Ba1Mg0.34W0.32Ti0.34O2.98,1500,12.0,0,hexagonal,0,14.5
Ba1Mg0.34W0.32Ti0.34O2.98,1500,18.0,0,hexagonal,0,14.8
Ba1Mg0.32W0.28Ti0.40O3,1500,6.0,0,hexagonal,0,18.1
Ba1Mg0.32W0.26Ti0.42O3,1500,6.0,0,hexagonal,0,21.5
Ba1Mg0.32W0.25Ti0.43O3,1500,6.0,0,hexagonal,1,24.0
Ba1Mg0.33W0.34Ti0.33O3.01,1500,6.0,0,hexagonal,0,15.6
Ba0.95Zn0.5W0.5O2.95,1360,4.0,0,cubic,0,21.0
BaZn0.49W0.5O2.995,1360,4.0,0,cubic,0,20.0
BaZn0.45W0.5O2.9975,1360,4.0,0,cubic,0,22.5
Nd1Mg0.4Zn0.1Sn0.5O3,1500,4.0,0,unknown,0,19.5
Nd1Mg0.4Zn0.1Sn0.5O3,1550,4.0,0,unknown,0,19.3
SrYb0.5Ta0.5O3,1700,10.0,0,unknown,0,14.1
Ba1Mg0.5W0.5O3,1550,2.0,0,cubic,0,20.0
La1Mg0.5Sn0.5O3,1500,4.0,0,monoclinic,0,19.5
La1Mg0.5Sn0.5O3,1550,4.0,0,monoclinic,0,19.7
La1Mg0.5Sn0.5O3,1600,4.0,0,monoclinic,0,20.1
La1Mg0.43Ba0.07Sn0.5O3,1550,4.0,0,cubic,0,20.1
La1Mg0.4Ca0.1Sn0.5O3,1500,4.0,0,cubic,0,20.2
La0.6667Mg0.5W0.5O3,1250,2.0,0,orthorhombic,0,23.6
BaMg0.49Y0.0133W0.4967O3,1575,2.0,0,cubic,0,20.0
SrSm0.5Ta0.5O3,1500,10.0,0,unknown,0,27.7
SrLa0.5Ta0.5O3,1500,10.0,0,unknown,0,27.1
Ca0.97La0.02Mg0.5W0.5O3,1375,2.0,0,monoclinic,0,19.0
Ba0.94La0.04Mg0.5W0.5O3,1450,2.0,0,cubic,0,20.0
Nd1Mg0.47Ba0.03Sn0.5O3,1600,4.0,0,cubic,0,19.4
NdMg0.45Co0.05Sn0.5O3,1550,4.0,0,cubic,0,19.2
Nd1Mg0.5Sn0.5O3,1550,4.0,0,cubic,0,19.3
BaLa0.5Nb0.5O3,1650,10.0,0,unknown,0,37.4
BaNd0.5Nb0.5O3,1500,96.0,0,unknown,0,41.9
BaSm0.5Nb0.5O3,1500,96.0,0,unknown,0,39.7
BaYb0.5Nb0.5O3,1700,96.0,0,unknown,0,28.3
BaLa0.5Ta0.5O3,1450,96.0,0,unknown,0,27.1
BaNd0.5Ta0.5O3,1500,96.0,0,unknown,0,36.0
SrNd0.5Ta0.5O3,1500,10.0,0,unknown,0,27.1
BaSm0.5Ta0.5O3,1500,96.0,0,unknown,0,34.3
CaSm0.5Nb0.5O3,1500,96.0,0,unknown,0,20.9
CaYb0.5Nb0.5O3,1450,96.0,0,unknown,0,27.0
CaLa0.5Ta0.5O3,1500,96.0,0,unknown,0,19.5
CaSm0.5Ta0.5O3,1500,96.0,0,unknown,0,19.6
CaYb0.5Ta0.5O3,1500,96.0,0,unknown,0,21.1
SrLa0.5Nb0.5O3,1500,2.0,0,unknown,0,27.5
SrNd0.5Nb0.5O3,1500,2.0,0,unknown,0,29.7
SrSm0.5Nb0.5O3,1500,10.0,0,unknown,0,31.8
SrYb0.5Nb0.5O3,1400,96.0,0,unknown,0,29.4
BaYb0.5Ta0.5O3,1700,10.0,0,unknown,0,22.1
Nd1Mg0.5Ti0.5O3,1650,2.0,0,monoclinic,0,26.0
CaLa0.5Nb0.5O3,1500,96.0,0,unknown,0,20.6
Ba1Mg0.3Ta0.6Ti0.1O3,1470,4.0,0,trigonal,0,26.3
Ca0.375Mg0.25Nb0.25Ti0.125O3,1340,4.0,0,unknown,0,38.0
Ca0.25Mg0.375Nb0.25Ti0.125O3,1325,4.0,0,unknown,0,31.0
Ca0.125Mg0.5Nb0.25Ti0.125O3,1340,4.0,0,unknown,0,23.0
Ca0.375Mg0.25Nb0.25Ti0.125O3,1325,4.0,0,unknown,0,26.0
Ca0.25Mg0.375Nb0.25Ti0.125O3,1140,4.0,0,unknown,0,23.0
Ca0.125Mg0.5Nb0.25Ti0.125O3,1125,4.0,0,unknown,0,20.0
Ca0.375Ni0.25Nb0.25Ti0.125O3,1450,4.0,0,unknown,0,35.0
Ca0.25Ni0.375Nb0.25Ti0.125O3,1275,4.0,0,unknown,0,30.0
Ca0.125Ni0.5Nb0.25Ti0.125O3,1185,4.0,0,unknown,0,26.0
Ca0.25Co0.375Nb0.25Ti0.125O3,1175,4.0,0,unknown,0,29.0
Ca0.125Co0.5Nb0.25Ti0.125O3,1100,4.0,0,unknown,0,12.0
Ca0.375Mg0.25Ta0.25Ti0.125O3,1550,4.0,0,unknown,0,30.0
Ca0.25Mg0.375Ta0.25Ti0.125O3,1450,4.0,0,unknown,0,26.0
Ca0.125Mg0.5Ta0.25Ti0.125O3,1360,4.0,0,unknown,0,20.0
Ca0.375Zn0.25Ta0.25Ti0.125O3,1400,4.0,0,unknown,0,17.0
Ca0.25Zn0.375Ta0.25Ti0.125O3,1300,4.0,0,unknown,0,13.0
Ca0.125Zn0.5Ta0.25Ti0.125O3,1225,4.0,0,unknown,0,10.0
Ca0.375Co0.25Nb0.25Ti0.125O3,1400,4.0,0,unknown,0,32.0
Ca0.375Ni0.25Ta0.25Ti0.125O3,1500,4.0,0,unknown,0,29.0
Sr1Pr0.5Nb0.5O3,1575,4.0,0,cubic,0,37.5
Sr1Nd0.5Nb0.5O3,1575,4.0,0,cubic,0,36.9
Sr1Sm0.5Nb0.5O3,1575,4.0,0,tetragonal,0,35.8
Sr1Eu0.5Nb0.5O3,1575,4.0,0,tetragonal,0,34.7
Sr1Gd0.5Nb0.5O3,1575,4.0,0,tetragonal,0,34.3
Sr1Tb0.5Nb0.5O3,1575,4.0,0,tetragonal,0,33.7
Sr1Dy0.5Nb0.5O3,1575,4.0,0,tetragonal,0,33.0
Sr1Ho0.5Nb0.5O3,1600,4.0,0,tetragonal,0,32.3
Sr1Y0.5Nb0.5O3,1600,4.0,0,orthorhombic,0,32.2
Sr1Er0.5Nb0.5O3,1575,4.0,0,orthorhombic,0,32.2
Sr1Yb0.5Nb0.5O3,1600,4.0,0,orthorhombic,0,30.7
Sr1In0.5Nb0.5O3,1600,4.0,0,orthorhombic,0,26.0
Sr1Fe0.5Nb0.5O3,1450,4.0,0,cubic,0,44.9
Sr1Cr0.5Nb0.5O3,1600,4.0,0,cubic,0,35.3
Sr1Al0.5Nb0.5O3,1600,4.0,0,cubic,0,30.5
Sr1La0.5Nb0.5O3,1575,4.0,0,cubic,0,36.6
Ca0.25Ni0.375Ta0.25Ti0.125O3,1410,4.0,0,unknown,0,26.0
Ca1Zn0.333Ta0.667O3,,4.0,1,orthorhombic,0,25.0
Ba1Ni0.5Ta0.5O3,1500,4.0,0,hexagonal,0,23.0
Ba1Co0.5Ta0.5O3,1500,4.0,0,hexagonal,0,25.0
Ba1Mg0.5Ta0.5O3,1500,4.0,0,hexagonal,0,25.0
Ba1Zn0.5Ta0.5O3,1500,4.0,0,hexagonal,0,29.0
Ba1Ca0.5Ta0.5O3,1500,4.0,0,hexagonal,0,30.0
Sr1Ni0.5Ta0.5O3,1500,4.0,0,hexagonal,0,23.0
Sr1Co0.5Ta0.5O3,1500,4.0,0,hexagonal,0,23.0
Sr1Ca0.5Ta0.5O3,1500,4.0,0,hexagonal,0,22.0
Ca1Cu0.333Ta0.667O3,,4.0,1,orthorhombic,0,23.0
Sr1Sm0.5Ta0.5O3,1600,4.0,0,tetragonal,0,30.5
Sr1Sm0.5Ta0.5O3,1600,4.0,0,tetragonal,0,31.6
Sr1Sm0.5Ta0.5O3,1575,4.0,0,tetragonal,0,32.1
Sr1Sm0.5Ta0.5O3,1550,4.0,0,tetragonal,0,36.0
Sr1Sm0.5Ta0.5O3,1500,4.0,0,tetragonal,0,39.0
Sr1Sm0.5Ta0.5O3,1450,4.0,0,tetragonal,0,42.0
Sr1Sm0.5Ta0.5O3,1425,4.0,0,tetragonal,0,45.0
Sr1Sm0.5Ta0.5O3,1400,4.0,0,tetragonal,0,48.5
Ba3Co1.07Nb2O9.07,1470,8.0,0,cubic,0,26.0
Sr1Sm0.5Ta0.5O3,1350,4.0,0,tetragonal,0,49.6
Ca0.3Li0.14Sm0.42Ti1O3,1350,3.0,0,orthorhombic,0,92.12
Ca0.125Ni0.5Ta0.25Ti0.125O3,1340,4.0,0,unknown,0,23.0
Ca1Ni0.333Ta0.667O3,,4.0,1,orthorhombic,0,22.0
Ca1Al0.333Ta0.667O3,,4.0,1,orthorhombic,0,22.0
Ca0.375Co0.25Ta0.25Ti0.125O3,1400,4.0,0,unknown,0,28.0
Ca0.25Co0.375Ta0.25Ti0.125O3,1260,4.0,0,unknown,0,24.0
Ca0.125Co0.5Ta0.25Ti0.125O3,1210,4.0,0,unknown,0,20.0
Ba8ZnNb6O24,1425,4.0,0,hexagonal,0,36.2
Ba8ZnNb5.7Sb0.3O24,1425,4.0,0,hexagonal,0,33.6
Ba8ZnNb5.4Sb0.6O24,1425,4.0,0,hexagonal,0,33.6
Ba8ZnNb5.1Sb0.9O24,1425,4.0,0,hexagonal,0,31.0
Ba8ZnNb4.8Sb1.2O24,1425,4.0,0,hexagonal,0,29.4
Ca1Co0.333Ta0.667O3,,4.0,1,orthorhombic,0,23.0
Ba8ZnNb4.5Sb1.5O24,1425,4.0,0,hexagonal,0,25.9
Ba8ZnNb3.6Sb2.4O24,1425,4.0,0,hexagonal,0,17.4
Ca1Al0.5Nb0.5O3,,4.0,1,orthorhombic,0,25.0
Ca1Fe0.5Nb0.5O3,,4.0,1,orthorhombic,0,40.0
Ca1Al0.333Nb0.667O3,,4.0,1,orthorhombic,0,28.0
Ca1Co0.333Nb0.667O3,,4.0,1,orthorhombic,0,29.0
Ca1Ni0.333Nb0.667O3,,4.0,1,orthorhombic,0,26.0
Ca1Cu0.333Nb0.667O3,,4.0,1,orthorhombic,0,27.0
Ca1Zn0.333Nb0.667O3,,4.0,1,orthorhombic,0,35.0
Ca1Al0.5Ta0.5O3,,4.0,1,orthorhombic,0,20.0
Ca1Fe0.5Ta0.5O3,,4.0,1,orthorhombic,0,32.0
Ca1Mg0.333Ta0.667O3,,4.0,1,orthorhombic,0,21.0
Ba8ZnNb4.2Sb1.8O24,1425,4.0,0,hexagonal,0,19.9
Sr1Cr0.5Nb0.5O3,1350,4.0,0,cubic,0,35.1
Ca1Mg0.333Nb0.667O3,,4.0,1,orthorhombic,0,28.0
Sr1Al0.5Nb0.5O3,1350,4.0,0,cubic,0,30.0
CaAl0.421Nb0.421Ti0.158O3,1600,72.0,0,unknown,0,29.1
CaAl0.375Nb0.375Ti0.25O3,1600,72.0,0,unknown,0,32.2
CaAl0.335Nb0.335Ti0.33O3,1600,72.0,0,unknown,0,35.1
CaAl0.25Nb0.25Ti0.5O3,1600,72.0,0,unknown,0,45.3
CaAl0.2355Nb0.2355Ti0.529O3,1600,72.0,0,unknown,0,44.9
CaAl0.125Nb0.125Ti0.75O3,1600,72.0,0,orthorhombic,0,75.4
Ba0.1La0.9Mg0.45Ti0.55O3,1450,2.0,0,orthorhombic,0,30.9
Ba0.3La0.7Mg0.35Ti0.65O3,1500,2.0,0,tetragonal,0,42.5
Ba0.5La0.5Mg0.25Ti0.75O3,1550,2.0,0,monoclinic,0,60.9
Ba0.7La0.3Mg0.15Ti0.85O3,1600,2.0,0,cubic,0,105.8
LiBa4Nb3O12,1275,12.0,0,hexagonal,0,37.0
CaAl0.4505Nb0.4505Ti0.099O3,1600,72.0,0,unknown,0,27.0
LiBa4Nb2TaO12,1350,12.0,0,hexagonal,0,34.0
LiBa4Ta3O12,1450,12.0,0,hexagonal,0,28.0
BaLa0.5Ta0.5O3,1625,4.0,0,orthorhombic,0,37.1
BaNd0.5Ta0.5O3,1625,4.0,0,orthorhombic,0,38.7
BaSm0.5Ta0.5O3,1625,4.0,0,orthorhombic,0,37.6
BaEu0.5Ta0.5O3,1625,4.0,0,tetragonal,0,36.5
BaGd0.5Ta0.5O3,1625,4.0,0,tetragonal,0,36.0
BaTb0.5Ta0.5O3,1625,4.0,0,tetragonal,0,35.5
BaDy0.5Ta0.5O3,1625,4.0,0,tetragonal,0,34.0
BaHo0.5Ta0.5O3,1625,4.0,0,cubic,0,33.5
BaY0.5Ta0.5O3,1625,4.0,0,cubic,0,33.0
BaYb0.5Ta0.5O3,1625,4.0,0,cubic,0,32.0
LiBa4NbTa2O12,1400,12.0,0,hexagonal,0,30.0
BaNi0.0658Zr0.0125Zn0.2633Ta0.6583O3,1520,48.0,0,hexagonal,0,28.3
CaAl0.4735Nb0.4735Ti0.053O3,1600,72.0,0,unknown,0,23.8
La1Mg0.667Nb0.333O3,1500,4.0,0,rhombohedral,0,26.8
Sr1Ga0.5Ta0.5O3,1500,24.0,0,cubic,0,27.0
Sr1Fe0.5Nb0.5O3,1350,4.0,0,cubic,0,44.9
Ba1Mn0.333Ta0.667O3,1600,4.0,1,trigonal,0,27.0
Ba1Mn0.3333Ta0.6667O3,1600,4.0,1,trigonal,0,27.0
