formula,sintering_temp_C,sintering_time_h,sintering_time_missing,crystal_system,phase_transition,epsilon_r
Ba1Mg0.2333Ta0.4667Co0.1Nb0.2O3,1530,5.0,0,trigonal,0,27.0
CaZr0.2Ti0.8O3,1430,15.0,0,orthorhombic,0,141.0
CaZr0.3Ti0.7O3,1430,15.0,0,unknown,1,138.0
CaZr0.4Ti0.6O3,1430,15.0,0,unknown,1,98.0
CaAl0.5Nb0.5O3,1600,72.0,0,monoclinic,0,23.6
CaZr0.5Ti0.5O3,1470,15.0,0,unknown,1,59.0
CaZr0.7Ti0.3O3,1470,15.0,0,unknown,1,38.0
CaZr0.8Ti0.2O3,1470,15.0,0,unknown,1,28.0
CaZr0.9Ti0.1O3,1515,15.0,0,orthorhombic,0,42.0
CaZrO3,1515,15.0,0,orthorhombic,0,27.0
LaMg0.5Ti0.5O3,1600,2.0,0,unknown,0,27.6
La0.9Ca0.1Mg0.45Ti0.55O3,1600,2.0,0,unknown,0,29.8
La0.7Ca0.3Mg0.35Ti0.65O3,1600,2.0,0,orthorhombic,0,37.2
La0.3Ca0.7Mg0.15Ti0.85O3,1500,2.0,0,orthorhombic,0,51.2
La0.3Ca0.7Mg0.15Ti0.85O3,1500,2.0,0,orthorhombic,0,58.8
La0.1Ca0.9Mg0.05Ti0.95O3,1350,2.0,0,orthorhombic,0,90.4
La0.1Ca0.9Mg0.05Ti0.95O3,1350,2.0,0,orthorhombic,0,102.5
CaZr0.6Ti0.4O3,1470,15.0,0,unknown,1,50.0
BaNi0.0542Zr0.0215Zn0.2720Ta0.6523O3,1520,48.0,0,hexagonal,0,28.4
La0.5Ca0.5Mg0.25Ti0.75O3,1600,2.0,0,orthorhombic,0,43.2
BaNi0.0242Zr0.0425Zn0.2950Ta0.6383O3,1520,48.0,0,hexagonal,0,30.2
Sr1Pr0.5Ta0.5O3,1600,4.0,0,rhombohedral,0,32.0
Sr1Nd0.5Ta0.5O3,1600,4.0,0,tetragonal,0,31.5
Sr1Eu0.5Ta0.5O3,1600,4.0,0,tetragonal,0,30.0
Sr1Gd0.5Ta0.5O3,1600,4.0,0,tetragonal,0,29.5
Sr1Tb0.5Ta0.5O3,1600,4.0,0,tetragonal,0,28.8
Sr1Dy0.5Ta0.5O3,1600,4.0,0,tetragonal,0,28.2
Sr1Ho0.5Ta0.5O3,1600,4.0,0,tetragonal,0,27.7
Sr1Y0.5Ta0.5O3,1600,4.0,0,rhombohedral,0,27.5
Sr1Er0.5Ta0.5O3,1600,4.0,0,tetragonal,0,27.1
Sr1Yb0.5Ta0.5O3,1600,4.0,0,orthorhombic,0,25.9
Sr1La0.5Ta0.5O3,1600,4.0,0,unknown,0,31.2
Sr1Pr0.5Nb0.5O3,1350,4.0,0,cubic,0,36.7
Sr1Sm0.5Nb0.5O3,1350,4.0,0,tetragonal,0,35.5
Sr1Eu0.5Nb0.5O3,1350,4.0,0,tetragonal,0,34.3
Sr1Gd0.5Nb0.5O3,1350,4.0,0,tetragonal,0,33.5
Sr1Tb0.5Nb0.5O3,1350,4.0,0,tetragonal,0,32.3
Sr1Dy0.5Nb0.5O3,1350,4.0,0,tetragonal,0,31.2
Sr1Ho0.5Nb0.5O3,1350,4.0,0,tetragonal,0,30.6
Sr1Y0.5Nb0.5O3,1350,4.0,0,orthorhombic,0,30.7
Sr1In0.5Nb0.5O3,1350,4.0,0,orthorhombic,0,25.0
BaNi0.0417Zr0.0300Zn0.2817Ta0.6467O3,1520,48.0,0,hexagonal,0,29.6
Sr1Er0.5Nb0.5O3,1350,4.0,0,orthorhombic,0,31.1
Sr1Yb0.5Nb0.5O3,1350,4.0,0,orthorhombic,0,29.3
Sr1Nd0.5Nb0.5O3,1350,4.0,0,cubic,0,36.5
Sm1Zn0.5Ti0.5O3,1310,2.0,0,orthorhombic,0,31.0
Sr1La0.5Nb0.5O3,1350,4.0,0,cubic,0,36.0
Sm0.95Ca0.04Sr0.01Mg0.475Ti0.525O3,1550,3.0,0,unknown,0,26.6
La5Mg0.5Ti3.5O15,1600,30.0,0,hexagonal,0,36.2
La5Zn0.5Ti3.5O15,1550,30.0,0,hexagonal,0,37.71
La5AlTi3O15,1600,30.0,0,hexagonal,0,32.98
BaNi0.0125Zr0.0500Zn0.3042Ta0.6333O3,1520,48.0,0,hexagonal,0,30.1
Pb0.16La0.56Mg0.5W0.5O3,1200,4.0,0,tetragonal,0,28.7
Ba0.95Sr0.05Zn0.475Ga0.025Ta0.6583O3,1525,2.0,0,trigonal,0,29.0
BaZr0.0125Zn0.2633Ni0.0658Ta0.6583O3,1510,24.0,0,trigonal,0,28.2
BaZr0.0215Zn0.2720Ni0.0542Ta0.6523O3,1510,16.0,0,trigonal,0,28.7
BaZr0.0300Zn0.2817Ni0.0417Ta0.6467O3,1510,8.0,0,cubic,1,29.3
BaZr0.0500Zn0.3042Ni0.0125Ta0.6333O3,1510,8.0,0,cubic,1,30.7
La1Mg0.35Zn0.15Ti0.5O3,1475,2.0,0,cubic,0,29.0
La0.2Ca0.64Sm0.1067Mg0.1Ti0.9O3,1470,4.0,0,monoclinic,0,72.41
BaZr0.0425Zn0.2950Ni0.0242Ta0.6383O3,1510,8.0,0,unknown,1,29.7
La0.45Ca0.44Sm0.0733Mg0.225Ti0.775O3,1470,4.0,0,monoclinic,0,47.83
La0.6Ca0.32Sm0.0533Mg0.3Ti0.7O3,1470,4.0,0,monoclinic,0,40.05
Sm0.8Ca0.16Sr0.04Mg0.4Ti0.6O3,1550,3.0,0,unknown,0,30.1
La0.8Ca0.16Sm0.0267Mg0.4Ti0.6O3,1470,4.0,0,monoclinic,0,33.56
Ba1Zr0.05Zn0.32Ta0.63O3,1550,4.0,0,trigonal,0,30.0
Sm0.65Ca0.28Sr0.07Mg0.325Ti0.675O3,1550,3.0,0,unknown,0,31.4
Sm0.5Ca0.4Sr0.1Mg0.25Ti0.75O3,1550,3.0,0,unknown,0,38.7
La0.4Ca0.48Sm0.0800Mg0.2Ti0.8O3,1470,4.0,0,monoclinic,0,50.58
La1Zn0.5Ti0.5O3,1350,4.0,1,unknown,0,30.0
Ca1Sr4Ta2Ti1O12,1550,4.0,1,orthorhombic,0,45.0
Ba0.7La0.3Zn0.4333Nb0.5667O3,1350,4.0,1,perovskite,0,44.7
Ca1Li0.2333Nb0.4667Ti0.3O3,1150,4.0,1,perovskite,0,44.7
Sr1Fe0.5Nb0.5O3,1600,4.0,1,cubic,0,44.9
La0.7667Ti0.7Al0.3O3,1400,4.0,1,orthorhombic,0,44.9
Ca0.7Ti0.7Nd0.3Al0.3O3,1450,4.0,1,orthorhombic,0,45.0
Ca0.7Ti0.7Sm0.3Al0.3O3,1450,4.0,1,orthorhombic,0,45.0
Ba1La0.5Nb0.5O3,1600,4.0,1,monoclinic,0,45.0
Ca0.6Ti0.6La0.4Ga0.4O3,1450,4.0,1,perovskite,0,45.0
Ca0.2Ti0.2Sr0.8Mg0.2667Nb0.5333O3,1600,4.0,1,perovskite,0,45.0
Ba1Sr4Nb4O15,1400,4.0,1,hexagonal,0,45.0
Ba1Y0.3Bi0.2Nb0.5O3,1300,4.0,1,perovskite,0,44.6
Sr1Fe0.5Nb0.5O3,1450,4.0,1,cubic,0,45.0
Ca0.73Ti0.73Nd0.27Al0.27O3,1450,4.0,1,rhombohedral,0,45.0
Ba1Pr0.5Nb0.5O3,1600,4.0,1,perovskite,0,44.5
Sr5Ta4O15,1510,4.0,1,hexagonal,0,43.5
Ba2La2Ti1Nb2O12,1350,4.0,1,hexagonal,0,44.2
Ba6Nb4Ti1O18,1625,4.0,1,perovskite,0,43.0
Sr4La1Ti1Nb3O15,1460,4.0,1,hexagonal,0,43.0
Ca0.65Ti0.65Sm0.35Ga0.35O3,1450,4.0,1,perovskite,0,45.0
Ba2La3Ti3Nb1O15,1460,4.0,1,hexagonal,0,42.8
Ba1La4Ti4O15,1600,4.0,1,hexagonal,0,44.4
Ca1La3.5Nd0.5Ti4O15,1550,4.0,1,hexagonal,0,43.4
Ca1La4Ti4O15,1550,4.0,1,hexagonal,0,43.6
Ba0.65La0.35Zn0.45Nb0.55O3,1350,4.0,1,perovskite,0,43.8
Ca2Sr3Ta2Ti1O12,1575,4.0,1,orthorhombic,0,44.0
Ba1Nd0.5Nb0.5O3,1600,4.0,1,perovskite,0,44.0
Ca0.66La0.34Ti0.66Al0.34O3,1450,4.0,1,orthorhombic,0,44.0
Ba3La1Nb3O12,1500,4.0,1,rhombohedral,0,43.5
Ba1Gd0.3Bi0.2Nb0.5O3,1300,4.0,1,perovskite,0,47.9
La0.48Co0.24Ti0.76Ca0.52O3,1550,4.0,1,monoclinic,0,45.0
Ba0.6Ca0.4La4Ti4O15,1575,4.0,1,hexagonal,0,47.7
Ba5Sr1Nb4Ti1O18,1450,4.0,1,perovskite,0,47.9
Ca0.65Ti0.65La0.35Ga0.35O3,1450,4.0,1,orthorhombic,0,48.0
Ba4Sr1Nb4O15,1400,4.0,1,hexagonal,0,48.0
Ca1Ti0.34Mg0.22Nb0.44O3,1450,4.0,1,perovskite,0,48.0
Ca1La8Ti9O31,1550,4.0,1,orthorhombic,0,48.6
Ba1Dy0.3Bi0.2Nb0.5O3,1300,4.0,1,perovskite,0,48.6
Ca0.64Ti0.64La0.36Ga0.36O3,1300,4.0,1,perovskite,0,48.7
Ba1La3Ti2Nb1O12,1460,4.0,1,hexagonal,0,42.4
Ca0.7Ti0.7Nd0.3Ga0.3O3,1450,4.0,1,perovskite,0,49.0
Ca0.65Ti0.65Nd0.35Ga0.35O3,1450,4.0,1,orthorhombic,0,45.0
Ba0.57Sr0.38La3.8Ti4.15O13.1,1550,4.0,1,hexagonal,0,47.4
Ca1Ti0.4Mg0.2Nb0.4O3,1450,4.0,1,perovskite,0,47.3
Ba1Mn0.5Ti0.5O3,1450,4.0,1,hexagonal,0,45.0
Ca0.71Ti0.71Nd0.29Al0.29O3,1450,4.0,1,orthorhombic,0,45.1
Ca1Mg0.1833Ta0.3667Ti0.45O3,1550,4.0,1,orthorhombic,0,45.1
Ba1Er0.3Bi0.2Nb0.5O3,1300,4.0,1,perovskite,0,46.1
Ba1La4Ti4O15,1450,4.0,1,hexagonal,0,46.3
Ba0.2Sr0.8La4Ti4.2O15,1450,4.0,1,trigonal,0,46.4
Ba3La3Ti4Nb1O18,1480,4.0,1,hexagonal,0,47.4
Ba1.25Sr0.75La3Ti3Nb1O15,1510,4.0,1,hexagonal,0,46.8
Ba0.5Ca0.5Sc0.5Nb0.5O3,1650,4.0,1,perovskite,0,46.9
Ca0.65Ti0.65La0.35Ga0.35O3,1600,4.0,1,orthorhombic,0,47.0
Ba1.25Sr0.75La3Ti3Nb1O15,1510,4.0,1,hexagonal,0,47.0
Ba1.75Sr0.25La3Ti3Nb1O15,1490,4.0,1,hexagonal,0,47.0
Sr1Ga0.35Nb0.35Ti0.3O3,1575,4.0,1,cubic,0,46.6
Ba0.95La0.05Zn0.35Nb0.65O3,1350,4.0,1,perovskite,0,42.4
Ba4La1Ti1Ta3O15,1540,4.0,1,hexagonal,0,42.3
Ca1Zr0.7Ti0.3O3,1470,4.0,1,perovskite,0,38.0
Ba1Sm0.5Ta0.5O3,1625,4.0,1,perovskite,0,38.0
Ba1Ho0.5Nb0.5O3,1600,4.0,1,perovskite,0,38.0
Sr1Pr0.5Nb0.5O3,1575,4.0,1,perovskite,0,38.0
Ca1Li0.2667Nb0.5333Ti0.2O3,1150,4.0,1,perovskite,0,38.6
Ca1Fe0.5Nb0.5O3,1250,4.0,1,orthorhombic,0,38.6
Ba1Eu0.5Ta0.5O3,1625,4.0,1,perovskite,0,38.8
Ba1Dy0.5Nb0.5O3,1600,4.0,1,perovskite,0,38.9
Ba1.5Sr1.5La1Nb3O12,1405,4.0,1,rhombohedral,0,38.9
Ba3.0Zn0.993Nb1.986W0.014O9,1380,4.0,1,perovskite,0,39.0
Ba1Tb0.5Nb0.5O3,1600,4.0,1,perovskite,0,39.0
Ca4Sr1Ta2Ti1O12,1625,4.0,1,orthorhombic,0,39.0
Sr2La2Ti1Nb2O12,1450,4.0,1,hexagonal,0,39.0
Ba1Dy0.5Ta0.5O3,1625,4.0,1,perovskite,0,39.1
La6Zn1Ti4O18,1600,4.0,1,perovskite,0,37.7
Ba5Sr1Nb4Zr1O18,1600,4.0,1,rhombohedral,0,37.6
Ba1Sm0.5Ta0.5O3,1625,4.0,1,tetragonal,0,37.6
Ba1Co0.3Y0.05Nb0.65O3,1380,4.0,1,perovskite,0,37.0
Ca0.35La0.65Ti0.35Al0.65O3,1600,4.0,1,rhombohedral,0,37.0
Ca0.66Ti0.66La0.17Nd0.17Ga0.34O3,1540,4.0,1,perovskite,0,49.0
Ba1Y0.5Nb0.5O3,1600,4.0,1,perovskite,0,37.0
Ca4.18Co0.82Nb2Ti1O12,1550,4.0,1,orthorhombic,0,37.0
Ca4.85Zn0.15Ta2Ti1O12,1625,4.0,1,orthorhombic,0,37.0
Ca4.82Mg0.18Ta2Ti1O12,1625,4.0,1,orthorhombic,0,37.0
Sr2La4Ti5O18,1625,4.0,1,perovskite,0,39.2
Ba1In0.5Ta0.5O3,1625,4.0,1,perovskite,0,37.2
Ba1Y0.5Ta0.5O3,1625,4.0,1,perovskite,0,37.3
Ca0.6Sr0.5Al0.3Nb0.3Ti0.5O3.3,1500,4.0,1,perovskite,0,37.3
Ba1La0.5Nb0.5O3,1650,4.0,1,perovskite,0,37.4
Sr0.92Li0.23Nb0.69Ti0.08O3,1350,4.0,1,perovskite,0,42.3
Ba3La1Ta3O12,1500,4.0,1,rhombohedral,0,39.4
Ba1Zn0.25Ti0.25Ta0.5O3,1500,4.0,1,cubic,0,39.6
Ba1Zn0.3333Nb0.6667O3,1390,4.0,1,cubic,0,41.1
Ca1Ti0.5Al0.25Ta0.25O3,1500,4.0,1,orthorhombic,0,41.4
Ba1Nd0.5Nb0.5O3,1500,4.0,1,perovskite,0,41.9
Ca4.38Ni0.62Nb2Ti1O12,1550,4.0,1,orthorhombic,0,42.0
Ba1Zn0.3167Nb0.6333Zr0.05O3,1450,4.0,1,cubic,0,42.0
Ca3Sr2Ta2Ti1O12,1600,4.0,1,orthorhombic,0,42.0
Ba0.8Sr0.2Zn0.3133Ta0.6267Ti0.06O3,1400,4.0,1,perovskite,0,42.0
Ca1Zr0.9Ti0.1O3,1515,4.0,1,orthorhombic,0,42.0
La0.4Sr0.6Al0.4Ti0.6O3,1680,4.0,1,perovskite,0,42.1
Ca1La2Nd2Ti4O15,1525,4.0,1,hexagonal,0,42.3
Ca1La0.5Nd0.5Ti4O15,1525,4.0,1,hexagonal,0,42.3
Ca1La4Ti4O15,1550,4.0,1,hexagonal,0,41.1
Sr5Ta4O15,1610,4.0,1,hexagonal,0,41.0
Ca0.65Sm0.35Ti0.65Al0.35O3,1450,4.0,1,orthorhombic,0,41.0
Ba0.75Sr0.25Zn0.3133Ta0.6267Ti0.06O3,1400,4.0,1,perovskite,0,40.0
Ba1Ho0.5Ta0.5O3,1625,4.0,1,perovskite,0,39.6
Ba1Sm0.5Nb0.5O3,1500,4.0,1,perovskite,0,39.7
Ba1Yb0.5Ta0.5O3,1625,4.0,1,perovskite,0,39.7
Ca0.65Ti0.65Sm0.315Nd0.035Al0.35O3,1415,4.0,1,orthorhombic,0,39.7
Ba1Gd0.5Nb0.5O3,1600,4.0,1,perovskite,0,40.0
Ba2Sr1La1Nb3O12,1400,4.0,1,rhombohedral,0,39.5
Ba1Eu0.5Nb0.5O3,1600,4.0,1,perovskite,0,40.0
Ca1Fe0.5Nb0.5O3,1500,4.0,1,perovskite,0,40.0
Ba1Zn0.2667Co0.0667Nb0.6667O3,1410,4.0,1,cubic,0,40.0
Ba1Zn0.3333Nb0.6667O3,1390,4.0,1,cubic,0,40.0
Ba0.3Sr0.7Zn0.3333Nb0.6667O3,1500,4.0,1,cubic,0,40.0
Ba8Ta4Ti3O24,1400,4.0,1,hexagonal,0,40.0
Ca4Zn1Nb2Ti1O12,1550,4.0,1,orthorhombic,0,40.0
Pb0.6Ca0.4Zr1O3,1450,4.0,1,perovskite,0,94.0
Pb0.48Ca0.52Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,orthorhombic,0,94.3
Ca0.4Sm0.4Ti1O3,1450,4.0,1,orthorhombic,0,94.5
Ca0.268Sm0.268Ti0.67Li0.165Sm0.165Ti0.33O3,1300,4.0,1,perovskite,0,95.5
Ca0.56Sm0.56Ti0.7Li0.15Nd0.15Ti0.3O3,1300,4.0,1,orthorhombic,0,98.0
Ca0.28Sm0.28Ti0.7Li0.15Nd0.15Ti0.3O3,1200,4.0,1,perovskite,0,99.0
Pb0.5Ca0.5Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,orthorhombic,0,99.6
Ca0.6Sm0.2667Ti1O3,1450,4.0,1,orthorhombic,0,101.0
Pb0.5Ca0.5Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,orthorhombic,0,102.0
Ca0.9La0.1Mg0.05Ti0.95O3,1350,4.0,1,perovskite,0,102.5
Ca0.3La0.1333Li0.25Nd0.25Ti1O3,1400,4.0,1,cubic,0,105.0
Pb0.48Ca0.52Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,orthorhombic,0,93.6
Pb0.45Ca0.55Fe0.5Nb0.5O3,1100,4.0,1,perovskite,0,92.6
Pb0.5Ca0.5Fe0.5Ta0.5O3,1250,4.0,1,cubic,0,83.9
Pb0.45Ca0.55Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,perovskite,0,85.0
Pb0.45Ca0.55Fe0.45Nb0.45Zr0.1O3,1200,4.0,1,perovskite,0,85.0
Ba1Ti0.5Ga0.25Nb0.25O3,1500,4.0,1,tetragonal,0,86.0
Pb0.45Ca0.55Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,orthorhombic,0,86.3
Ca0.6La0.2667Ti1O3,1400,4.0,1,cubic,0,109.0
Pb0.5Ca0.5Fe0.495Nb0.495Zr0.01O3,1150,4.0,1,orthorhombic,0,86.3
Ca0.9Sm0.1Mg0.05Ti0.95O3,1550,4.0,1,perovskite,0,87.0
Pb0.45Ca0.55Fe0.475Nb0.475Zr0.05O3,1200,4.0,1,orthorhombic,0,87.0
Pb0.46Ca0.54Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,orthorhombic,0,87.8
Pb0.46Ca0.54Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,orthorhombic,0,88.2
Ca0.9La0.1Mg0.05Ti0.95O3,1500,4.0,1,orthorhombic,0,90.4
Pb0.46Ca0.46La0.08Fe0.5Nb0.5O3,1190,4.0,1,perovskite,0,90.8
Pb0.45Ca0.55Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,orthorhombic,0,86.7
Pb0.45Ca0.55Fe0.25Nb0.48Ta0.02O3,1150,4.0,1,cubic,0,82.0
Pb0.63Ca0.37Zr1O3,1450,4.0,1,perovskite,0,110.0
Ca0.16Sm0.16Li0.3Nd0.3Ti1O3,1300,4.0,1,perovskite,0,110.0
Ca0.2Li0.34Nd0.38La0.04Ti1O3,1350,4.0,1,tetragonal,0,132.6
Sr4Ce2Ti7O22,1325,4.0,1,cubic,1,133.0
Sr0.8Ca0.2Ti1O3,1400,4.0,1,perovskite,0,133.9
Sr0.571Ce0.286Ti1O3,1350,4.0,1,cubic,1,136.0
Ca0.4Li0.24Nd0.28La0.04Ti1O3,1350,4.0,1,orthorhombic,0,136.4
Ca1Zr0.3Ti0.7O3,1430,4.0,1,perovskite,0,138.0
Pb0.6Ca0.4Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,cubic,0,139.4
Pb0.6Zr0.6Ca0.4Fe0.2Nb0.2O3,1250,4.0,1,perovskite,0,140.7
Ca1Zr0.2Ti0.8O3,1430,4.0,1,perovskite,0,141.0
Ca0.6Li0.14Nd0.21La0.04Ti1O3,1350,4.0,1,orthorhombic,0,142.0
Sr1Nd0.5Nb0.5O3,1575,4.0,1,perovskite,0,37.0
Sr5Ce2Ti8O25,1325,4.0,1,cubic,1,142.0
Pb0.7Ca0.3Zr1O3,1400,4.0,1,perovskite,0,132.0
Ca0.6Li0.15Nd0.1833La0.0333Ti1O3,1350,4.0,1,orthorhombic,0,128.2
Pb0.56Ca0.44Fe0.5333W0.0667Nb0.4O3,930,4.0,1,perovskite,0,127.2
Pb0.6Ca0.4Fe0.495Nb0.495Zr0.01O3,1150,4.0,1,perovskite,0,126.7
Ca0.2Li0.25Nd0.25La0.1Nd0.1Ti1O3,1350,4.0,1,perovskite,1,110.4
Pb0.95Ca0.05Zr1O3,1250,4.0,1,perovskite,0,112.0
Pb0.05Fe0.0333W0.0167Pb0.475Ca0.475Fe0.475Nb0.475O3,1000,4.0,1,perovskite,0,112.2
Ca0.4Li0.3Nd0.3Ti1O3,1350,4.0,1,perovskite,0,112.6
Ca0.3Li0.35Sm0.35Ti1O3,1300,4.0,1,orthorhombic,0,114.0
Pb0.475Ca0.475La0.05Fe0.45Nb0.45Ti0.1O3,1200,4.0,1,orthorhombic,0,116.6
Na0.15La0.15Li0.35Sm0.35Ti1O3,1300,4.0,1,orthorhombic,0,117.0
Ca0.2Li0.1Nd0.1Ti0.4O3,1300,4.0,1,perovskite,0,110.0
Ca0.6Li0.05Nd0.05La0.1Nd0.1Ti1O3,1350,4.0,1,orthorhombic,0,117.0
Pb0.65Ca0.35Zr1O3,1450,4.0,1,perovskite,0,118.0
Ca0.8Sm0.1333Ti1O3,1450,4.0,1,orthorhombic,0,119.3
Ca0.4Li0.25Nd0.2833La0.0333Ti1O3,1350,4.0,1,orthorhombic,0,121.3
Ca0.45Li0.125Nd0.225Dy0.1Ti1O3,1350,4.0,1,orthorhombic,0,121.3
Ca0.5Li0.2Nd0.2333La0.0333Ti1O3,1350,4.0,1,orthorhombic,0,123.0
Ca0.4Li0.15Nd0.15La0.1Nd0.1Ti1O3,1350,4.0,1,orthorhombic,0,117.0
Ba1Mg0.167Ta0.33Ti0.5O3,1550,4.0,1,perovskite,0,76.6
Pb0.4Ca0.6Mg0.3Nb0.6Sn0.1O3,1280,4.0,1,tetragonal,0,52.2
Ca0.8La0.1333Ti0.5Mg0.1667Nb0.3333O3,1490,4.0,1,perovskite,1,52.4
Ca1La4Ti5O17,1550,4.0,1,orthorhombic,0,53.7
Ca1Ti0.4Mg0.2Nb0.4O3,1450,4.0,1,perovskite,0,54.0
La0.5333Ti0.8Al0.2O3,1400,4.0,1,perovskite,0,54.0
Ba1Zn0.25Ti0.25Nb0.5O3,1400,4.0,1,cubic,0,54.8
Sm0.5Li0.5Ti1O3,1350,4.0,1,perovskite,0,55.0
Ca1Li0.1667Nb0.3333Ti0.5O3,1150,4.0,1,perovskite,0,55.0
Pb0.2Zr0.2Ca0.8Fe0.4Nb0.4O3,1250,4.0,1,orthorhombic,0,55.1
Ba4La2Ti3Nb2O18,1450,4.0,1,rhombohedral,0,55.1
Ca1Li0.1667Nb0.3333Ti0.5O3,1150,4.0,1,perovskite,0,55.2
Ca1La4Ti5O17,1500,4.0,1,orthorhombic,0,57.0
Ba5La1Ti2Nb3O15,1420,4.0,1,rhombohedral,0,57.3
Ca4.6Zn0.4Nb4Ti1O17,1260,4.0,1,perovskite,1,52.0
Ca0.7Ti0.7La0.3Ga0.3O3,1450,4.0,1,perovskite,0,52.0
Ca1Ti0.6Al0.2Ta0.2O3,1500,4.0,1,orthorhombic,0,52.0
Ba3La2Ti2Nb2O15,1460,4.0,1,hexagonal,0,49.8
Pb0.7Ca0.3La0.5Mg0.5Nb0.5O3,1350,4.0,1,cubic,0,50.0
La0.8333Mg0.25Ti0.75O3,1400,4.0,1,perovskite,0,50.0
Ca0.5La0.5Zn0.25Ti0.75O3,1550,4.0,1,orthorhombic,0,50.0
Ba2Sr3Nb4O15,1400,4.0,1,hexagonal,0,50.0
Ca1Zr0.6Ti0.4O3,1470,4.0,1,orthorhombic,0,50.0
Pb0.4Ca0.6Mg0.1667Nb0.3333Sn0.5O3,1280,4.0,1,tetragonal,0,57.4
La0.5333Ni0.2Ti1O3,1340,4.0,1,perovskite,0,50.7
Ca0.75Ti0.75Sm0.25Al0.25O3,1450,4.0,1,orthorhombic,0,51.0
Ba3Sr2Nb4O15,1400,4.0,1,hexagonal,0,51.0
Ca0.7La0.3Mg0.15Ti0.85O3,1500,4.0,1,orthorhombic,0,51.2
La0.66Ni0.01Ti1O3,1380,4.0,1,perovskite,0,51.4
La0.3Al0.3Sr0.7Ti0.7O3,1680,4.0,1,perovskite,0,52.0
Li0.5Sm0.5Ti1O3,1300,4.0,1,orthorhombic,0,52.0
Ba1Sm0.3Bi0.2Nb0.5O3,1300,4.0,1,perovskite,0,50.8
Pb0.4Ca0.6Fe0.475Nb0.475Sn0.05O3,1150,4.0,1,orthorhombic,0,78.0
La0.5667Ti0.85Al0.15O3,1375,4.0,1,orthorhombic,0,57.7
La0.6167Ni0.075Ti1O3,1340,4.0,1,perovskite,0,58.0
Ba1Ti0.4Ga0.3Nb0.3O3,1500,4.0,1,tetragonal,0,66.0
La0.6133Ti0.92Al0.08O3,1350,4.0,1,orthorhombic,0,66.9
Ca0.8Ti0.8Sm0.2Mg0.1Ti0.1O3,1550,4.0,1,perovskite,0,68.0
Ca1Ti0.6Mg0.1333Nb0.2667O3,1450,4.0,1,perovskite,0,68.0
Pb0.4Ca0.6Fe0.495Nb0.495Zr0.01O3,1150,4.0,1,perovskite,0,68.7
La0.6467Ni0.03Ti1O3,1375,4.0,1,perovskite,0,69.4
Pb0.4Ca0.6Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,orthorhombic,0,70.3
La0.64Ti0.96Al0.04O3,1325,4.0,1,orthorhombic,0,71.9
Pb0.5Ca0.5Zr0.95Ti0.05O3,1350,4.0,1,rhombohedral,0,72.0
La0.64Ti0.96Al0.04O3,1325,4.0,1,perovskite,0,72.0
Pb0.5Ca0.5Zr1O3,1500,4.0,1,perovskite,0,74.0
Ca1Ti0.7Al0.15Ta0.15O3,1500,4.0,1,orthorhombic,0,65.4
Pb0.1Fe0.0667W0.0333Pb0.18Ca0.72Fe0.45Nb0.45O3,1000,4.0,1,perovskite,0,65.3
Pb0.4Ca0.6Mg0.255Nb0.255Sn0.01O3,1350,4.0,1,perovskite,0,65.0
La0.3Mg0.15Ti0.85Ca0.7O3,1500,4.0,1,orthorhombic,0,58.8
Ca1Zr0.5Ti0.5O3,1470,4.0,1,orthorhombic,0,59.0
La0.6333Ni0.05Ti1O3,1360,4.0,1,perovskite,0,59.6
Ba1Ti0.85Mn0.15O3,1400,4.0,1,perovskite,0,60.0
Ca1Ti0.4Mg0.2Ta0.4O3,1350,4.0,1,orthorhombic,0,60.2
Ba1Pr0.3Bi0.02Nb0.5O3,1300,4.0,1,perovskite,0,60.7
Ca2Ba3Ta2Ti1O12,1525,4.0,1,cubic,0,61.0
Ca1Ti0.6Mg0.1333Nb0.2667O3,1450,4.0,1,perovskite,0,62.9
Pb0.4Ca0.6Mg0.3233Nb0.6467Sn0.03O3,1280,4.0,1,tetragonal,0,63.0
La0.6Ti0.9Al0.1O3,1350,4.0,1,perovskite,0,63.0
La0.6533Ni0.02Ti1O3,1380,4.0,1,perovskite,0,63.3
Ba1Mg0.2W0.2Ti0.6O3,1500,4.0,1,hexagonal,0,63.9
Pb0.4Ca0.6Mg0.3367Nb0.6733Sn0.01O3,1280,4.0,1,tetragonal,0,64.7
La0.6Ti0.9Al0.1O3,1350,4.0,1,orthorhombic,0,62.6
Sr1La0.5Nb0.5O3,1575,4.0,1,perovskite,0,37.0
Ca1Li0.2667Nb0.5333Sn0.2O3,1150,4.0,1,perovskite,0,23.3
Ba1La0.5Ta0.5O3,1625,4.0,1,perovskite,0,37.0
